source airport,destination airport,aircraft type,distance (weighted in km),number of passengers for 2% market share (flight demand), fuel (gallons)
Baltimore/Washington International Airport,Austin-Bergstrom International Airport,Boeing 767-800,2138.286952016627,3,2953.231064175992
Baltimore/Washington International Airport,Austin-Bergstrom International Airport,Airbus A200-100,2138.286952016627,3,2214.923298131994
Baltimore/Washington International Airport,Austin-Bergstrom International Airport,Airbus A220-300,2138.286952016627,3,2013.5666346654486
Baltimore/Washington International Airport,Austin-Bergstrom International Airport,Boeing 747-400,2138.286952016627,3,6040.699903996347
Baltimore/Washington International Airport,Washington Dulles International Airport,Boeing 737-600,-1,3,-1
Baltimore/Washington International Airport,Washington Dulles International Airport,Boeing 767-800,-1,3,-1
Baltimore/Washington International Airport,Washington Dulles International Airport,Airbus A200-100,-1,3,-1
Baltimore/Washington International Airport,Washington Dulles International Airport,Airbus A220-300,-1,3,-1
Baltimore/Washington International Airport,Washington Dulles International Airport,Boeing 747-400,-1,3,-1
Baltimore/Washington International Airport,Nashville International Airport,Boeing 737-600,940.7572325954452,3,1063.062582739641
Baltimore/Washington International Airport,Nashville International Airport,Boeing 767-800,940.7572325954452,3,1299.2987122373388
Baltimore/Washington International Airport,Nashville International Airport,Airbus A200-100,940.7572325954452,3,974.4740341780042
Baltimore/Washington International Airport,Nashville International Airport,Airbus A220-300,940.7572325954452,3,885.8854856163673
Baltimore/Washington International Airport,Nashville International Airport,Boeing 747-400,940.7572325954452,3,2657.656456849102
Baltimore/Washington International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,6303.573618866603,18,-1
Baltimore/Washington International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,6303.573618866603,18,-1
Baltimore/Washington International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,6303.573618866603,18,-1
Baltimore/Washington International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,6303.573618866603,18,-1
Baltimore/Washington International Airport,Paris Charles de Gaulle Airport,Boeing 747-400,6303.573618866603,18,17807.711223421105
Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,653.6556577132181,13,738.6356943479498
Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,653.6556577132181,13,902.7769597586054
Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,653.6556577132181,13,677.082719818954
Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,653.6556577132181,13,615.5297452899581
Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 747-400,653.6556577132181,13,1846.5892358698743
Tampa International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,1484.9773861710216,16,1678.0353536030527
Tampa International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,1484.9773861710216,16,2050.932098848176
Tampa International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,1484.9773861710216,16,1538.199074136132
Tampa International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,1484.9773861710216,16,1398.3627946692106
Tampa International Airport,Dallas/Fort Worth International Airport,Boeing 747-400,1484.9773861710216,16,4195.088384007632
Tampa International Airport,Denver International Airport,Boeing 737-600,2398.9229131070706,6,2710.800512014318
Tampa International Airport,Denver International Airport,Boeing 767-800,2398.9229131070706,6,3313.2006257952776
Tampa International Airport,Denver International Airport,Airbus A200-100,2398.9229131070706,6,2484.900469346458
Tampa International Airport,Denver International Airport,Airbus A220-300,2398.9229131070706,6,2259.000426678598
Tampa International Airport,Denver International Airport,Boeing 747-400,2398.9229131070706,6,6777.0012800357945
Tampa International Airport,O'Hare International Airport,Boeing 737-600,1621.3113446573136,20,1832.0937280719968
Tampa International Airport,O'Hare International Airport,Boeing 767-800,1621.3113446573136,20,2239.225667643552
Tampa International Airport,O'Hare International Airport,Airbus A200-100,1621.3113446573136,20,1679.4192507326638
Tampa International Airport,O'Hare International Airport,Airbus A220-300,1621.3113446573136,20,1526.7447733933307
Tampa International Airport,O'Hare International Airport,Boeing 747-400,1621.3113446573136,20,4580.234320179992
Tampa International Airport,Los Angeles International Airport,Boeing 737-600,3416.537575368623,39,3860.71255479815
Tampa International Airport,Los Angeles International Airport,Boeing 767-800,3416.537575368623,39,4718.648678086628
Tampa International Airport,Los Angeles International Airport,Airbus A200-100,3416.537575368623,39,3538.9865085649712
Tampa International Airport,Los Angeles International Airport,Airbus A220-300,3416.537575368623,39,3217.2604623317916
Tampa International Airport,Los Angeles International Airport,Boeing 747-400,3416.537575368623,39,9651.781386995375
Tampa International Airport,John F. Kennedy International Airport,Boeing 737-600,1633.2807877320515,14,1845.6192866625815
Tampa International Airport,John F. Kennedy International Airport,Boeing 767-800,1633.2807877320515,14,2255.756905920933
Tampa International Airport,John F. Kennedy International Airport,Airbus A200-100,1633.2807877320515,14,1691.8176794407
Tampa International Airport,John F. Kennedy International Airport,Airbus A220-300,1633.2807877320515,14,1538.0160722188177
Tampa International Airport,John F. Kennedy International Airport,Boeing 747-400,1633.2807877320515,14,4614.048216656453
Tampa International Airport,Harry Reid International Airport,Boeing 737-600,3145.1940125656165,5,3554.0923357993292
Tampa International Airport,Harry Reid International Airport,Boeing 767-800,3145.1940125656165,5,4343.8906326436245
Tampa International Airport,Harry Reid International Airport,Airbus A200-100,3145.1940125656165,5,3257.917974482719
Tampa International Airport,Harry Reid International Airport,Airbus A220-300,3145.1940125656165,5,2961.7436131661075
Tampa International Airport,Harry Reid International Airport,Boeing 747-400,3145.1940125656165,5,8885.230839498323
Tampa International Airport,Orlando International Airport,Boeing 737-600,-1,6,-1
Tampa International Airport,Orlando International Airport,Boeing 767-800,-1,6,-1
Tampa International Airport,Orlando International Airport,Airbus A200-100,-1,6,-1
Tampa International Airport,Orlando International Airport,Airbus A220-300,-1,6,-1
Tampa International Airport,Orlando International Airport,Boeing 747-400,-1,6,-1
Tampa International Airport,Miami International Airport,Boeing 737-600,330.5076745361371,7,373.47609982048374
Tampa International Airport,Miami International Airport,Boeing 767-800,330.5076745361371,7,456.4707886694801
Tampa International Airport,Miami International Airport,Airbus A200-100,330.5076745361371,7,342.3530915021101
Tampa International Airport,Miami International Airport,Airbus A220-300,330.5076745361371,7,311.2300831837364
Tampa International Airport,Miami International Airport,Boeing 747-400,330.5076745361371,7,933.6902495512093
Tampa International Airport,Charlotte Douglas International Airport,Boeing 737-600,822.4813736829609,6,929.4099934267031
Tampa International Airport,Charlotte Douglas International Airport,Boeing 767-800,822.4813736829609,6,1135.9455475215261
Tampa International Airport,Charlotte Douglas International Airport,Airbus A200-100,822.4813736829609,6,851.9591606411445
Tampa International Airport,Charlotte Douglas International Airport,Airbus A220-300,822.4813736829609,6,774.5083278555859
Tampa International Airport,Charlotte Douglas International Airport,Boeing 747-400,822.4813736829609,6,2323.524983566758
Tampa International Airport,Seattle-Tacoma International Airport,Boeing 737-600,3981.688567105861,9,4499.337326522245
Tampa International Airport,Seattle-Tacoma International Airport,Boeing 767-800,3981.688567105861,9,5499.190065749411
Tampa International Airport,Seattle-Tacoma International Airport,Airbus A200-100,3981.688567105861,9,4124.392549312059
Tampa International Airport,Seattle-Tacoma International Airport,Airbus A220-300,3981.688567105861,9,3749.4477721018707
Tampa International Airport,Seattle-Tacoma International Airport,Boeing 747-400,3981.688567105861,9,11248.343316305612
Tampa International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,2838.87546431209,10,3207.950126348483
Tampa International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,2838.87546431209,10,3920.8279322037015
Tampa International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,2838.87546431209,10,2940.6209491527766
Tampa International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,2838.87546431209,10,2673.291771957069
Tampa International Airport,Phoenix Sky Harbor International Airport,Boeing 747-400,2838.87546431209,10,8019.875315871207
Tampa International Airport,Newark Liberty International Airport,Boeing 737-600,1620.6181799221486,14,1831.3104468299323
Tampa International Airport,Newark Liberty International Airport,Boeing 767-800,1620.6181799221486,14,2238.268323903251
Tampa International Airport,Newark Liberty International Airport,Airbus A200-100,1620.6181799221486,14,1678.701242927438
Tampa International Airport,Newark Liberty International Airport,Airbus A220-300,1620.6181799221486,14,1526.0920390249435
Tampa International Airport,Newark Liberty International Airport,Boeing 747-400,1620.6181799221486,14,4578.276117074831
Tampa International Airport,San Francisco International Airport,Boeing 737-600,3782.2413235767926,15,4273.960476384872
Tampa International Airport,San Francisco International Airport,Boeing 767-800,3782.2413235767926,15,5223.729471137066
Tampa International Airport,San Francisco International Airport,Airbus A200-100,3782.2413235767926,15,3917.7971033527997
Tampa International Airport,San Francisco International Airport,Airbus A220-300,3782.2413235767926,15,3561.6337303207265
Tampa International Airport,San Francisco International Airport,Boeing 747-400,3782.2413235767926,15,10684.90119096218
Tampa International Airport,George Bush Intercontinental Airport,Boeing 737-600,1259.6243467508914,15,1423.3847638294721
Tampa International Airport,George Bush Intercontinental Airport,Boeing 767-800,1259.6243467508914,15,1739.6924891249105
Tampa International Airport,George Bush Intercontinental Airport,Airbus A200-100,1259.6243467508914,15,1304.769366843683
Tampa International Airport,George Bush Intercontinental Airport,Airbus A220-300,1259.6243467508914,15,1186.1539698578933
Tampa International Airport,George Bush Intercontinental Airport,Boeing 747-400,1259.6243467508914,15,3558.4619095736803
Tampa International Airport,Logan International Airport,Boeing 737-600,1926.584879780165,11,2177.055065009509
Tampa International Airport,Logan International Airport,Boeing 767-800,1926.584879780165,11,2660.8450794560667
Tampa International Airport,Logan International Airport,Airbus A200-100,1926.584879780165,11,1995.63380959205
Tampa International Airport,Logan International Airport,Airbus A220-300,1926.584879780165,11,1814.2125541745907
Tampa International Airport,Logan International Airport,Boeing 747-400,1926.584879780165,11,5442.637662523773
Tampa International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,317.52585506563986,7,358.8065484667381
Tampa International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,317.52585506563986,7,438.5413370149021
Tampa International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,317.52585506563986,7,328.9060027611766
Tampa International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,317.52585506563986,7,299.005457055615
Tampa International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 747-400,317.52585506563986,7,897.0163711668451
Tampa International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,2087.0927569696314,8,2358.430145171627
Tampa International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,2087.0927569696314,8,2882.5257329875444
Tampa International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,2087.0927569696314,8,2161.8942997406584
Tampa International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,2087.0927569696314,8,1965.358454309689
Tampa International Airport,Minneapolis-Saint Paul International Airport,Boeing 747-400,2087.0927569696314,8,5896.0753629290675
Tampa International Airport,LaGuardia Airport,Boeing 737-600,1641.675032003735,14,1855.1048443457087
Tampa International Airport,LaGuardia Airport,Boeing 767-800,1641.675032003735,14,2267.3503653114217
Tampa International Airport,LaGuardia Airport,Airbus A200-100,1641.675032003735,14,1700.5127739835664
Tampa International Airport,LaGuardia Airport,Airbus A220-300,1641.675032003735,14,1545.9207036214239
Tampa International Airport,LaGuardia Airport,Boeing 747-400,1641.675032003735,14,4637.762110864272
Tampa International Airport,Detroit Metropolitan Airport,Boeing 737-600,1575.2134881477516,9,1780.002811625235
Tampa International Airport,Detroit Metropolitan Airport,Boeing 767-800,1575.2134881477516,9,2175.5589919863983
Tampa International Airport,Detroit Metropolitan Airport,Airbus A200-100,1575.2134881477516,9,1631.6692439897988
Tampa International Airport,Detroit Metropolitan Airport,Airbus A220-300,1575.2134881477516,9,1483.3356763543622
Tampa International Airport,Detroit Metropolitan Airport,Boeing 747-400,1575.2134881477516,9,4450.007029063087
Tampa International Airport,Philadelphia International Airport,Boeing 737-600,1494.0272231431975,13,1688.261735853096
Tampa International Airport,Philadelphia International Airport,Boeing 767-800,1494.0272231431975,13,2063.431010487118
Tampa International Airport,Philadelphia International Airport,Airbus A200-100,1494.0272231431975,13,1547.5732578653383
Tampa International Airport,Philadelphia International Airport,Airbus A220-300,1494.0272231431975,13,1406.88477987758
Tampa International Airport,Philadelphia International Airport,Boeing 747-400,1494.0272231431975,13,4220.654339632741
Tampa International Airport,Salt Lake City International Airport,Boeing 737-600,2996.706874079325,3,3386.3007786646986
Tampa International Airport,Salt Lake City International Airport,Boeing 767-800,2996.706874079325,3,4138.81206281241
Tampa International Airport,Salt Lake City International Airport,Airbus A200-100,2996.706874079325,3,3104.1090471093075
Tampa International Airport,Salt Lake City International Airport,Airbus A220-300,2996.706874079325,3,2821.917315553915
Tampa International Airport,Salt Lake City International Airport,Boeing 747-400,2996.706874079325,3,8465.751946661747
Tampa International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,1320.6467916598317,5,1492.340574789346
Tampa International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,1320.6467916598317,5,1823.971813631423
Tampa International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,1320.6467916598317,5,1367.9788602235672
Tampa International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,1320.6467916598317,5,1243.6171456577881
Tampa International Airport,Ronald Reagan Washington National Airport,Boeing 747-400,1320.6467916598317,5,3730.851436973365
Tampa International Airport,San Diego International Airport,Boeing 737-600,3306.398910675597,7,3736.2550547212804
Tampa International Airport,San Diego International Airport,Boeing 767-800,3306.398910675597,7,4566.533955770454
Tampa International Airport,San Diego International Airport,Airbus A200-100,3306.398910675597,7,3424.900466827841
Tampa International Airport,San Diego International Airport,Airbus A220-300,3306.398910675597,7,3113.5458789344
Tampa International Airport,San Diego International Airport,Boeing 747-400,3306.398910675597,7,9340.6376368032
Tampa International Airport,Baltimore/Washington International Airport,Boeing 737-600,1367.679103615463,5,1545.487432753786
Tampa International Airport,Baltimore/Washington International Airport,Boeing 767-800,1367.679103615463,5,1888.9290844768498
Tampa International Airport,Baltimore/Washington International Airport,Airbus A200-100,1367.679103615463,5,1416.6968133576372
Tampa International Airport,Baltimore/Washington International Airport,Airbus A220-300,1367.679103615463,5,1287.9061939614883
Tampa International Airport,Baltimore/Washington International Airport,Boeing 747-400,1367.679103615463,5,3863.718581884465
Tampa International Airport,Austin-Bergstrom International Airport,Boeing 737-600,1481.8862197876315,5,1674.5423128850573
Tampa International Airport,Austin-Bergstrom International Airport,Boeing 767-800,1481.8862197876315,5,2046.6628268595146
Tampa International Airport,Austin-Bergstrom International Airport,Airbus A200-100,1481.8862197876315,5,1534.997120144636
Tampa International Airport,Austin-Bergstrom International Airport,Airbus A220-300,1481.8862197876315,5,1395.4519274042143
Tampa International Airport,Austin-Bergstrom International Airport,Boeing 747-400,1481.8862197876315,5,4186.355782212643
Tampa International Airport,Washington Dulles International Airport,Boeing 737-600,1316.4832875628035,5,1487.6357845785676
Tampa International Airport,Washington Dulles International Airport,Boeing 767-800,1316.4832875628035,5,1818.2215144849163
Tampa International Airport,Washington Dulles International Airport,Airbus A200-100,1316.4832875628035,5,1363.6661358636873
Tampa International Airport,Washington Dulles International Airport,Airbus A220-300,1316.4832875628035,5,1239.6964871488062
Tampa International Airport,Washington Dulles International Airport,Boeing 747-400,1316.4832875628035,5,3719.089461446419
Tampa International Airport,Nashville International Airport,Boeing 737-600,983.1393087988677,4,1110.9546401478815
Tampa International Airport,Nashville International Airport,Boeing 767-800,983.1393087988677,4,1357.833449069633
Tampa International Airport,Nashville International Airport,Airbus A200-100,983.1393087988677,4,1018.3750868022247
Tampa International Airport,Nashville International Airport,Airbus A220-300,983.1393087988677,4,925.7955334565678
Tampa International Airport,Nashville International Airport,Boeing 747-400,983.1393087988677,4,2777.3866003697035
Tampa International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,7611.125920446167,28,-1
Tampa International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,7611.125920446167,28,-1
Tampa International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,7611.125920446167,28,-1
Tampa International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,7611.125920446167,28,-1
Tampa International Airport,Paris Charles de Gaulle Airport,Boeing 747-400,7611.125920446167,28,21501.570485468575
Austin-Bergstrom International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,1314.67848671959,10,1485.5963463693881
Austin-Bergstrom International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,1314.67848671959,10,1815.7288677848078
Austin-Bergstrom International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,1314.67848671959,10,1361.7966508386057
Austin-Bergstrom International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,1314.67848671959,10,1237.9969553078233
Austin-Bergstrom International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 747-400,1314.67848671959,10,3713.9908659234698
Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,306.5245768621311,12,346.3750232918595
Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,306.5245768621311,12,423.34725069005054
Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,306.5245768621311,12,317.5104380175379
Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,306.5245768621311,12,288.64585274321627
Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,Boeing 747-400,306.5245768621311,12,865.9375582296487
Austin-Bergstrom International Airport,Denver International Airport,Boeing 737-600,1242.8919883995532,5,1404.477075992489
Austin-Bergstrom International Airport,Denver International Airport,Boeing 767-800,1242.8919883995532,5,1716.5830928797088
Austin-Bergstrom International Airport,Denver International Airport,Airbus A200-100,1242.8919883995532,5,1287.4373196597817
Austin-Bergstrom International Airport,Denver International Airport,Airbus A220-300,1242.8919883995532,5,1170.397563327074
Austin-Bergstrom International Airport,Denver International Airport,Boeing 747-400,1242.8919883995532,5,3511.1926899812224
Austin-Bergstrom International Airport,O'Hare International Airport,Boeing 737-600,1587.1849800718746,16,1793.5306854306737
Austin-Bergstrom International Airport,O'Hare International Airport,Boeing 767-800,1587.1849800718746,16,2192.0930599708236
Austin-Bergstrom International Airport,O'Hare International Airport,Airbus A200-100,1587.1849800718746,16,1644.0697949781177
Austin-Bergstrom International Airport,O'Hare International Airport,Airbus A220-300,1587.1849800718746,16,1494.6089045255612
Austin-Bergstrom International Airport,O'Hare International Airport,Boeing 747-400,1587.1849800718746,16,4483.826713576684
Austin-Bergstrom International Airport,Los Angeles International Airport,Boeing 737-600,1979.0522967340314,30,2236.3436315430604
Austin-Bergstrom International Airport,Los Angeles International Airport,Boeing 767-800,1979.0522967340314,30,2733.3088829970743
Austin-Bergstrom International Airport,Los Angeles International Airport,Airbus A200-100,1979.0522967340314,30,2049.9816622478056
Austin-Bergstrom International Airport,Los Angeles International Airport,Airbus A220-300,1979.0522967340314,30,1863.6196929525502
Austin-Bergstrom International Airport,Los Angeles International Airport,Boeing 747-400,1979.0522967340314,30,5590.859078857651
Austin-Bergstrom International Airport,John F. Kennedy International Airport,Boeing 737-600,2474.9420801945953,11,2796.7027291876325
Austin-Bergstrom International Airport,John F. Kennedy International Airport,Boeing 767-800,2474.9420801945953,11,3418.192224562662
Austin-Bergstrom International Airport,John F. Kennedy International Airport,Airbus A200-100,2474.9420801945953,11,2563.6441684219967
Austin-Bergstrom International Airport,John F. Kennedy International Airport,Airbus A220-300,2474.9420801945953,11,2330.58560765636
Austin-Bergstrom International Airport,John F. Kennedy International Airport,Boeing 747-400,2474.9420801945953,11,6991.7568229690805
Austin-Bergstrom International Airport,Harry Reid International Airport,Boeing 737-600,1739.2850122382374,4,1965.4048389606614
Austin-Bergstrom International Airport,Harry Reid International Airport,Boeing 767-800,1739.2850122382374,4,2402.1614698408084
Austin-Bergstrom International Airport,Harry Reid International Airport,Airbus A200-100,1739.2850122382374,4,1801.6211023806065
Austin-Bergstrom International Airport,Harry Reid International Airport,Airbus A220-300,1739.2850122382374,4,1637.8373658005512
Austin-Bergstrom International Airport,Harry Reid International Airport,Boeing 747-400,1739.2850122382374,4,4913.512097401654
Austin-Bergstrom International Airport,Orlando International Airport,Boeing 737-600,1609.9195447851712,4,1819.2209105431618
Austin-Bergstrom International Airport,Orlando International Airport,Boeing 767-800,1609.9195447851712,4,2223.492223997198
Austin-Bergstrom International Airport,Orlando International Airport,Airbus A200-100,1609.9195447851712,4,1667.6191679978986
Austin-Bergstrom International Airport,Orlando International Airport,Airbus A220-300,1609.9195447851712,4,1516.0174254526348
Austin-Bergstrom International Airport,Orlando International Airport,Boeing 747-400,1609.9195447851712,4,4548.052276357905
Austin-Bergstrom International Airport,Miami International Airport,Boeing 737-600,1789.8672573532851,5,2022.5631474696706
Austin-Bergstrom International Airport,Miami International Airport,Boeing 767-800,1789.8672573532851,5,2472.0216246851533
Austin-Bergstrom International Airport,Miami International Airport,Airbus A200-100,1789.8672573532851,5,1854.016218513865
Austin-Bergstrom International Airport,Miami International Airport,Airbus A220-300,1789.8672573532851,5,1685.4692895580588
Austin-Bergstrom International Airport,Miami International Airport,Boeing 747-400,1789.8672573532851,5,5056.407868674177
Austin-Bergstrom International Airport,Charlotte Douglas International Airport,Boeing 737-600,1672.4606744826333,4,1889.8928464688777
Austin-Bergstrom International Airport,Charlotte Douglas International Airport,Boeing 767-800,1672.4606744826333,4,2309.869034573073
Austin-Bergstrom International Airport,Charlotte Douglas International Airport,Airbus A200-100,1672.4606744826333,4,1732.4017759298047
Austin-Bergstrom International Airport,Charlotte Douglas International Airport,Airbus A220-300,1672.4606744826333,4,1574.9107053907312
Austin-Bergstrom International Airport,Charlotte Douglas International Airport,Boeing 747-400,1672.4606744826333,4,4724.732116172194
Austin-Bergstrom International Airport,Seattle-Tacoma International Airport,Boeing 737-600,2814.1311003383953,6,3179.9888133096733
Austin-Bergstrom International Airport,Seattle-Tacoma International Airport,Boeing 767-800,2814.1311003383953,6,3886.6529940451564
Austin-Bergstrom International Airport,Seattle-Tacoma International Airport,Airbus A200-100,2814.1311003383953,6,2914.9897455338673
Austin-Bergstrom International Airport,Seattle-Tacoma International Airport,Airbus A220-300,2814.1311003383953,6,2649.990677758061
Austin-Bergstrom International Airport,Seattle-Tacoma International Airport,Boeing 747-400,2814.1311003383953,6,7949.972033274183
Austin-Bergstrom International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,1393.7494765564163,8,1574.9471456651972
Austin-Bergstrom International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,1393.7494765564163,8,1924.9354002574635
Austin-Bergstrom International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,1393.7494765564163,8,1443.7015501930975
Austin-Bergstrom International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,1393.7494765564163,8,1312.4559547209976
Austin-Bergstrom International Airport,Phoenix Sky Harbor International Airport,Boeing 747-400,1393.7494765564163,8,3937.367864162993
Austin-Bergstrom International Airport,Newark Liberty International Airport,Boeing 737-600,2445.2313227589143,11,2763.129355058381
Austin-Bergstrom International Airport,Newark Liberty International Airport,Boeing 767-800,2445.2313227589143,11,3377.1581006269103
Austin-Bergstrom International Airport,Newark Liberty International Airport,Airbus A200-100,2445.2313227589143,11,2532.868575470183
Austin-Bergstrom International Airport,Newark Liberty International Airport,Airbus A220-300,2445.2313227589143,11,2302.6077958819837
Austin-Bergstrom International Airport,Newark Liberty International Airport,Boeing 747-400,2445.2313227589143,11,6907.823387645953
Austin-Bergstrom International Airport,San Francisco International Airport,Boeing 737-600,2393.1153537900996,11,2704.23792732934
Austin-Bergstrom International Airport,San Francisco International Airport,Boeing 767-800,2393.1153537900996,11,3305.1796889580824
Austin-Bergstrom International Airport,San Francisco International Airport,Airbus A200-100,2393.1153537900996,11,2478.884766718562
Austin-Bergstrom International Airport,San Francisco International Airport,Airbus A220-300,2393.1153537900996,11,2253.5316061077833
Austin-Bergstrom International Airport,San Francisco International Airport,Boeing 747-400,2393.1153537900996,11,6760.59481832335
Austin-Bergstrom International Airport,George Bush Intercontinental Airport,Boeing 737-600,-1,11,-1
Austin-Bergstrom International Airport,George Bush Intercontinental Airport,Boeing 767-800,-1,11,-1
Austin-Bergstrom International Airport,George Bush Intercontinental Airport,Airbus A200-100,-1,11,-1
Austin-Bergstrom International Airport,George Bush Intercontinental Airport,Airbus A220-300,-1,11,-1
Austin-Bergstrom International Airport,George Bush Intercontinental Airport,Boeing 747-400,-1,11,-1
Austin-Bergstrom International Airport,Logan International Airport,Boeing 737-600,2765.6867027190933,8,3125.2462881734486
Austin-Bergstrom International Airport,Logan International Airport,Boeing 767-800,2765.6867027190933,8,3819.745463323104
Austin-Bergstrom International Airport,Logan International Airport,Airbus A200-100,2765.6867027190933,8,2864.809097492328
Austin-Bergstrom International Airport,Logan International Airport,Airbus A220-300,2765.6867027190933,8,2604.371906811207
Austin-Bergstrom International Airport,Logan International Airport,Boeing 747-400,2765.6867027190933,8,7813.115720433621
Austin-Bergstrom International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,1791.712053562135,5,2024.6477807357874
Austin-Bergstrom International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,1791.712053562135,5,2474.5695097881844
Austin-Bergstrom International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,1791.712053562135,5,1855.9271323411385
Austin-Bergstrom International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,1791.712053562135,5,1687.2064839464892
Austin-Bergstrom International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 747-400,1791.712053562135,5,5061.619451839468
Austin-Bergstrom International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,1693.8113573903288,6,1914.019274976359
Austin-Bergstrom International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,1693.8113573903288,6,2339.356891637772
Austin-Bergstrom International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,1693.8113573903288,6,1754.5176687283292
Austin-Bergstrom International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,1693.8113573903288,6,1595.0160624802988
Austin-Bergstrom International Airport,Minneapolis-Saint Paul International Airport,Boeing 747-400,1693.8113573903288,6,4785.048187440897
Austin-Bergstrom International Airport,LaGuardia Airport,Boeing 737-600,2472.7602514662967,11,2794.2372466990187
Austin-Bergstrom International Airport,LaGuardia Airport,Boeing 767-800,2472.7602514662967,11,3415.178857076579
Austin-Bergstrom International Airport,LaGuardia Airport,Airbus A200-100,2472.7602514662967,11,2561.3841428074343
Austin-Bergstrom International Airport,LaGuardia Airport,Airbus A220-300,2472.7602514662967,11,2328.531038915849
Austin-Bergstrom International Airport,LaGuardia Airport,Boeing 747-400,2472.7602514662967,11,6985.593116747546
Austin-Bergstrom International Airport,Detroit Metropolitan Airport,Boeing 737-600,1865.824913531027,7,2108.39585686313
Austin-Bergstrom International Airport,Detroit Metropolitan Airport,Boeing 767-800,1865.824913531027,7,2576.9282694993813
Austin-Bergstrom International Airport,Detroit Metropolitan Airport,Airbus A200-100,1865.824913531027,7,1932.696202124536
Austin-Bergstrom International Airport,Detroit Metropolitan Airport,Airbus A220-300,1865.824913531027,7,1756.9965473859415
Austin-Bergstrom International Airport,Detroit Metropolitan Airport,Boeing 747-400,1865.824913531027,7,5270.989642157825
Austin-Bergstrom International Airport,Philadelphia International Airport,Boeing 737-600,2324.995062194192,10,2627.2614974791704
Austin-Bergstrom International Airport,Philadelphia International Airport,Boeing 767-800,2324.995062194192,10,3211.0973858078755
Austin-Bergstrom International Airport,Philadelphia International Airport,Airbus A200-100,2324.995062194192,10,2408.3230393559065
Austin-Bergstrom International Airport,Philadelphia International Airport,Airbus A220-300,2324.995062194192,10,2189.384581232642
Austin-Bergstrom International Airport,Philadelphia International Airport,Boeing 747-400,2324.995062194192,10,6568.153743697926
