source airport,destination airport,aircraft type,distance (weighted in km),number of passengers for 2% market share (flight demand), fuel (gallons)
Miami International Airport,Tampa International Airport,Boeing 747-400,329.5293000399173,7,930.92632363387
Miami International Airport,Austin-Bergstrom International Airport,Boeing 737-600,1761.5422456333047,5,1990.5556761775294
Miami International Airport,Austin-Bergstrom International Airport,Boeing 767-800,1761.5422456333047,5,2432.901381994758
Miami International Airport,Austin-Bergstrom International Airport,Airbus A200-100,1761.5422456333047,5,1824.6760364960687
Miami International Airport,Austin-Bergstrom International Airport,Airbus A220-300,1761.5422456333047,5,1658.7963968146078
Miami International Airport,Austin-Bergstrom International Airport,Boeing 747-400,1761.5422456333047,5,4976.389190443823
Miami International Airport,Washington Dulles International Airport,Boeing 737-600,1498.1998364691124,4,1692.976819559424
Miami International Airport,Washington Dulles International Airport,Boeing 767-800,1498.1998364691124,4,2069.1938905726297
Miami International Airport,Washington Dulles International Airport,Airbus A200-100,1498.1998364691124,4,1551.8954179294722
Miami International Airport,Washington Dulles International Airport,Airbus A220-300,1498.1998364691124,4,1410.81401629952
Miami International Airport,Washington Dulles International Airport,Boeing 747-400,1498.1998364691124,4,4232.44204889856
Miami International Airport,Nashville International Airport,Boeing 737-600,1293.5710105062014,4,1461.7447432128386
Miami International Airport,Nashville International Airport,Boeing 767-800,1293.5710105062014,4,1786.576908371247
Miami International Airport,Nashville International Airport,Airbus A200-100,1293.5710105062014,4,1339.9326812784354
Miami International Airport,Nashville International Airport,Airbus A220-300,1293.5710105062014,4,1218.1206193440319
Miami International Airport,Nashville International Airport,Boeing 747-400,1293.5710105062014,4,3654.3618580320963
Miami International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,7623.157902813339,27,-1
Miami International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,7623.157902813339,27,-1
Miami International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,7623.157902813339,27,-1
Miami International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,7623.157902813339,27,-1
Miami International Airport,Paris Charles de Gaulle Airport,Boeing 747-400,7623.157902813339,27,21535.56105659455
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,364.07222496321737,11,411.4042883363098
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,364.07222496321737,11,502.82746352215645
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,364.07222496321737,11,377.12059764161734
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,364.07222496321737,11,342.8369069469248
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 747-400,364.07222496321737,11,1028.5107208407744
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,1494.8656137723624,14,1689.2091234220718
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,1494.8656137723624,14,2064.5889286269767
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,1494.8656137723624,14,1548.4416964702325
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,1494.8656137723624,14,1407.674269518393
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Boeing 747-400,1494.8656137723624,14,4223.022808555179
Charlotte Douglas International Airport,Denver International Airport,Boeing 737-600,2129.5619929853115,5,2406.4206938079114
Charlotte Douglas International Airport,Denver International Airport,Boeing 767-800,2129.5619929853115,5,2941.1808479874476
Charlotte Douglas International Airport,Denver International Airport,Airbus A200-100,2129.5619929853115,5,2205.885635990586
Charlotte Douglas International Airport,Denver International Airport,Airbus A220-300,2129.5619929853115,5,2005.3505781732595
Charlotte Douglas International Airport,Denver International Airport,Boeing 747-400,2129.5619929853115,5,6016.051734519779
Charlotte Douglas International Airport,O'Hare International Airport,Boeing 737-600,961.4874794241326,17,1086.4879139207103
Charlotte Douglas International Airport,O'Hare International Airport,Boeing 767-800,961.4874794241326,17,1327.9296725697573
Charlotte Douglas International Airport,O'Hare International Airport,Airbus A200-100,961.4874794241326,17,995.947254427318
Charlotte Douglas International Airport,O'Hare International Airport,Airbus A220-300,961.4874794241326,17,905.4065949339252
Charlotte Douglas International Airport,O'Hare International Airport,Boeing 747-400,961.4874794241326,17,2716.219784801776
Charlotte Douglas International Airport,Los Angeles International Airport,Boeing 737-600,3363.494829306384,33,3800.7738621463177
Charlotte Douglas International Airport,Los Angeles International Airport,Boeing 767-800,3363.494829306384,33,4645.390275956611
Charlotte Douglas International Airport,Los Angeles International Airport,Airbus A200-100,3363.494829306384,33,3484.0427069674583
Charlotte Douglas International Airport,Los Angeles International Airport,Airbus A220-300,3363.494829306384,33,3167.311551788598
Charlotte Douglas International Airport,Los Angeles International Airport,Boeing 747-400,3363.494829306384,33,9501.934655365794
Charlotte Douglas International Airport,John F. Kennedy International Airport,Boeing 737-600,875.5515945431964,12,989.3797328020752
Charlotte Douglas International Airport,John F. Kennedy International Airport,Boeing 767-800,875.5515945431964,12,1209.2418956469808
Charlotte Douglas International Airport,John F. Kennedy International Airport,Airbus A200-100,875.5515945431964,12,906.9314217352356
Charlotte Douglas International Airport,John F. Kennedy International Airport,Airbus A220-300,875.5515945431964,12,824.4831106683959
Charlotte Douglas International Airport,John F. Kennedy International Airport,Boeing 747-400,875.5515945431964,12,2473.449332005188
Charlotte Douglas International Airport,Harry Reid International Airport,Boeing 737-600,3036.54425028658,4,3431.317306386327
Charlotte Douglas International Airport,Harry Reid International Airport,Boeing 767-800,3036.54425028658,4,4193.832263361066
Charlotte Douglas International Airport,Harry Reid International Airport,Airbus A200-100,3036.54425028658,4,3145.3741975208
Charlotte Douglas International Airport,Harry Reid International Airport,Airbus A220-300,3036.54425028658,4,2859.431088655272
Charlotte Douglas International Airport,Harry Reid International Airport,Boeing 747-400,3036.54425028658,4,8578.293265965816
Charlotte Douglas International Airport,Orlando International Airport,Boeing 737-600,754.0397854247005,5,852.0704959881355
Charlotte Douglas International Airport,Orlando International Airport,Boeing 767-800,754.0397854247005,5,1041.41949509661
Charlotte Douglas International Airport,Orlando International Airport,Airbus A200-100,754.0397854247005,5,781.0646213224576
Charlotte Douglas International Airport,Orlando International Airport,Airbus A220-300,754.0397854247005,5,710.0587466567796
Charlotte Douglas International Airport,Orlando International Airport,Boeing 747-400,754.0397854247005,5,2130.176239970339
Charlotte Douglas International Airport,Miami International Airport,Boeing 737-600,1055.4702090769206,5,1192.689088735997
Charlotte Douglas International Airport,Miami International Airport,Boeing 767-800,1055.4702090769206,5,1457.7311084551075
Charlotte Douglas International Airport,Miami International Airport,Airbus A200-100,1055.4702090769206,5,1093.2983313413306
Charlotte Douglas International Airport,Miami International Airport,Airbus A220-300,1055.4702090769206,5,993.9075739466641
Charlotte Douglas International Airport,Miami International Airport,Boeing 747-400,1055.4702090769206,5,2981.7227218399926
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,Boeing 737-600,3603.717188574698,7,4072.22689256421
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,Boeing 767-800,3603.717188574698,7,4977.166202022924
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,Airbus A200-100,3603.717188574698,7,3732.8746515171933
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,Airbus A220-300,3603.717188574698,7,3393.522410470175
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,Boeing 747-400,3603.717188574698,7,10180.567231410525
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,2814.353475435883,9,3180.24009880319
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,2814.353475435883,9,3886.9601207594546
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,2814.353475435883,9,2915.220090569591
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,2814.353475435883,9,2650.2000823359913
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,Boeing 747-400,2814.353475435883,9,7950.600247007975
Charlotte Douglas International Airport,Newark Liberty International Airport,Boeing 737-600,854.7768650250047,12,965.9041358551383
Charlotte Douglas International Airport,Newark Liberty International Airport,Boeing 767-800,854.7768650250047,12,1180.5494993785026
Charlotte Douglas International Airport,Newark Liberty International Airport,Airbus A200-100,854.7768650250047,12,885.4121245338769
Charlotte Douglas International Airport,Newark Liberty International Airport,Airbus A220-300,854.7768650250047,12,804.9201132126152
Charlotte Douglas International Airport,Newark Liberty International Airport,Boeing 747-400,854.7768650250047,12,2414.760339637846
Charlotte Douglas International Airport,San Francisco International Airport,Boeing 737-600,3629.8154636653085,13,4101.718135109677
Charlotte Douglas International Airport,San Francisco International Airport,Boeing 767-800,3629.8154636653085,13,5013.211054022939
Charlotte Douglas International Airport,San Francisco International Airport,Airbus A200-100,3629.8154636653085,13,3759.908290517204
Charlotte Douglas International Airport,San Francisco International Airport,Airbus A220-300,3629.8154636653085,13,3418.09844592473
Charlotte Douglas International Airport,San Francisco International Airport,Boeing 747-400,3629.8154636653085,13,10254.295337774192
Charlotte Douglas International Airport,George Bush Intercontinental Airport,Boeing 737-600,1457.9702340766682,13,1647.517073367612
Charlotte Douglas International Airport,George Bush Intercontinental Airport,Boeing 767-800,1457.9702340766682,13,2013.6319785604148
Charlotte Douglas International Airport,George Bush Intercontinental Airport,Airbus A200-100,1457.9702340766682,13,1510.2239839203112
Charlotte Douglas International Airport,George Bush Intercontinental Airport,Airbus A220-300,1457.9702340766682,13,1372.9308944730099
Charlotte Douglas International Airport,George Bush Intercontinental Airport,Boeing 747-400,1457.9702340766682,13,4118.79268341903
Charlotte Douglas International Airport,Logan International Airport,Boeing 737-600,1178.2885808321491,9,1331.4747509262095
Charlotte Douglas International Airport,Logan International Airport,Boeing 767-800,1178.2885808321491,9,1627.3580289098118
Charlotte Douglas International Airport,Logan International Airport,Airbus A200-100,1178.2885808321491,9,1220.5185216823588
Charlotte Douglas International Airport,Logan International Airport,Airbus A220-300,1178.2885808321491,9,1109.562292438508
Charlotte Douglas International Airport,Logan International Airport,Boeing 747-400,1178.2885808321491,9,3328.686877315524
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,1025.01868860426,5,1158.2786469340188
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,1025.01868860426,5,1415.6739018082453
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,1025.01868860426,5,1061.755426356184
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,1025.01868860426,5,965.232205778349
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 747-400,1025.01868860426,5,2895.696617335047
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,1487.016333887357,7,1680.33937949868
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,1487.016333887357,7,2053.7481304983867
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,1487.016333887357,7,1540.3110978737902
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,1487.016333887357,7,1400.2828162489
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,Boeing 747-400,1487.016333887357,7,4200.8484487467
Charlotte Douglas International Airport,LaGuardia Airport,Boeing 737-600,879.5683379130785,12,993.9186823132137
Charlotte Douglas International Airport,LaGuardia Airport,Boeing 767-800,879.5683379130785,12,1214.7895006050392
Charlotte Douglas International Airport,LaGuardia Airport,Airbus A200-100,879.5683379130785,12,911.0921254537793
Charlotte Douglas International Airport,LaGuardia Airport,Airbus A220-300,879.5683379130785,12,828.2655685943447
Charlotte Douglas International Airport,LaGuardia Airport,Boeing 747-400,879.5683379130785,12,2484.796705783034
Charlotte Douglas International Airport,Detroit Metropolitan Airport,Boeing 737-600,803.5706067903895,8,908.0406879376118
Charlotte Douglas International Airport,Detroit Metropolitan Airport,Boeing 767-800,803.5706067903895,8,1109.8275074793032
Charlotte Douglas International Airport,Detroit Metropolitan Airport,Airbus A200-100,803.5706067903895,8,832.3706306094775
Charlotte Douglas International Airport,Detroit Metropolitan Airport,Airbus A220-300,803.5706067903895,8,756.700573281343
Charlotte Douglas International Airport,Detroit Metropolitan Airport,Boeing 747-400,803.5706067903895,8,2270.1017198440295
Charlotte Douglas International Airport,Philadelphia International Airport,Boeing 737-600,724.8770665195759,11,819.116409423782
Charlotte Douglas International Airport,Philadelphia International Airport,Boeing 767-800,724.8770665195759,11,1001.1422781846226
Charlotte Douglas International Airport,Philadelphia International Airport,Airbus A200-100,724.8770665195759,11,750.8567086384669
Charlotte Douglas International Airport,Philadelphia International Airport,Airbus A220-300,724.8770665195759,11,682.5970078531516
Charlotte Douglas International Airport,Philadelphia International Airport,Boeing 747-400,724.8770665195759,11,2047.791023559455
Charlotte Douglas International Airport,Salt Lake City International Airport,Boeing 737-600,2742.1826517702457,2,3098.6865379628744
Charlotte Douglas International Airport,Salt Lake City International Airport,Boeing 767-800,2742.1826517702457,2,3787.2835463990687
Charlotte Douglas International Airport,Salt Lake City International Airport,Airbus A200-100,2742.1826517702457,2,2840.462659799302
Charlotte Douglas International Airport,Salt Lake City International Airport,Airbus A220-300,2742.1826517702457,2,2582.238781635728
Charlotte Douglas International Airport,Salt Lake City International Airport,Boeing 747-400,2742.1826517702457,2,7746.716344907186
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,534.5872163368404,4,604.0874810292563
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,534.5872163368404,4,738.3291434802022
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,534.5872163368404,4,553.7468576101517
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,534.5872163368404,4,503.40623419104685
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,Boeing 747-400,534.5872163368404,4,1510.2187025731407
Charlotte Douglas International Airport,San Diego International Airport,Boeing 737-600,3289.4046960194587,6,3717.051467336526
Charlotte Douglas International Airport,San Diego International Airport,Boeing 767-800,3289.4046960194587,6,4543.0629045224205
Charlotte Douglas International Airport,San Diego International Airport,Airbus A200-100,3289.4046960194587,6,3407.2971783918156
Charlotte Douglas International Airport,San Diego International Airport,Airbus A220-300,3289.4046960194587,6,3097.5428894471047
Charlotte Douglas International Airport,San Diego International Airport,Boeing 747-400,3289.4046960194587,6,9292.628668341315
Charlotte Douglas International Airport,Baltimore/Washington International Airport,Boeing 737-600,583.3479741771591,4,659.1874955389109
Charlotte Douglas International Airport,Baltimore/Washington International Airport,Boeing 767-800,583.3479741771591,4,805.6736056586689
Charlotte Douglas International Airport,Baltimore/Washington International Airport,Airbus A200-100,583.3479741771591,4,604.2552042440017
Charlotte Douglas International Airport,Baltimore/Washington International Airport,Airbus A220-300,583.3479741771591,4,549.3229129490923
Charlotte Douglas International Airport,Baltimore/Washington International Airport,Boeing 747-400,583.3479741771591,4,1647.9687388472769
Charlotte Douglas International Airport,Tampa International Airport,Boeing 737-600,816.4489811847021,6,922.5933455954597
Charlotte Douglas International Airport,Tampa International Airport,Boeing 767-800,816.4489811847021,6,1127.6140890611175
Charlotte Douglas International Airport,Tampa International Airport,Airbus A200-100,816.4489811847021,6,845.7105667958382
Charlotte Douglas International Airport,Tampa International Airport,Airbus A220-300,816.4489811847021,6,768.8277879962164
Charlotte Douglas International Airport,Tampa International Airport,Boeing 747-400,816.4489811847021,6,2306.483363988649
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,Boeing 737-600,1647.7042507264232,4,1861.917905787246
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,Boeing 767-800,1647.7042507264232,4,2275.677440406634
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,Airbus A200-100,1647.7042507264232,4,1706.7580803049755
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,Airbus A220-300,1647.7042507264232,4,1551.5982548227048
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,Boeing 747-400,1647.7042507264232,4,4654.794764468114
Charlotte Douglas International Airport,Washington Dulles International Airport,Boeing 737-600,519.9645016832078,4,587.5637060661143
Charlotte Douglas International Airport,Washington Dulles International Airport,Boeing 767-800,519.9645016832078,4,718.1334185252508
Charlotte Douglas International Airport,Washington Dulles International Airport,Airbus A200-100,519.9645016832078,4,538.6000638939381
Charlotte Douglas International Airport,Washington Dulles International Airport,Airbus A220-300,519.9645016832078,4,489.63642172176185
Charlotte Douglas International Airport,Washington Dulles International Airport,Boeing 747-400,519.9645016832078,4,1468.9092651652854
Charlotte Douglas International Airport,Nashville International Airport,Boeing 737-600,526.6059129846142,4,595.0685496181866
Charlotte Douglas International Airport,Nashville International Airport,Boeing 767-800,526.6059129846142,4,727.3060050888947
Charlotte Douglas International Airport,Nashville International Airport,Airbus A200-100,526.6059129846142,4,545.479503816671
Charlotte Douglas International Airport,Nashville International Airport,Airbus A220-300,526.6059129846142,4,495.8904580151554
Charlotte Douglas International Airport,Nashville International Airport,Boeing 747-400,526.6059129846142,4,1487.6713740454663
Charlotte Douglas International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,6910.626773255556,23,-1
Charlotte Douglas International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,6910.626773255556,23,-1
Charlotte Douglas International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,6910.626773255556,23,-1
Charlotte Douglas International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,6910.626773255556,23,-1
Charlotte Douglas International Airport,Paris Charles de Gaulle Airport,Boeing 747-400,6910.626773255556,23,19522.6475316559
Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,3564.1026128321414,17,4027.462131004171
Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,3564.1026128321414,17,4922.453715671765
Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,3564.1026128321414,17,3691.840286753824
Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,3564.1026128321414,17,3356.2184425034757
Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 747-400,3564.1026128321414,17,10068.655327510427
Seattle-Tacoma International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,2702.9680273574295,21,3054.3737243431037
Seattle-Tacoma International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,2702.9680273574295,21,3733.1234408637933
Seattle-Tacoma International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,2702.9680273574295,21,2799.8425806478454
Seattle-Tacoma International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,2702.9680273574295,21,2545.311436952586
Seattle-Tacoma International Airport,Dallas/Fort Worth International Airport,Boeing 747-400,2702.9680273574295,21,7635.934310857759
Seattle-Tacoma International Airport,Denver International Airport,Boeing 737-600,1659.1827623868949,8,1874.888708273795
Seattle-Tacoma International Airport,Denver International Airport,Boeing 767-800,1659.1827623868949,8,2291.5306434457493
Seattle-Tacoma International Airport,Denver International Airport,Airbus A200-100,1659.1827623868949,8,1718.647982584312
Seattle-Tacoma International Airport,Denver International Airport,Airbus A220-300,1659.1827623868949,8,1562.407256894829
Seattle-Tacoma International Airport,Denver International Airport,Boeing 747-400,1659.1827623868949,8,4687.221770684488
Seattle-Tacoma International Airport,O'Hare International Airport,Boeing 737-600,2798.7521833282563,26,3162.610524129336
Seattle-Tacoma International Airport,O'Hare International Airport,Boeing 767-800,2798.7521833282563,26,3865.4128628247445
Seattle-Tacoma International Airport,O'Hare International Airport,Airbus A200-100,2798.7521833282563,26,2899.0596471185586
Seattle-Tacoma International Airport,O'Hare International Airport,Airbus A220-300,2798.7521833282563,26,2635.50877010778
Seattle-Tacoma International Airport,O'Hare International Airport,Boeing 747-400,2798.7521833282563,26,7906.526310323341
Seattle-Tacoma International Airport,Los Angeles International Airport,Boeing 737-600,1549.0288810443096,50,1750.4140132711561
Seattle-Tacoma International Airport,Los Angeles International Airport,Boeing 767-800,1549.0288810443096,50,2139.394905109191
Seattle-Tacoma International Airport,Los Angeles International Airport,Airbus A200-100,1549.0288810443096,50,1604.5461788318933
Seattle-Tacoma International Airport,Los Angeles International Airport,Airbus A220-300,1549.0288810443096,50,1458.67834439263
Seattle-Tacoma International Airport,Los Angeles International Airport,Boeing 747-400,1549.0288810443096,50,4376.03503317789
Seattle-Tacoma International Airport,John F. Kennedy International Airport,Boeing 737-600,3958.6559812277956,18,4473.310335304588
Seattle-Tacoma International Airport,John F. Kennedy International Airport,Boeing 767-800,3958.6559812277956,18,5467.379298705609
Seattle-Tacoma International Airport,John F. Kennedy International Airport,Airbus A200-100,3958.6559812277956,18,4100.534474029207
Seattle-Tacoma International Airport,John F. Kennedy International Airport,Airbus A220-300,3958.6559812277956,18,3727.7586127538234
Seattle-Tacoma International Airport,John F. Kennedy International Airport,Boeing 747-400,3958.6559812277956,18,11183.27583826147
Seattle-Tacoma International Airport,Harry Reid International Airport,Boeing 737-600,1405.1789862039434,6,1587.8625755171968
Seattle-Tacoma International Airport,Harry Reid International Airport,Boeing 767-800,1405.1789862039434,6,1940.7209256321296
Seattle-Tacoma International Airport,Harry Reid International Airport,Airbus A200-100,1405.1789862039434,6,1455.5406942240973
Seattle-Tacoma International Airport,Harry Reid International Airport,Airbus A220-300,1405.1789862039434,6,1323.2188129309973
Seattle-Tacoma International Airport,Harry Reid International Airport,Boeing 747-400,1405.1789862039434,6,3969.656438792992
Seattle-Tacoma International Airport,Orlando International Airport,Boeing 737-600,4185.333167369918,7,4729.457220599941
Seattle-Tacoma International Airport,Orlando International Airport,Boeing 767-800,4185.333167369918,7,5780.447714066595
Seattle-Tacoma International Airport,Orlando International Airport,Airbus A200-100,4185.333167369918,7,4335.335785549946
Seattle-Tacoma International Airport,Orlando International Airport,Airbus A220-300,4185.333167369918,7,3941.2143504999503
Seattle-Tacoma International Airport,Orlando International Airport,Boeing 747-400,4185.333167369918,7,11823.643051499852
Seattle-Tacoma International Airport,Miami International Airport,Boeing 737-600,4471.323087785528,8,5052.627931279199
Seattle-Tacoma International Airport,Miami International Airport,Boeing 767-800,4471.323087785528,8,6175.434138230133
Seattle-Tacoma International Airport,Miami International Airport,Airbus A200-100,4471.323087785528,8,4631.5756036726
Seattle-Tacoma International Airport,Miami International Airport,Airbus A220-300,4471.323087785528,8,4210.523276065999
Seattle-Tacoma International Airport,Miami International Airport,Boeing 747-400,4471.323087785528,8,12631.569828197999
Seattle-Tacoma International Airport,Charlotte Douglas International Airport,Boeing 737-600,3724.3161208533907,7,4208.504571844049
Seattle-Tacoma International Airport,Charlotte Douglas International Airport,Boeing 767-800,3724.3161208533907,7,5143.727810031615
Seattle-Tacoma International Airport,Charlotte Douglas International Airport,Airbus A200-100,3724.3161208533907,7,3857.795857523711
Seattle-Tacoma International Airport,Charlotte Douglas International Airport,Airbus A220-300,3724.3161208533907,7,3507.087143203373
Seattle-Tacoma International Airport,Charlotte Douglas International Airport,Boeing 747-400,3724.3161208533907,7,10521.26142961012
Seattle-Tacoma International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,1798.016542211683,13,2031.7718992165467
Seattle-Tacoma International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,1798.016542211683,13,2483.2767657091126
Seattle-Tacoma International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,1798.016542211683,13,1862.4575742818345
Seattle-Tacoma International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,1798.016542211683,13,1693.143249347122
Seattle-Tacoma International Airport,Phoenix Sky Harbor International Airport,Boeing 747-400,1798.016542211683,13,5079.429748041366
Seattle-Tacoma International Airport,Newark Liberty International Airport,Boeing 737-600,3925.128571824101,18,4435.424116417991
Seattle-Tacoma International Airport,Newark Liberty International Airport,Boeing 767-800,3925.128571824101,18,5421.073920066434
Seattle-Tacoma International Airport,Newark Liberty International Airport,Airbus A200-100,3925.128571824101,18,4065.8054400498254
Seattle-Tacoma International Airport,Newark Liberty International Airport,Airbus A220-300,3925.128571824101,18,3696.1867636816587
Seattle-Tacoma International Airport,Newark Liberty International Airport,Boeing 747-400,3925.128571824101,18,11088.560291044976
Seattle-Tacoma International Airport,San Francisco International Airport,Boeing 737-600,1088.7241507319852,19,1230.266287058009
Seattle-Tacoma International Airport,San Francisco International Airport,Boeing 767-800,1088.7241507319852,19,1503.6587952931225
Seattle-Tacoma International Airport,San Francisco International Airport,Airbus A200-100,1088.7241507319852,19,1127.744096469842
Seattle-Tacoma International Airport,San Francisco International Airport,Airbus A220-300,1088.7241507319852,19,1025.2219058816743
Seattle-Tacoma International Airport,San Francisco International Airport,Boeing 747-400,1088.7241507319852,19,3075.6657176450226
Seattle-Tacoma International Airport,George Bush Intercontinental Airport,Boeing 737-600,3056.8537985854186,19,3454.2672451386165
Seattle-Tacoma International Airport,George Bush Intercontinental Airport,Boeing 767-800,3056.8537985854186,19,4221.882188502754
Seattle-Tacoma International Airport,George Bush Intercontinental Airport,Airbus A200-100,3056.8537985854186,19,3166.4116413770653
Seattle-Tacoma International Airport,George Bush Intercontinental Airport,Airbus A220-300,3056.8537985854186,19,2878.5560376155136
Seattle-Tacoma International Airport,George Bush Intercontinental Airport,Boeing 747-400,3056.8537985854186,19,8635.66811284654
Seattle-Tacoma International Airport,Logan International Airport,Boeing 737-600,4081.7957743559336,13,4612.459206007044
Seattle-Tacoma International Airport,Logan International Airport,Boeing 767-800,4081.7957743559336,13,5637.450140675276
Seattle-Tacoma International Airport,Logan International Airport,Airbus A200-100,4081.7957743559336,13,4228.087605506457
Seattle-Tacoma International Airport,Logan International Airport,Airbus A220-300,4081.7957743559336,13,3843.7160050058696
Seattle-Tacoma International Airport,Logan International Airport,Boeing 747-400,4081.7957743559336,13,11531.14801501761
Seattle-Tacoma International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,4458.353491993291,8,5037.972192771672
Seattle-Tacoma International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,4458.353491993291,8,6157.521568943154
Seattle-Tacoma International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,4458.353491993291,8,4618.141176707366
Seattle-Tacoma International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,4458.353491993291,8,4198.310160643059
Seattle-Tacoma International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 747-400,4458.353491993291,8,12594.93048192918
Seattle-Tacoma International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,2270.5482022396427,10,2565.736145815744
Seattle-Tacoma International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,2270.5482022396427,10,3135.8997337747983
Seattle-Tacoma International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,2270.5482022396427,10,2351.924800331099
Seattle-Tacoma International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,2270.5482022396427,10,2138.1134548464534
Seattle-Tacoma International Airport,Minneapolis-Saint Paul International Airport,Boeing 747-400,2270.5482022396427,10,6414.34036453936
Seattle-Tacoma International Airport,LaGuardia Airport,Boeing 737-600,3944.2795540690076,18,4457.064867019614
Seattle-Tacoma International Airport,LaGuardia Airport,Boeing 767-800,3944.2795540690076,18,5447.523726357306
Seattle-Tacoma International Airport,LaGuardia Airport,Airbus A200-100,3944.2795540690076,18,4085.64279476798
Seattle-Tacoma International Airport,LaGuardia Airport,Airbus A220-300,3944.2795540690076,18,3714.2207225163447
Seattle-Tacoma International Airport,LaGuardia Airport,Boeing 747-400,3944.2795540690076,18,11142.662167549035
Seattle-Tacoma International Airport,Detroit Metropolitan Airport,Boeing 737-600,3139.546949719022,12,3547.7111133047315
