Origin Airport,Destination Airport,Weighted Distance
George Bush Intercontinental Airport,Orlando International Airport,1382.0367051679445
George Bush Intercontinental Airport,Miami International Airport,1563.167358404065
George Bush Intercontinental Airport,Charlotte Douglas International Airport,1477.3197732115725
George Bush Intercontinental Airport,Seattle-Tacoma International Airport,2975.1409221217996
George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,1610.4898137915043
George Bush Intercontinental Airport,Newark Liberty International Airport,2274.9679124052964
George Bush Intercontinental Airport,San Francisco International Airport,2599.07134826898
George Bush Intercontinental Airport,Logan International Airport,2599.309019820506
George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,1564.4822262224134
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,1680.7340381813221
George Bush Intercontinental Airport,LaGuardia Airport,2302.3220298041338
George Bush Intercontinental Airport,Detroit Metropolitan Airport,1745.6302053597672
George Bush Intercontinental Airport,Philadelphia International Airport,2151.5709838152034
George Bush Intercontinental Airport,Salt Lake City International Airport,1907.655999417463
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,1959.9834116829338
George Bush Intercontinental Airport,San Diego International Airport,2076.3784493993235
George Bush Intercontinental Airport,Baltimore/Washington International Airport,2005.306629449828
George Bush Intercontinental Airport,Tampa International Airport,1274.0410887651321
George Bush Intercontinental Airport,Austin-Bergstrom International Airport,-1
George Bush Intercontinental Airport,Washington Dulles International Airport,1931.6065623902298
George Bush Intercontinental Airport,Nashville International Airport,1062.0961085680121
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,8372.238545747063
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,1512.7410144656446
Logan International Airport,Dallas/Fort Worth International Airport,2484.103383076064
Logan International Airport,Denver International Airport,2783.2769106867063
Logan International Airport,O'Hare International Airport,1383.86412804955
Logan International Airport,Los Angeles International Airport,4118.240982820358
Logan International Airport,John F. Kennedy International Airport,299.61181233398116
Logan International Airport,Harry Reid International Airport,3760.368057355639
Logan International Airport,Orlando International Airport,1793.760924766775
Logan International Airport,Miami International Airport,2011.3900079594
Logan International Airport,Charlotte Douglas International Airport,1165.9469913363594
Logan International Airport,Seattle-Tacoma International Airport,3937.3756905979144
Logan International Airport,Phoenix Sky Harbor International Airport,3635.939904234464
Logan International Airport,Newark Liberty International Airport,322.117138445863
Logan International Airport,San Francisco International Airport,4261.23027608969
Logan International Airport,George Bush Intercontinental Airport,2539.99234950237
Logan International Airport,Fort Lauderdale-Hollywood International Airport,1978.3475226022224
Logan International Airport,Minneapolis-Saint Paul International Airport,1790.5397281457897
Logan International Airport,LaGuardia Airport,296.5185405151034
Logan International Airport,Detroit Metropolitan Airport,1011.0309864161861
Logan International Airport,Philadelphia International Airport,449.6047543021551
Logan International Airport,Salt Lake City International Airport,3332.1495739622806
Logan International Airport,Ronald Reagan Washington National Airport,640.3480887507968
Logan International Airport,San Diego International Airport,4083.2813980507253
Logan International Airport,Baltimore/Washington International Airport,592.7621014190373
Logan International Airport,Tampa International Airport,1893.8067357044542
Logan International Airport,Austin-Bergstrom International Airport,2698.6302828115845
Logan International Airport,Washington Dulles International Airport,661.7469453668143
Logan International Airport,Nashville International Airport,1505.375667156531
Logan International Airport,Paris Charles de Gaulle Airport,5678.063133676458
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,933.4748136023289
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,1786.8843926807838
Fort Lauderdale-Hollywood International Airport,Denver International Airport,2708.3545737742384
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,1891.3957007221059
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,3703.9155003529686
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,1738.8278562289274
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,3440.941136678447
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,285.3540285574186
Fort Lauderdale-Hollywood International Airport,Miami International Airport,-1
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,1015.6663429156415
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,4286.608361591002
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,3127.2201140752695
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,1732.1509344416877
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,4078.4428754292962
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,1542.7987136827187
Fort Lauderdale-Hollywood International Airport,Logan International Airport,2014.1453686844798
Fort Lauderdale-Hollywood International Airport,Minneapolis-Saint Paul International Airport,2372.687439126893
Fort Lauderdale-Hollywood International Airport,LaGuardia Airport,1749.7479167678498
Fort Lauderdale-Hollywood International Airport,Detroit Metropolitan Airport,1805.3849389897089
Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,1613.7837237179538
Fort Lauderdale-Hollywood International Airport,Salt Lake City International Airport,3303.30884947102
Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,1461.222166957208
Fort Lauderdale-Hollywood International Airport,San Diego International Airport,3589.666383794179
Fort Lauderdale-Hollywood International Airport,Baltimore/Washington International Airport,1504.4309039572142
Fort Lauderdale-Hollywood International Airport,Tampa International Airport,316.6227242915863
Fort Lauderdale-Hollywood International Airport,Austin-Bergstrom International Airport,1763.329082519386
Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,1464.9996840806646
Fort Lauderdale-Hollywood International Airport,Nashville International Airport,1271.9625913536267
Fort Lauderdale-Hollywood International Airport,Paris Charles de Gaulle Airport,7590.074207949167
Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,1470.8263627964905
Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,1366.606617404103
Minneapolis-Saint Paul International Airport,Denver International Airport,1089.5576966676908
Minneapolis-Saint Paul International Airport,O'Hare International Airport,538.1351693017358
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,2443.391186751013
Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,1664.4960507866067
Minneapolis-Saint Paul International Airport,Harry Reid International Airport,2070.7616682085145
Minneapolis-Saint Paul International Airport,Orlando International Airport,2133.1508031151516
Minneapolis-Saint Paul International Airport,Miami International Airport,2447.2955909559173
Minneapolis-Saint Paul International Airport,Charlotte Douglas International Airport,1507.1498861352095
Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,2225.1577623678213
Minneapolis-Saint Paul International Airport,Phoenix Sky Harbor International Airport,2035.6008172579736
Minneapolis-Saint Paul International Airport,Newark Liberty International Airport,1630.871558100454
Minneapolis-Saint Paul International Airport,San Francisco International Airport,2525.9780268879485
Minneapolis-Saint Paul International Airport,George Bush Intercontinental Airport,1655.7338945612034
Minneapolis-Saint Paul International Airport,Logan International Airport,1819.8127667520528
Minneapolis-Saint Paul International Airport,Fort Lauderdale-Hollywood International Airport,2424.3668872232056
Minneapolis-Saint Paul International Airport,LaGuardia Airport,1651.258288547974
Minneapolis-Saint Paul International Airport,Detroit Metropolitan Airport,851.9035262887165
Minneapolis-Saint Paul International Airport,Philadelphia International Airport,1586.4978387657263
Minneapolis-Saint Paul International Airport,Salt Lake City International Airport,1583.239034720901
Minneapolis-Saint Paul International Airport,Ronald Reagan Washington National Airport,1505.9126284643332
Minneapolis-Saint Paul International Airport,San Diego International Airport,2439.782620858783
Minneapolis-Saint Paul International Airport,Baltimore/Washington International Airport,1514.8146782832212
Minneapolis-Saint Paul International Airport,Tampa International Airport,2126.974255497551
Minneapolis-Saint Paul International Airport,Austin-Bergstrom International Airport,1668.4235785594178
Minneapolis-Saint Paul International Airport,Washington Dulles International Airport,1468.7113787155652
Minneapolis-Saint Paul International Airport,Nashville International Airport,1125.8823524629279
Minneapolis-Saint Paul International Airport,Paris Charles de Gaulle Airport,6987.173900102147
LaGuardia Airport,Hartsfield-Jackson Atlanta International Airport,1219.5006252579485
LaGuardia Airport,Dallas/Fort Worth International Airport,2212.0094433766963
LaGuardia Airport,Denver International Airport,2572.606349584585
LaGuardia Airport,O'Hare International Airport,1172.3804930557321
LaGuardia Airport,Los Angeles International Airport,3898.9097351460505
LaGuardia Airport,John F. Kennedy International Airport,-1
LaGuardia Airport,Harry Reid International Airport,3545.1388140451277
LaGuardia Airport,Orlando International Airport,1522.5811507813135
LaGuardia Airport,Miami International Airport,1755.68238436406
LaGuardia Airport,Charlotte Douglas International Airport,872.6729860939158
LaGuardia Airport,Seattle-Tacoma International Airport,3809.2684305784924
LaGuardia Airport,Phoenix Sky Harbor International Airport,3400.4836197504637
LaGuardia Airport,Newark Liberty International Airport,-1
LaGuardia Airport,San Francisco International Airport,4068.703961629341
LaGuardia Airport,George Bush Intercontinental Airport,2255.6652447365454
LaGuardia Airport,Logan International Airport,297.31047896181394
LaGuardia Airport,Fort Lauderdale-Hollywood International Airport,1722.6689366039805
LaGuardia Airport,Minneapolis-Saint Paul International Airport,1627.1210818371535
LaGuardia Airport,Detroit Metropolitan Airport,802.9560036235905
LaGuardia Airport,Philadelphia International Airport,-1
LaGuardia Airport,Salt Lake City International Airport,3140.9798269511416
LaGuardia Airport,Ronald Reagan Washington National Airport,344.75103949969
LaGuardia Airport,San Diego International Airport,3855.8152819723
LaGuardia Airport,Baltimore/Washington International Airport,297.098091980838
LaGuardia Airport,Tampa International Airport,1617.815168616312
LaGuardia Airport,Austin-Bergstrom International Airport,2419.0196636500714
LaGuardia Airport,Washington Dulles International Airport,366.8573242055689
LaGuardia Airport,Nashville International Airport,1222.1448535819443
LaGuardia Airport,Paris Charles de Gaulle Airport,5990.09953901234
Detroit Metropolitan Airport,Hartsfield-Jackson Atlanta International Airport,955.3045595694372
Detroit Metropolitan Airport,Dallas/Fort Worth International Airport,1577.6481376063584
Detroit Metropolitan Airport,Denver International Airport,1790.2176669251962
Detroit Metropolitan Airport,O'Hare International Airport,376.57767462458696
Detroit Metropolitan Airport,Los Angeles International Airport,3136.23948367569
Detroit Metropolitan Airport,John F. Kennedy International Airport,820.3720653549332
Detroit Metropolitan Airport,Harry Reid International Airport,2775.3123219846075
Detroit Metropolitan Airport,Orlando International Airport,1556.7042424739982
Detroit Metropolitan Airport,Miami International Airport,1864.534003355951
Detroit Metropolitan Airport,Charlotte Douglas International Airport,809.4135111245062
Detroit Metropolitan Airport,Seattle-Tacoma International Airport,3053.4147803274896
Detroit Metropolitan Airport,Phoenix Sky Harbor International Airport,2654.4488313730803
Detroit Metropolitan Airport,Newark Liberty International Airport,786.2748694146242
Detroit Metropolitan Airport,San Francisco International Airport,3291.3683989633205
Detroit Metropolitan Airport,George Bush Intercontinental Airport,1718.6775519942396
Detroit Metropolitan Airport,Logan International Airport,1020.2977701279335
Detroit Metropolitan Airport,Fort Lauderdale-Hollywood International Airport,1835.1494581417126
Detroit Metropolitan Airport,Minneapolis-Saint Paul International Airport,845.4335189487387
Detroit Metropolitan Airport,LaGuardia Airport,808.7899410359835
Detroit Metropolitan Airport,Philadelphia International Airport,730.9558649433227
Detroit Metropolitan Airport,Salt Lake City International Airport,2355.780590469938
Detroit Metropolitan Airport,Ronald Reagan Washington National Airport,653.7561215581521
Detroit Metropolitan Airport,San Diego International Airport,3102.1868386486276
Detroit Metropolitan Airport,Baltimore/Washington International Airport,659.2551520745164
Detroit Metropolitan Airport,Tampa International Airport,1597.824454516285
Detroit Metropolitan Airport,Austin-Bergstrom International Airport,1835.0652914525836
Detroit Metropolitan Airport,Washington Dulles International Airport,617.9466723956351
Detroit Metropolitan Airport,Nashville International Airport,733.4654398345916
Detroit Metropolitan Airport,Paris Charles de Gaulle Airport,6547.352351637642
Philadelphia International Airport,Hartsfield-Jackson Atlanta International Airport,1067.6572093765787
Philadelphia International Airport,Dallas/Fort Worth International Airport,2076.00963007592
Philadelphia International Airport,Denver International Airport,2475.2065792533895
Philadelphia International Airport,O'Hare International Airport,1084.3314807725396
Philadelphia International Airport,Los Angeles International Airport,3793.5102276081593
Philadelphia International Airport,John F. Kennedy International Airport,-1
Philadelphia International Airport,Harry Reid International Airport,3442.7165914830484
Philadelphia International Airport,Orlando International Airport,1382.0034829155313
Philadelphia International Airport,Miami International Airport,1623.6212066029073
Philadelphia International Airport,Charlotte Douglas International Airport,720.1873884543413
Philadelphia International Airport,Seattle-Tacoma International Airport,3756.0547256856503
Philadelphia International Airport,Phoenix Sky Harbor International Airport,3286.148368391832
Philadelphia International Airport,Newark Liberty International Airport,-1
Philadelphia International Airport,San Francisco International Airport,3978.660526708612
Philadelphia International Airport,George Bush Intercontinental Airport,2110.7705219264635
Philadelphia International Airport,Logan International Airport,451.4280191932891
Philadelphia International Airport,Fort Lauderdale-Hollywood International Airport,1590.7220559260636
Philadelphia International Airport,Minneapolis-Saint Paul International Airport,1564.2040835053729
Philadelphia International Airport,LaGuardia Airport,-1
Philadelphia International Airport,Detroit Metropolitan Airport,726.1874599330929
Philadelphia International Airport,Salt Lake City International Airport,3053.5935586678866
Philadelphia International Airport,Ronald Reagan Washington National Airport,-1
Philadelphia International Airport,San Diego International Airport,3745.648545092866
Philadelphia International Airport,Baltimore/Washington International Airport,-1
Philadelphia International Airport,Tampa International Airport,1474.2404615414591
Philadelphia International Airport,Austin-Bergstrom International Airport,2277.424207750388
Philadelphia International Airport,Washington Dulles International Airport,-1
Philadelphia International Airport,Nashville International Airport,1080.0557410157771
Philadelphia International Airport,Paris Charles de Gaulle Airport,6151.623414804222
Salt Lake City International Airport,Hartsfield-Jackson Atlanta International Airport,2586.345300417465
Salt Lake City International Airport,Dallas/Fort Worth International Airport,1602.8723132744433
Salt Lake City International Airport,Denver International Airport,630.5104119986953
Salt Lake City International Airport,O'Hare International Airport,2026.794711927716
Salt Lake City International Airport,Los Angeles International Airport,945.7980010676418
Salt Lake City International Airport,John F. Kennedy International Airport,3243.5488090522017
Salt Lake City International Airport,Harry Reid International Airport,590.1814928188653
Salt Lake City International Airport,Orlando International Airport,3150.8649429744305
Salt Lake City International Airport,Miami International Airport,3413.2848634823267
Salt Lake City International Airport,Charlotte Douglas International Airport,2811.449072690846
Salt Lake City International Airport,Seattle-Tacoma International Airport,1102.0225553087066
Salt Lake City International Airport,Phoenix Sky Harbor International Airport,815.4331144973769
Salt Lake City International Airport,Newark Liberty International Airport,3208.615943732535
Salt Lake City International Airport,San Francisco International Airport,958.5543411572131
Salt Lake City International Airport,George Bush Intercontinental Airport,1940.9195516947145
Salt Lake City International Airport,Logan International Airport,3434.993661978192
Salt Lake City International Airport,Fort Lauderdale-Hollywood International Airport,3404.352936984882
Salt Lake City International Airport,Minneapolis-Saint Paul International Airport,1606.0826717391171
Salt Lake City International Airport,LaGuardia Airport,3232.1978478948563
Salt Lake City International Airport,Detroit Metropolitan Airport,2406.7181748491266
Salt Lake City International Airport,Philadelphia International Airport,3139.735958792256
Salt Lake City International Airport,Ronald Reagan Washington National Airport,3015.6119432886544
Salt Lake City International Airport,San Diego International Airport,1005.0751051255135
Salt Lake City International Airport,Baltimore/Washington International Airport,3037.761496077083
Salt Lake City International Airport,Tampa International Airport,3079.6254097138794
Salt Lake City International Airport,Austin-Bergstrom International Airport,1762.86907999559
Salt Lake City International Airport,Washington Dulles International Airport,2976.6757708892587
Salt Lake City International Airport,Nashville International Airport,2280.6945529520804
Salt Lake City International Airport,Paris Charles de Gaulle Airport,8460.818351127155
Ronald Reagan Washington National Airport,Hartsfield-Jackson Atlanta International Airport,877.4889293449543
Ronald Reagan Washington National Airport,Dallas/Fort Worth International Airport,1901.0262934052712
Ronald Reagan Washington National Airport,Denver International Airport,2346.7417323371483
Ronald Reagan Washington National Airport,O'Hare International Airport,979.5944741438616
Ronald Reagan Washington National Airport,Los Angeles International Airport,3652.905628463995
Ronald Reagan Washington National Airport,John F. Kennedy International Airport,343.6101346680733
Ronald Reagan Washington National Airport,Harry Reid International Airport,3306.0935680441867
Ronald Reagan Washington National Airport,Orlando International Airport,1219.1398097280048
Ronald Reagan Washington National Airport,Miami International Airport,1474.8092674108805
Ronald Reagan Washington National Airport,Charlotte Douglas International Airport,532.032235819732
Ronald Reagan Washington National Airport,Seattle-Tacoma International Airport,3679.2632633307976
Ronald Reagan Washington National Airport,Phoenix Sky Harbor International Airport,3135.4129311827105
Ronald Reagan Washington National Airport,Newark Liberty International Airport,320.2820067949897
Ronald Reagan Washington National Airport,San Francisco International Airport,3856.322339983358
Ronald Reagan Washington National Airport,George Bush Intercontinental Airport,1926.0688762015138
Ronald Reagan Washington National Airport,Logan International Airport,644.052932339465
Ronald Reagan Washington National Airport,Fort Lauderdale-Hollywood International Airport,1442.289330065875
Ronald Reagan Washington National Airport,Minneapolis-Saint Paul International Airport,1485.8118999657966
Ronald Reagan Washington National Airport,LaGuardia Airport,345.8220355676308
Ronald Reagan Washington National Airport,Detroit Metropolitan Airport,649.9391338334714
Ronald Reagan Washington National Airport,Philadelphia International Airport,-1
Ronald Reagan Washington National Airport,Salt Lake City International Airport,2936.0607546561077
Ronald Reagan Washington National Airport,San Diego International Airport,3599.417185898151
Ronald Reagan Washington National Airport,Baltimore/Washington International Airport,-1
Ronald Reagan Washington National Airport,Tampa International Airport,1305.1623727238957
Ronald Reagan Washington National Airport,Austin-Bergstrom International Airport,2096.072795233414
Ronald Reagan Washington National Airport,Washington Dulles International Airport,-1
Ronald Reagan Washington National Airport,Nashville International Airport,899.5875807552859
Ronald Reagan Washington National Airport,Paris Charles de Gaulle Airport,6353.986561743513
San Diego International Airport,Hartsfield-Jackson Atlanta International Airport,3083.441600153375
San Diego International Airport,Dallas/Fort Worth International Airport,1898.8043174352938
San Diego International Airport,Denver International Airport,1381.559039485363
San Diego International Airport,O'Hare International Airport,2806.2419645734058
San Diego International Airport,Los Angeles International Airport,-1
San Diego International Airport,John F. Kennedy International Airport,4002.731407650435
San Diego International Airport,Harry Reid International Airport,418.6963412029478
San Diego International Airport,Orlando International Airport,3509.9747761247218
San Diego International Airport,Miami International Airport,3708.242908112901
San Diego International Airport,Charlotte Douglas International Airport,3389.5868537482606
San Diego International Airport,Seattle-Tacoma International Airport,1681.1796250447092
San Diego International Airport,Phoenix Sky Harbor International Airport,491.3337244999386
San Diego International Airport,Newark Liberty International Airport,3967.9675901993296
San Diego International Airport,San Francisco International Airport,717.3505960622982
San Diego International Airport,George Bush Intercontinental Airport,2115.847618300151
San Diego International Airport,Logan International Airport,4238.818663738077
San Diego International Airport,Fort Lauderdale-Hollywood International Airport,3709.3108485699536
San Diego International Airport,Minneapolis-Saint Paul International Airport,2494.460245227093
San Diego International Airport,LaGuardia Airport,3994.2070896678997
San Diego International Airport,Detroit Metropolitan Airport,3191.133208934256
San Diego International Airport,Philadelphia International Airport,3876.108988644921
San Diego International Airport,Salt Lake City International Airport,1014.2325343317233
San Diego International Airport,Ronald Reagan Washington National Airport,3719.7236037594084
San Diego International Airport,Baltimore/Washington International Airport,3751.7963246201152
San Diego International Airport,Tampa International Airport,3407.635070619145
San Diego International Airport,Austin-Bergstrom International Airport,1889.050708599042
San Diego International Airport,Washington Dulles International Airport,3681.9690553273435
San Diego International Airport,Nashville International Airport,2851.756515307984
San Diego International Airport,Paris Charles de Gaulle Airport,9534.648142824713
Baltimore/Washington International Airport,Hartsfield-Jackson Atlanta International Airport,924.9685180963187
Baltimore/Washington International Airport,Dallas/Fort Worth International Airport,1940.4907826678877
Baltimore/Washington International Airport,Denver International Airport,2370.7550970991774
Baltimore/Washington International Airport,O'Hare International Airport,994.8882957565859
Baltimore/Washington International Airport,Los Angeles International Airport,3681.158657901265
Baltimore/Washington International Airport,John F. Kennedy International Airport,296.18393630722636
Baltimore/Washington International Airport,Harry Reid International Airport,3332.999130318767
Baltimore/Washington International Airport,Orlando International Airport,1263.9401276872134
Baltimore/Washington International Airport,Miami International Airport,1516.9777096719843
Baltimore/Washington International Airport,Charlotte Douglas International Airport,580.3069698967947
Baltimore/Washington International Airport,Seattle-Tacoma International Airport,3688.9518094226437
Baltimore/Washington International Airport,Phoenix Sky Harbor International Airport,3166.754996407902
Baltimore/Washington International Airport,Newark Liberty International Airport,272.1491443839883
Baltimore/Washington International Airport,San Francisco International Airport,3879.0522608967226
Baltimore/Washington International Airport,George Bush Intercontinental Airport,1969.8195362017268
Baltimore/Washington International Airport,Logan International Airport,595.935402611408
Baltimore/Washington International Airport,Fort Lauderdale-Hollywood International Airport,1484.3694500048875
Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,1494.477194586267
Baltimore/Washington International Airport,LaGuardia Airport,297.89313332795217
Baltimore/Washington International Airport,Detroit Metropolitan Airport,655.3738716160797
Baltimore/Washington International Airport,Philadelphia International Airport,-1
Baltimore/Washington International Airport,Salt Lake City International Airport,2957.0528486776007
Baltimore/Washington International Airport,Ronald Reagan Washington National Airport,-1
Baltimore/Washington International Airport,San Diego International Airport,3629.4398933888724
Baltimore/Washington International Airport,Tampa International Airport,1351.0790403294116
Baltimore/Washington International Airport,Austin-Bergstrom International Airport,2138.286952016627
Baltimore/Washington International Airport,Washington Dulles International Airport,-1
Baltimore/Washington International Airport,Nashville International Airport,940.7572325954452
Baltimore/Washington International Airport,Paris Charles de Gaulle Airport,6303.573618866603
Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,653.6556577132181
Tampa International Airport,Dallas/Fort Worth International Airport,1484.9773861710216
Tampa International Airport,Denver International Airport,2398.9229131070706
Tampa International Airport,O'Hare International Airport,1621.3113446573136
Tampa International Airport,Los Angeles International Airport,3416.537575368623
Tampa International Airport,John F. Kennedy International Airport,1633.2807877320515
Tampa International Airport,Harry Reid International Airport,3145.1940125656165
Tampa International Airport,Orlando International Airport,-1
Tampa International Airport,Miami International Airport,330.5076745361371
Tampa International Airport,Charlotte Douglas International Airport,822.4813736829609
Tampa International Airport,Seattle-Tacoma International Airport,3981.688567105861
Tampa International Airport,Phoenix Sky Harbor International Airport,2838.87546431209
Tampa International Airport,Newark Liberty International Airport,1620.6181799221486
Tampa International Airport,San Francisco International Airport,3782.2413235767926
Tampa International Airport,George Bush Intercontinental Airport,1259.6243467508914
Tampa International Airport,Logan International Airport,1926.584879780165
Tampa International Airport,Fort Lauderdale-Hollywood International Airport,317.52585506563986
Tampa International Airport,Minneapolis-Saint Paul International Airport,2087.0927569696314
Tampa International Airport,LaGuardia Airport,1641.675032003735
Tampa International Airport,Detroit Metropolitan Airport,1575.2134881477516
Tampa International Airport,Philadelphia International Airport,1494.0272231431975
Tampa International Airport,Salt Lake City International Airport,2996.706874079325
Tampa International Airport,Ronald Reagan Washington National Airport,1320.6467916598317
Tampa International Airport,San Diego International Airport,3306.398910675597
Tampa International Airport,Baltimore/Washington International Airport,1367.679103615463
Tampa International Airport,Austin-Bergstrom International Airport,1481.8862197876315
Tampa International Airport,Washington Dulles International Airport,1316.4832875628035
Tampa International Airport,Nashville International Airport,983.1393087988677
Tampa International Airport,Paris Charles de Gaulle Airport,7611.125920446167
Austin-Bergstrom International Airport,Hartsfield-Jackson Atlanta International Airport,1314.67848671959
Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,306.5245768621311
Austin-Bergstrom International Airport,Denver International Airport,1242.8919883995532
Austin-Bergstrom International Airport,O'Hare International Airport,1587.1849800718746
Austin-Bergstrom International Airport,Los Angeles International Airport,1979.0522967340314
Austin-Bergstrom International Airport,John F. Kennedy International Airport,2474.9420801945953
Austin-Bergstrom International Airport,Harry Reid International Airport,1739.2850122382374
Austin-Bergstrom International Airport,Orlando International Airport,1609.9195447851712
Austin-Bergstrom International Airport,Miami International Airport,1789.8672573532851
Austin-Bergstrom International Airport,Charlotte Douglas International Airport,1672.4606744826333
Austin-Bergstrom International Airport,Seattle-Tacoma International Airport,2814.1311003383953
Austin-Bergstrom International Airport,Phoenix Sky Harbor International Airport,1393.7494765564163
Austin-Bergstrom International Airport,Newark Liberty International Airport,2445.2313227589143
Austin-Bergstrom International Airport,San Francisco International Airport,2393.1153537900996
Austin-Bergstrom International Airport,George Bush Intercontinental Airport,-1
Austin-Bergstrom International Airport,Logan International Airport,2765.6867027190933
Austin-Bergstrom International Airport,Fort Lauderdale-Hollywood International Airport,1791.712053562135
Austin-Bergstrom International Airport,Minneapolis-Saint Paul International Airport,1693.8113573903288
Austin-Bergstrom International Airport,LaGuardia Airport,2472.7602514662967
Austin-Bergstrom International Airport,Detroit Metropolitan Airport,1865.824913531027
Austin-Bergstrom International Airport,Philadelphia International Airport,2324.995062194192
Austin-Bergstrom International Airport,Salt Lake City International Airport,1735.3856175631329
Austin-Bergstrom International Airport,Ronald Reagan Washington National Airport,2136.3015641690795
Austin-Bergstrom International Airport,San Diego International Airport,1857.526944414286
Austin-Bergstrom International Airport,Baltimore/Washington International Airport,2180.168771020719
Austin-Bergstrom International Airport,Tampa International Airport,1501.8801523700045
Austin-Bergstrom International Airport,Washington Dulles International Airport,2106.040784138452
Austin-Bergstrom International Airport,Nashville International Airport,1223.6923506614248
Austin-Bergstrom International Airport,Paris Charles de Gaulle Airport,8516.991355929003
Washington Dulles International Airport,Hartsfield-Jackson Atlanta International Airport,857.1850303520923
Washington Dulles International Airport,Dallas/Fort Worth International Airport,1869.3035306499728
Washington Dulles International Airport,Denver International Airport,2309.790407309981
Washington Dulles International Airport,O'Hare International Airport,942.2472846727713
Washington Dulles International Airport,Los Angeles International Airport,3617.128327397561
Washington Dulles International Airport,John F. Kennedy International Airport,367.2831611964163
Washington Dulles International Airport,Harry Reid International Airport,3269.9081725659385
Washington Dulles International Airport,Orlando International Airport,1217.9650953431274
Washington Dulles International Airport,Miami International Airport,1478.3031282008699
Washington Dulles International Airport,Charlotte Douglas International Airport,517.5470684373377
Washington Dulles International Airport,Seattle-Tacoma International Airport,3643.4472456814005
Washington Dulles International Airport,Phoenix Sky Harbor International Airport,3100.2380897156195
Washington Dulles International Airport,Newark Liberty International Airport,341.8255250054387
Washington Dulles International Airport,San Francisco International Airport,3819.8298726619337
Washington Dulles International Airport,George Bush Intercontinental Airport,1898.6587705974991
Washington Dulles International Airport,Logan International Airport,665.704307160448
Washington Dulles International Airport,Fort Lauderdale-Hollywood International Airport,1445.9694645339316
Washington Dulles International Airport,Minneapolis-Saint Paul International Airport,1449.5852332203401
Washington Dulles International Airport,LaGuardia Airport,368.0703156996896
Washington Dulles International Airport,Detroit Metropolitan Airport,614.5352952074066
Washington Dulles International Airport,Philadelphia International Airport,-1
Washington Dulles International Airport,Salt Lake City International Airport,2899.1395085665085
Washington Dulles International Airport,Ronald Reagan Washington National Airport,-1
Washington Dulles International Airport,San Diego International Airport,3564.0543267748367
Washington Dulles International Airport,Baltimore/Washington International Airport,-1
Washington Dulles International Airport,Tampa International Airport,1301.0957823832478
Washington Dulles International Airport,Austin-Bergstrom International Airport,2066.9332919884228
Washington Dulles International Airport,Nashville International Airport,868.6376885588453
Washington Dulles International Airport,Paris Charles de Gaulle Airport,6376.490798830063
Nashville International Airport,Hartsfield-Jackson Atlanta International Airport,345.3246518200581
Nashville International Airport,Dallas/Fort Worth International Airport,1011.3410056647734
Nashville International Airport,Denver International Airport,1617.6794494025823
Nashville International Airport,O'Hare International Airport,658.5066713942883
Nashville International Airport,Los Angeles International Airport,2852.12121369787
Nashville International Airport,John F. Kennedy International Airport,1238.0626955852497
Nashville International Airport,Harry Reid International Airport,2522.0994101073093
Nashville International Airport,Orlando International Airport,998.9359485110044
Nashville International Airport,Miami International Airport,1308.7799993928281
Nashville International Airport,Charlotte Douglas International Airport,529.108918688386
Nashville International Airport,Seattle-Tacoma International Airport,3134.4630560775254
Nashville International Airport,Phoenix Sky Harbor International Airport,2304.3871922343
Nashville International Airport,Newark Liberty International Airport,1208.4693238017487
Nashville International Airport,San Francisco International Airport,3119.5557372473213
Nashville International Airport,George Bush Intercontinental Airport,1052.0582292400238
