Origin Airport,Destination Airport,Flight Time (Minutes)
George Bush Intercontinental Airport,Seattle-Tacoma International Airport,299.7860845721355
George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,187.70411438450105
George Bush Intercontinental Airport,Newark Liberty International Airport,239.1343077756614
George Bush Intercontinental Airport,San Francisco International Airport,270.67853241634447
George Bush Intercontinental Airport,Logan International Airport,270.6969280472676
George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,184.14315559432373
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,193.14097385739717
George Bush Intercontinental Airport,LaGuardia Airport,241.25149952479748
George Bush Intercontinental Airport,Detroit Metropolitan Airport,198.16389701362357
George Bush Intercontinental Airport,Philadelphia International Airport,229.58346190955515
George Bush Intercontinental Airport,Salt Lake City International Airport,210.70459314812013
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,214.75470245659312
George Bush Intercontinental Airport,San Diego International Airport,223.7636063046109
George Bush Intercontinental Airport,Baltimore/Washington International Airport,218.2626914478388
George Bush Intercontinental Airport,Tampa International Airport,161.66319139484375
George Bush Intercontinental Airport,Austin-Bergstrom International Airport,50.05816184739671
George Bush Intercontinental Airport,Washington Dulles International Airport,212.55835189214235
George Bush Intercontinental Airport,Nashville International Airport,145.25878116286853
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,717.5180987846171
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,182.13841784225184
Logan International Airport,Dallas/Fort Worth International Airport,263.78008309800737
Logan International Airport,Denver International Airport,286.9359288883047
Logan International Airport,O'Hare International Airport,172.47267763357578
Logan International Airport,Los Angeles International Airport,388.2613214683088
Logan International Airport,John F. Kennedy International Airport,73.32532998470175
Logan International Airport,Harry Reid International Airport,360.5621786304822
Logan International Airport,Orlando International Airport,201.8891848934229
Logan International Airport,Miami International Airport,218.73354117768184
Logan International Airport,Charlotte Douglas International Airport,153.29677518518642
Logan International Airport,Seattle-Tacoma International Airport,374.26245984118464
Logan International Airport,Phoenix Sky Harbor International Airport,350.9315166241993
Logan International Airport,Newark Liberty International Airport,81.52604767865097
Logan International Airport,San Francisco International Airport,399.32860422909295
Logan International Airport,George Bush Intercontinental Airport,266.10585449323224
Logan International Airport,Fort Lauderdale-Hollywood International Airport,216.17607327077954
Logan International Airport,Minneapolis-Saint Paul International Airport,201.63986626950765
Logan International Airport,LaGuardia Airport,73.0859126612592
Logan International Airport,Detroit Metropolitan Airport,141.3063723275879
Logan International Airport,Philadelphia International Airport,91.39351020622776
Logan International Airport,Salt Lake City International Airport,327.41833316659995
Logan International Airport,Ronald Reagan Washington National Airport,112.61574557330079
Logan International Airport,San Diego International Airport,385.5554712539409
Logan International Airport,Baltimore/Washington International Airport,108.93261961883023
Logan International Airport,Tampa International Airport,209.63266871212875
Logan International Airport,Austin-Bergstrom International Airport,278.384332303543
Logan International Airport,Washington Dulles International Airport,114.27200382531451
Logan International Airport,Nashville International Airport,179.56834452111303
Logan International Airport,Paris Charles de Gaulle Airport,508.9905901104217
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,137.30357257419337
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,203.3569455678818
Fort Lauderdale-Hollywood International Airport,Denver International Airport,281.1369864028196
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,211.75530709739593
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,356.19278567361914
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,197.63739940287746
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,335.83873275763455
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,72.2217863487449
Fort Lauderdale-Hollywood International Airport,Miami International Airport,50.05816184739671
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,141.66514605045595
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,401.29285233290966
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,311.55691986265174
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,197.12060979086198
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,385.1809725990315
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,182.4648651500749
Fort Lauderdale-Hollywood International Airport,Logan International Airport,218.9468043916973
Fort Lauderdale-Hollywood International Airport,Minneapolis-Saint Paul International Airport,246.6977386364661
Fort Lauderdale-Hollywood International Airport,LaGuardia Airport,198.48260532694263
Fort Lauderdale-Hollywood International Airport,Detroit Metropolitan Airport,202.788876396746
Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,187.95906097323552
Fort Lauderdale-Hollywood International Airport,Salt Lake City International Airport,325.18607894901015
Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,176.15089094531402
Fort Lauderdale-Hollywood International Airport,San Diego International Airport,347.3499747944559
Fort Lauderdale-Hollywood International Airport,Baltimore/Washington International Airport,179.4952204344786
Fort Lauderdale-Hollywood International Airport,Tampa International Airport,74.64196403714797
Fort Lauderdale-Hollywood International Airport,Austin-Bergstrom International Airport,199.53377914672097
Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,176.44326843164967
Fort Lauderdale-Hollywood International Airport,Nashville International Airport,161.50231698218855
Fort Lauderdale-Hollywood International Airport,Paris Charles de Gaulle Airport,656.9790633513435
Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,178.894249756404
Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,170.8277059953833
Minneapolis-Saint Paul International Airport,Denver International Airport,149.38429107770435
Minneapolis-Saint Paul International Airport,O'Hare International Airport,100.55496050960086
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,258.6289843112387
Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,191.88416368752755
Minneapolis-Saint Paul International Airport,Harry Reid International Airport,223.32887091832535
Minneapolis-Saint Paul International Airport,Orlando International Airport,228.15775132905577
Minneapolis-Saint Paul International Airport,Miami International Airport,258.93118277911054
Minneapolis-Saint Paul International Airport,Charlotte Douglas International Airport,179.70566797147512
Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,235.279033004959
Minneapolis-Saint Paul International Airport,Phoenix Sky Harbor International Airport,220.60744282617824
Minneapolis-Saint Paul International Airport,Newark Liberty International Airport,189.28164877373865
Minneapolis-Saint Paul International Airport,San Francisco International Airport,265.0211546004752
Minneapolis-Saint Paul International Airport,George Bush Intercontinental Airport,191.20597822116508
Minneapolis-Saint Paul International Airport,Logan International Airport,203.90558133191192
Minneapolis-Saint Paul International Airport,Fort Lauderdale-Hollywood International Airport,257.1565153075384
Minneapolis-Saint Paul International Airport,LaGuardia Airport,190.85956908701417
Minneapolis-Saint Paul International Airport,Detroit Metropolitan Airport,128.9900054446568
Minneapolis-Saint Paul International Airport,Philadelphia International Airport,185.84715037321791
Minneapolis-Saint Paul International Airport,Salt Lake City International Airport,185.59492095798376
Minneapolis-Saint Paul International Airport,Ronald Reagan Washington National Airport,179.60990499385315
Minneapolis-Saint Paul International Airport,San Diego International Airport,258.34968354558623
Minneapolis-Saint Paul International Airport,Baltimore/Washington International Airport,180.2989181377299
Minneapolis-Saint Paul International Airport,Tampa International Airport,227.6796903679412
Minneapolis-Saint Paul International Airport,Austin-Bergstrom International Airport,192.1881519052374
Minneapolis-Saint Paul International Airport,Washington Dulles International Airport,176.73055129812803
Minneapolis-Saint Paul International Airport,Nashville International Airport,150.19579694420875
Minneapolis-Saint Paul International Airport,Paris Charles de Gaulle Airport,610.3149528368682
LaGuardia Airport,Hartsfield-Jackson Atlanta International Airport,159.4417932905726
LaGuardia Airport,Dallas/Fort Worth International Airport,236.26136125641992
LaGuardia Airport,Denver International Airport,270.63015790516846
LaGuardia Airport,O'Hare International Airport,156.10397523467347
LaGuardia Airport,Los Angeles International Airport,371.28521870713945
LaGuardia Airport,John F. Kennedy International Airport,50.05816184739671
LaGuardia Airport,Harry Reid International Airport,343.90356846712996
LaGuardia Airport,Orlando International Airport,180.90003830012097
LaGuardia Airport,Miami International Airport,198.94192944429636
LaGuardia Airport,Charlotte Douglas International Airport,130.59754877323257
LaGuardia Airport,Seattle-Tacoma International Airport,364.34703723906216
LaGuardia Airport,Phoenix Sky Harbor International Airport,332.70734599850266
LaGuardia Airport,Newark Liberty International Airport,50.05816184739671
LaGuardia Airport,San Francisco International Airport,384.4271867012022
LaGuardia Airport,George Bush Intercontinental Airport,237.64029325021633
LaGuardia Airport,Logan International Airport,73.14720820667024
LaGuardia Airport,Fort Lauderdale-Hollywood International Airport,196.38670902942954
LaGuardia Airport,Minneapolis-Saint Paul International Airport,188.99136423323552
LaGuardia Airport,Detroit Metropolitan Airport,125.20149749843961
LaGuardia Airport,Philadelphia International Airport,50.05816184739671
LaGuardia Airport,Salt Lake City International Airport,312.6219131192982
LaGuardia Airport,Ronald Reagan Washington National Airport,83.27789760541776
LaGuardia Airport,San Diego International Airport,367.9497347153631
LaGuardia Airport,Baltimore/Washington International Airport,73.13076958585167
LaGuardia Airport,Tampa International Airport,188.27109231211773
LaGuardia Airport,Austin-Bergstrom International Airport,256.7426435139522
LaGuardia Airport,Washington Dulles International Airport,84.9889103535508
LaGuardia Airport,Nashville International Airport,157.64645492555678
LaGuardia Airport,Paris Charles de Gaulle Airport,533.1420146720224
Detroit Metropolitan Airport,Hartsfield-Jackson Atlanta International Airport,138.99318139517698
Detroit Metropolitan Airport,Dallas/Fort Worth International Airport,187.16218898317396
Detroit Metropolitan Airport,Denver International Airport,203.61493893045244
Detroit Metropolitan Airport,O'Hare International Airport,88.05051045718997
Detroit Metropolitan Airport,Los Angeles International Airport,312.2550134849753
Detroit Metropolitan Airport,John F. Kennedy International Airport,126.54948989250639
Detroit Metropolitan Airport,Harry Reid International Airport,284.3194746543962
Detroit Metropolitan Airport,Orlando International Airport,183.54114446828538
Detroit Metropolitan Airport,Miami International Airport,207.3669773538855
Detroit Metropolitan Airport,Charlotte Douglas International Airport,125.70130458055382
Detroit Metropolitan Airport,Seattle-Tacoma International Airport,305.8444327304706
Detroit Metropolitan Airport,Phoenix Sky Harbor International Airport,274.96471531913863
Detroit Metropolitan Airport,Newark Liberty International Airport,123.91038803954127
Detroit Metropolitan Airport,San Francisco International Airport,324.261895473182
Detroit Metropolitan Airport,George Bush Intercontinental Airport,196.07777833208118
Detroit Metropolitan Airport,Logan International Airport,142.02361564893056
Detroit Metropolitan Airport,Fort Lauderdale-Hollywood International Airport,205.09263174906823
Detroit Metropolitan Airport,Minneapolis-Saint Paul International Airport,128.489230882739
Detroit Metropolitan Airport,LaGuardia Airport,125.65304064181367
Detroit Metropolitan Airport,Philadelphia International Airport,119.6287313467161
Detroit Metropolitan Airport,Salt Lake City International Airport,245.38915901905474
Detroit Metropolitan Airport,Ronald Reagan Washington National Airport,113.65351901040259
Detroit Metropolitan Airport,San Diego International Airport,309.6193598451098
Detroit Metropolitan Airport,Baltimore/Washington International Airport,114.07914056739672
Detroit Metropolitan Airport,Tampa International Airport,186.7238234189268
Detroit Metropolitan Airport,Austin-Bergstrom International Airport,205.08611729944528
Detroit Metropolitan Airport,Washington Dulles International Airport,110.8818898182573
Detroit Metropolitan Airport,Nashville International Airport,119.82297088938397
Detroit Metropolitan Airport,Paris Charles de Gaulle Airport,576.2730373210395
Philadelphia International Airport,Hartsfield-Jackson Atlanta International Airport,147.6892069220455
Philadelphia International Airport,Dallas/Fort Worth International Airport,225.73505991735055
Philadelphia International Airport,Denver International Airport,263.0914759909892
Philadelphia International Airport,O'Hare International Airport,149.28903620346665
Philadelphia International Airport,Los Angeles International Airport,363.12736208655963
Philadelphia International Airport,John F. Kennedy International Airport,50.05816184739671
Philadelphia International Airport,Harry Reid International Airport,335.9761518601578
Philadelphia International Airport,Orlando International Airport,170.01941385230498
Philadelphia International Airport,Miami International Airport,188.72047605721025
Philadelphia International Airport,Charlotte Douglas International Airport,118.79525793425623
Philadelphia International Airport,Seattle-Tacoma International Airport,360.2283294300187
Philadelphia International Airport,Phoenix Sky Harbor International Airport,323.85786833916586
Philadelphia International Airport,Newark Liberty International Airport,50.05816184739671
Philadelphia International Airport,San Francisco International Airport,377.45788059278664
Philadelphia International Airport,George Bush Intercontinental Airport,226.42553142281056
Philadelphia International Airport,Logan International Airport,91.53462977984495
Philadelphia International Airport,Fort Lauderdale-Hollywood International Airport,186.17410216581368
Philadelphia International Airport,Minneapolis-Saint Paul International Airport,184.12162752024938
Philadelphia International Airport,LaGuardia Airport,50.05816184739671
Philadelphia International Airport,Detroit Metropolitan Airport,119.25965975149707
Philadelphia International Airport,Salt Lake City International Airport,305.8582700633187
Philadelphia International Airport,Ronald Reagan Washington National Airport,50.05816184739671
Philadelphia International Airport,San Diego International Airport,359.4228974955926
Philadelphia International Airport,Baltimore/Washington International Airport,50.05816184739671
Philadelphia International Airport,Tampa International Airport,177.15849888527157
Philadelphia International Airport,Austin-Bergstrom International Airport,239.3244235144456
Philadelphia International Airport,Washington Dulles International Airport,50.05816184739671
Philadelphia International Airport,Nashville International Airport,146.6488455938101
Philadelphia International Airport,Paris Charles de Gaulle Airport,545.6438626435303
Salt Lake City International Airport,Hartsfield-Jackson Atlanta International Airport,271.693544192543
Salt Lake City International Airport,Dallas/Fort Worth International Airport,189.11452456119912
Salt Lake City International Airport,Denver International Airport,113.85431548412883
Salt Lake City International Airport,O'Hare International Airport,222.23510672631312
Salt Lake City International Airport,Los Angeles International Airport,136.25737965355194
Salt Lake City International Airport,John F. Kennedy International Airport,320.5606888237146
Salt Lake City International Airport,Harry Reid International Airport,108.73288211107698
Salt Lake City International Airport,Orlando International Airport,313.3870149786859
Salt Lake City International Airport,Miami International Airport,333.69815433688217
Salt Lake City International Airport,Charlotte Douglas International Airport,287.11643678336196
Salt Lake City International Airport,Seattle-Tacoma International Airport,148.34906341834022
Salt Lake City International Airport,Phoenix Sky Harbor International Airport,126.16721815430543
Salt Lake City International Airport,Newark Liberty International Airport,317.85690667822956
Salt Lake City International Airport,San Francisco International Airport,137.2447124778222
Salt Lake City International Airport,George Bush Intercontinental Airport,213.2791714977526
Salt Lake City International Airport,Logan International Airport,335.3784018984816
Salt Lake City International Airport,Fort Lauderdale-Hollywood International Airport,333.0068287565846
Salt Lake City International Airport,Minneapolis-Saint Paul International Airport,187.3630043185268
Salt Lake City International Airport,LaGuardia Airport,319.682131458595
Salt Lake City International Airport,Detroit Metropolitan Airport,249.33169650970402
Salt Lake City International Airport,Philadelphia International Airport,312.52563849399746
Salt Lake City International Airport,Ronald Reagan Washington National Airport,302.91851655099424
Salt Lake City International Airport,San Diego International Airport,140.84539080354202
Salt Lake City International Airport,Baltimore/Washington International Airport,304.63287822192524
Salt Lake City International Airport,Tampa International Airport,307.8731192154853
Salt Lake City International Airport,Austin-Bergstrom International Airport,199.49817523621047
Salt Lake City International Airport,Washington Dulles International Airport,299.9048809163661
Salt Lake City International Airport,Nashville International Airport,239.57754620807506
Salt Lake City International Airport,Paris Charles de Gaulle Airport,724.3741208728595
Ronald Reagan Washington National Airport,Hartsfield-Jackson Atlanta International Airport,132.97029979885477
Ronald Reagan Washington National Airport,Dallas/Fort Worth International Airport,212.19145800785762
Ronald Reagan Washington National Airport,Denver International Airport,246.68955699639298
Ronald Reagan Washington National Airport,O'Hare International Airport,141.18245674304265
Ronald Reagan Washington National Airport,Los Angeles International Airport,352.2446531744726
Ronald Reagan Washington National Airport,John F. Kennedy International Airport,83.18959227789325
Ronald Reagan Washington National Airport,Harry Reid International Airport,325.4016144422893
Ronald Reagan Washington National Airport,Orlando International Airport,157.41386639197015
Ronald Reagan Washington National Airport,Miami International Airport,177.202524107363
Ronald Reagan Washington National Airport,Charlotte Douglas International Airport,97.77334623699997
Ronald Reagan Washington National Airport,Seattle-Tacoma International Airport,354.2847177926462
Ronald Reagan Washington National Airport,Phoenix Sky Harbor International Airport,312.1910388338159
Ronald Reagan Washington National Airport,Newark Liberty International Airport,74.9251902371018
Ronald Reagan Washington National Airport,San Francisco International Airport,367.98898069145116
Ronald Reagan Washington National Airport,George Bush Intercontinental Airport,212.1297384100436
Ronald Reagan Washington National Airport,Logan International Airport,112.9024981730429
Ronald Reagan Washington National Airport,Fort Lauderdale-Hollywood International Airport,174.68550109304368
Ronald Reagan Washington National Airport,Minneapolis-Saint Paul International Airport,178.0541210543379
Ronald Reagan Washington National Airport,LaGuardia Airport,83.36079203792092
Ronald Reagan Washington National Airport,Detroit Metropolitan Airport,113.35808652397219
Ronald Reagan Washington National Airport,Philadelphia International Airport,50.05816184739671
Ronald Reagan Washington National Airport,Salt Lake City International Airport,296.76130380853704
Ronald Reagan Washington National Airport,San Diego International Airport,348.1046808396549
Ronald Reagan Washington National Airport,Baltimore/Washington International Airport,50.05816184739671
Ronald Reagan Washington National Airport,Tampa International Airport,164.0719595031072
Ronald Reagan Washington National Airport,Austin-Bergstrom International Airport,225.28793647752812
Ronald Reagan Washington National Airport,Washington Dulles International Airport,50.05816184739671
Ronald Reagan Washington National Airport,Nashville International Airport,132.68072173463895
Ronald Reagan Washington National Airport,Paris Charles de Gaulle Airport,561.3066449143734
San Diego International Airport,Hartsfield-Jackson Atlanta International Airport,310.1684899925361
San Diego International Airport,Dallas/Fort Worth International Airport,212.01947844361788
San Diego International Airport,Denver International Airport,171.98501420600715
San Diego International Airport,O'Hare International Airport,289.0226608392877
San Diego International Airport,Los Angeles International Airport,50.05816184739671
San Diego International Airport,John F. Kennedy International Airport,379.3209518731135
San Diego International Airport,Harry Reid International Airport,89.00121817068539
San Diego International Airport,Orlando International Airport,341.1818937054886
San Diego International Airport,Miami International Airport,356.5277243547285
San Diego International Airport,Charlotte Douglas International Airport,331.8639430571557
San Diego International Airport,Seattle-Tacoma International Airport,193.17546200471816
San Diego International Airport,Phoenix Sky Harbor International Airport,94.62330666116456
San Diego International Airport,Newark Liberty International Airport,376.63025392798147
San Diego International Airport,San Francisco International Airport,118.5756919596399
San Diego International Airport,George Bush Intercontinental Airport,226.81849553842108
San Diego International Airport,Logan International Airport,397.5939593102374
San Diego International Airport,Fort Lauderdale-Hollywood International Airport,356.6103822848409
San Diego International Airport,Minneapolis-Saint Paul International Airport,262.5816978155792
San Diego International Airport,LaGuardia Airport,378.6611749394807
San Diego International Airport,Detroit Metropolitan Airport,316.50375383006553
San Diego International Airport,Philadelphia International Airport,369.5204550460613
San Diego International Airport,Salt Lake City International Airport,141.55417015386786
San Diego International Airport,Ronald Reagan Washington National Airport,357.41632308897823
San Diego International Airport,Baltimore/Washington International Airport,359.8987318243271
San Diego International Airport,Tampa International Airport,333.2608638675957
San Diego International Airport,Austin-Bergstrom International Airport,209.26455515907827
San Diego International Airport,Washington Dulles International Airport,354.4941444177658
San Diego International Airport,Nashville International Airport,290.2362078837597
San Diego International Airport,Paris Charles de Gaulle Airport,807.4878818401629
Baltimore/Washington International Airport,Hartsfield-Jackson Atlanta International Airport,136.6451905690842
Baltimore/Washington International Airport,Dallas/Fort Worth International Airport,215.24598504056786
Baltimore/Washington International Airport,Denver International Airport,248.54817656001757
Baltimore/Washington International Airport,O'Hare International Airport,142.36618906600893
Baltimore/Washington International Airport,Los Angeles International Airport,354.4314201587814
Baltimore/Washington International Airport,John F. Kennedy International Airport,73.06001450275478
Baltimore/Washington International Airport,Harry Reid International Airport,327.48408830255096
Baltimore/Washington International Airport,Orlando International Airport,160.88138326187791
Baltimore/Washington International Airport,Miami International Airport,180.46633542788186
Baltimore/Washington International Airport,Charlotte Douglas International Airport,107.9686001511644
Baltimore/Washington International Airport,Seattle-Tacoma International Airport,355.03460526105533
Baltimore/Washington International Airport,Phoenix Sky Harbor International Airport,314.6168952753942
Baltimore/Washington International Airport,Newark Liberty International Airport,71.19973649012026
Baltimore/Washington International Airport,San Francisco International Airport,369.74826249589114
Baltimore/Washington International Airport,George Bush Intercontinental Airport,215.5160124038681
Baltimore/Washington International Airport,Logan International Airport,109.17823116622733
Baltimore/Washington International Airport,Fort Lauderdale-Hollywood International Airport,177.94247632052142
Baltimore/Washington International Airport,Minneapolis-Saint Paul International Airport,178.72480949245482
Baltimore/Washington International Airport,LaGuardia Airport,73.19230529383263
Baltimore/Washington International Airport,Detroit Metropolitan Airport,113.77873186318335
Baltimore/Washington International Airport,Philadelphia International Airport,50.05816184739671
Baltimore/Washington International Airport,Salt Lake City International Airport,298.3860788876
Baltimore/Washington International Airport,Ronald Reagan Washington National Airport,50.05816184739671
Baltimore/Washington International Airport,San Diego International Airport,350.428419809525
Baltimore/Washington International Airport,Tampa International Airport,167.62588114440098
Baltimore/Washington International Airport,Austin-Bergstrom International Airport,228.555286073752
Baltimore/Washington International Airport,Washington Dulles International Airport,50.05816184739671
Baltimore/Washington International Airport,Nashville International Airport,135.8672272950228
Baltimore/Washington International Airport,Paris Charles de Gaulle Airport,557.404714351145
Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,115.6457431710114
Tampa International Airport,Dallas/Fort Worth International Airport,179.98953020334915
Tampa International Airport,Denver International Airport,250.72834807765634
Tampa International Airport,O'Hare International Airport,190.85094517287638
Tampa International Airport,Los Angeles International Airport,333.9499122228184
Tampa International Airport,John F. Kennedy International Airport,189.46812165544122
Tampa International Airport,Harry Reid International Airport,312.94808847645567
Tampa International Airport,Orlando International Airport,50.05816184739671
Tampa International Airport,Miami International Airport,82.1754699766598
Tampa International Airport,Charlotte Douglas International Airport,126.71274905102246
Tampa International Airport,Seattle-Tacoma International Airport,377.69224904458605
Tampa International Airport,Phoenix Sky Harbor International Airport,289.23922251256045
Tampa International Airport,Newark Liberty International Airport,188.48804365157878
Tampa International Airport,San Francisco International Airport,362.2551558921814
Tampa International Airport,George Bush Intercontinental Airport,160.54734448971675
Tampa International Airport,Logan International Airport,212.16967676752432
Tampa International Airport,Fort Lauderdale-Hollywood International Airport,74.71186579984561
Tampa International Airport,Minneapolis-Saint Paul International Airport,224.59288707630654
Tampa International Airport,LaGuardia Airport,190.11783096439507
Tampa International Airport,Detroit Metropolitan Airport,184.97374862260068
Tampa International Airport,Philadelphia International Airport,178.68998198138132
Tampa International Airport,Salt Lake City International Airport,301.45527590011733
Tampa International Airport,Ronald Reagan Washington National Airport,165.27044394087312
Tampa International Airport,San Diego International Airport,325.4252477728938
Tampa International Airport,Baltimore/Washington International Airport,168.9107157640644
Tampa International Airport,Austin-Bergstrom International Airport,177.75027583930967
Tampa International Airport,Washington Dulles International Airport,164.94819130178428
Tampa International Airport,Nashville International Airport,139.14757375039605
Tampa International Airport,Paris Charles de Gaulle Airport,658.6084528634951
Austin-Bergstrom International Airport,Hartsfield-Jackson Atlanta International Airport,166.8085008340433
Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,75.86037367883101
Austin-Bergstrom International Airport,Denver International Airport,161.2522703139166
Austin-Bergstrom International Airport,O'Hare International Airport,188.2095856848393
Austin-Bergstrom International Airport,Los Angeles International Airport,216.2306223521889
Austin-Bergstrom International Airport,John F. Kennedy International Airport,261.07100392761504
Austin-Bergstrom International Airport,Harry Reid International Airport,197.67278299492932
Austin-Bergstrom International Airport,Orlando International Airport,187.6599759165186
Austin-Bergstrom International Airport,Miami International Airport,201.5878174465584
Austin-Bergstrom International Airport,Charlotte Douglas International Airport,192.50062062994448
Austin-Bergstrom International Airport,Seattle-Tacoma International Airport,287.32402406258404
Austin-Bergstrom International Airport,Phoenix Sky Harbor International Airport,170.92854648704844
Austin-Bergstrom International Airport,Newark Liberty International Airport,258.77140969884715
Austin-Bergstrom International Airport,San Francisco International Airport,248.27884658253475
Austin-Bergstrom International Airport,George Bush Intercontinental Airport,50.05816184739671
Austin-Bergstrom International Airport,Logan International Airport,283.5744576833811
Austin-Bergstrom International Airport,Fort Lauderdale-Hollywood International Airport,201.73060353083468
Austin-Bergstrom International Airport,Minneapolis-Saint Paul International Airport,194.15315026676302
Austin-Bergstrom International Airport,LaGuardia Airport,260.9021317350223
Austin-Bergstrom International Airport,Detroit Metropolitan Airport,207.4668930021112
Austin-Bergstrom International Airport,Philadelphia International Airport,243.00637819275863
Austin-Bergstrom International Airport,Salt Lake City International Airport,197.3709722615621
Austin-Bergstrom International Airport,Ronald Reagan Washington National Airport,228.40161828369418
Austin-Bergstrom International Airport,San Diego International Airport,206.82463533053678
Austin-Bergstrom International Airport,Baltimore/Washington International Airport,231.79691293165385
Austin-Bergstrom International Airport,Tampa International Airport,179.2977938410413
Austin-Bergstrom International Airport,Washington Dulles International Airport,226.0594526466487
Austin-Bergstrom International Airport,Nashville International Airport,157.76623024130603
Austin-Bergstrom International Airport,Paris Charles de Gaulle Airport,728.7218766624763
Washington Dulles International Airport,Hartsfield-Jackson Atlanta International Airport,131.39879058888093
Washington Dulles International Airport,Dallas/Fort Worth International Airport,209.73613581317508
Washington Dulles International Airport,Denver International Airport,243.82954731936772
Washington Dulles International Airport,O'Hare International Airport,138.29180740317497
Washington Dulles International Airport,Los Angeles International Airport,349.4755122250582
Washington Dulles International Airport,John F. Kennedy International Airport,85.02186987296625
Washington Dulles International Airport,Harry Reid International Airport,322.6008872380905
Washington Dulles International Airport,Orlando International Airport,157.32294422595794
Washington Dulles International Airport,Miami International Airport,177.47294676912685
Washington Dulles International Airport,Charlotte Douglas International Airport,96.65220325074654
Washington Dulles International Airport,Seattle-Tacoma International Airport,351.5125802036835
Washington Dulles International Airport,Phoenix Sky Harbor International Airport,309.46852788435064
Washington Dulles International Airport,Newark Liberty International Airport,83.0514645950268
Washington Dulles International Airport,San Francisco International Airport,365.1644863167279
Washington Dulles International Airport,George Bush Intercontinental Airport,210.00821320849445
Washington Dulles International Airport,Logan International Airport,114.57830117776294
Washington Dulles International Airport,Fort Lauderdale-Hollywood International Airport,174.97034122215024
Washington Dulles International Airport,Minneapolis-Saint Paul International Airport,175.25019947961218
Washington Dulles International Airport,LaGuardia Airport,85.08279514411743
Washington Dulles International Airport,Detroit Metropolitan Airport,110.61785133619628
Washington Dulles International Airport,Philadelphia International Airport,50.05816184739671
Washington Dulles International Airport,Salt Lake City International Airport,293.90362222265475
Washington Dulles International Airport,Ronald Reagan Washington National Airport,50.05816184739671
Washington Dulles International Airport,San Diego International Airport,345.3676174400176
Washington Dulles International Airport,Baltimore/Washington International Airport,50.05816184739671
Washington Dulles International Airport,Tampa International Airport,163.75720792875364
Washington Dulles International Airport,Austin-Bergstrom International Airport,223.03255696940187
Washington Dulles International Airport,Nashville International Airport,130.2852192426544
Washington Dulles International Airport,Paris Charles de Gaulle Airport,563.0484589303601
Nashville International Airport,Hartsfield-Jackson Atlanta International Airport,85.32229484383635
Nashville International Airport,Dallas/Fort Worth International Airport,143.33036762546615
Nashville International Airport,Denver International Airport,190.26058772901172
Nashville International Airport,O'Hare International Airport,116.3304596262026
Nashville International Airport,Los Angeles International Airport,290.26443531331745
Nashville International Airport,John F. Kennedy International Airport,158.8784860403637
Nashville International Airport,Harry Reid International Airport,264.720952063274
Nashville International Airport,Orlando International Airport,140.3702238829144
Nashville International Airport,Miami International Airport,164.35196156726604
Nashville International Airport,Charlotte Douglas International Airport,97.54708330113726
Nashville International Airport,Seattle-Tacoma International Airport,312.1175190888325
Nashville International Airport,Phoenix Sky Harbor International Airport,241.411341818154
Nashville International Airport,Newark Liberty International Airport,156.58797738838993
Nashville International Airport,San Francisco International Airport,310.9637018419127
Nashville International Airport,George Bush Intercontinental Airport,144.48185551828738
Nashville International Airport,Logan International Airport,181.16565485409984
Nashville International Airport,Fort Lauderdale-Hollywood International Airport,162.64025909663485
Nashville International Airport,Minneapolis-Saint Paul International Airport,149.3232423625836
Nashville International Airport,LaGuardia Airport,158.6965271619228
Nashville International Airport,Detroit Metropolitan Airport,120.1995022192627
Nashville International Airport,Philadelphia International Airport,147.46788172878843
