source airport, destination airport, distance (weighted km), number of passengers, aircraft type, expected time, ticket cost, net profit
Orlando International Airport,Paris Charles de Gaulle Airport,7482.739071022512,23,Airbus A220-300,625.501435628794,991.8168622812196,-24795.42155703049
Miami International Airport,Hartsfield-Jackson Atlanta International Airport,956.246610288182,13,Boeing 737-600,134.08483456274118,299.36330115914086,-6795.546936312496
Miami International Airport,Hartsfield-Jackson Atlanta International Airport,956.246610288182,13,Boeing 767-800,134.08483456274118,217.9733212385654,-9525.434138125307
Miami International Airport,Hartsfield-Jackson Atlanta International Airport,956.246610288182,13,Airbus A200-100,137.2248165744192,258.0896000978874,-7097.464002691902
Miami International Airport,Hartsfield-Jackson Atlanta International Airport,956.246610288182,13,Airbus A220-300,137.2248165744192,199.431768253148,-6980.1118888601795
Miami International Airport,Dallas/Fort Worth International Airport,1790.8087838602175,16,Boeing 737-600,190.93511886601337,462.84510473821683,-9118.048563342869
Miami International Airport,Dallas/Fort Worth International Airport,1790.8087838602175,16,Boeing 767-800,190.93511886601337,346.6395555369122,-14108.229910352326
Miami International Airport,Dallas/Fort Worth International Airport,1790.8087838602175,16,Airbus A200-100,199.0747800308448,397.1394252343464,-9729.915918241486
Miami International Airport,Dallas/Fort Worth International Airport,1790.8087838602175,16,Airbus A220-300,199.0747800308448,300.75642776309616,-9624.205688419075
Miami International Airport,Denver International Airport,2718.412590446279,6,Boeing 737-600,260.9632909692331,644.5527690796755,-19143.21724166636
Miami International Airport,Denver International Airport,2718.412590446279,6,Boeing 767-800,260.9632909692331,489.65021728713435,-24825.26601645771
Miami International Airport,Denver International Airport,2718.412590446279,6,Airbus A200-100,274.41399882719577,551.6912982837092,-19033.34979078797
Miami International Airport,Denver International Airport,2718.412590446279,6,Airbus A220-300,274.41399882719577,413.3773238913961,-17361.847603438633
Miami International Airport,O'Hare International Airport,1915.900090987376,20,Boeing 737-600,199.7655760735855,487.3491538657763,-7651.381715692685
Miami International Airport,O'Hare International Airport,1915.900090987376,20,Boeing 767-800,199.7655760735855,365.92514975767665,-13429.452996106731
Miami International Airport,O'Hare International Airport,1915.900090987376,20,Airbus A200-100,208.65463185548597,417.98140074310226,-8568.618715233597
Miami International Airport,O'Hare International Airport,1915.900090987376,20,Airbus A220-300,208.65463185548597,315.94383321194806,-8846.427329934548
Miami International Airport,Los Angeles International Airport,3704.117514076833,38,Boeing 737-600,326.1094029331673,837.6418208182382,1926.5761878819503
Miami International Airport,Los Angeles International Airport,3704.117514076833,38,Boeing 767-800,326.1094029331673,641.618452451744,-11998.26506084761
Miami International Airport,Los Angeles International Airport,3704.117514076833,38,Airbus A200-100,345.4652530488277,715.9236366370418,-1789.809091592604
Miami International Airport,Los Angeles International Airport,3704.117514076833,38,Airbus A220-300,345.4652530488277,533.0523090835262,-5330.5230908352605
Miami International Airport,John F. Kennedy International Airport,1772.9140024372591,14,Boeing 737-600,187.71612830586633,459.3397084546095,-9967.671673465025
Miami International Airport,John F. Kennedy International Airport,1772.9140024372591,14,Boeing 767-800,187.71612830586633,343.8806788322213,-14683.70498613585
Miami International Airport,John F. Kennedy International Airport,1772.9140024372591,14,Airbus A200-100,195.74858575542788,394.1579023394524,-10445.184411995488
Miami International Airport,John F. Kennedy International Airport,1772.9140024372591,14,Airbus A220-300,195.74858575542788,298.58381235815204,-10151.84962017717
Miami International Airport,Harry Reid International Airport,3443.683331073564,5,Boeing 737-600,308.36865477218174,786.6255498928673,-24149.40438171102
Miami International Airport,Harry Reid International Airport,3443.683331073564,5,Boeing 767-800,308.36865477218174,601.4667577419613,-31095.831375259393
Miami International Airport,Harry Reid International Airport,3443.683331073564,5,Airbus A200-100,326.16430075115466,672.5316297226099,-23874.87285515265
Miami International Airport,Harry Reid International Airport,3443.683331073564,5,Airbus A220-300,326.16430075115466,501.4328494995723,-21561.612528481608
Miami International Airport,Orlando International Airport,309.59928657860144,6,Boeing 737-600,74.35548555129776,172.6920067879253,-5128.952601601381
Miami International Airport,Orlando International Airport,309.59928657860144,6,Boeing 767-800,74.35548555129776,118.27832103899765,-5996.71087667718
Miami International Airport,Orlando International Airport,309.59928657860144,6,Airbus A200-100,74.11359410987001,150.34903847870535,-5187.041827515334
Miami International Airport,Orlando International Airport,309.59928657860144,6,Airbus A220-300,74.11359410987001,120.92195559598842,-5078.722135031514
Miami International Airport,Charlotte Douglas International Airport,1045.556600180891,5,Boeing 737-600,138.16862134017367,316.85817294657977,-9727.545909459997
Miami International Airport,Charlotte Douglas International Airport,1045.556600180891,5,Boeing 767-800,138.16862134017367,231.74243329349423,-11981.083801273651
Miami International Airport,Charlotte Douglas International Airport,1045.556600180891,5,Airbus A200-100,141.84363993603304,272.9699036519858,-9690.431579645498
Miami International Airport,Charlotte Douglas International Airport,1045.556600180891,5,Airbus A220-300,141.84363993603304,210.27494399640446,-9041.822591845392
Miami International Airport,Seattle-Tacoma International Airport,4298.596261881623,8,Boeing 737-600,366.6052304403056,954.093849148958,-26428.399621426135
Miami International Airport,Seattle-Tacoma International Airport,4298.596261881623,8,Boeing 767-800,366.6052304403056,733.2705117861067,-35710.27392398339
Miami International Airport,Seattle-Tacoma International Airport,4298.596261881623,8,Airbus A200-100,389.5224725007637,814.9721779527741,-26486.59578346516
Miami International Airport,Seattle-Tacoma International Airport,4298.596261881623,8,Airbus A220-300,389.5224725007637,605.2283058093367,-24209.132232373468
Miami International Airport,Phoenix Sky Harbor International Airport,3127.3789535336746,10,Boeing 737-600,286.822035048756,724.664905428414,-18623.88806951024
Miami International Airport,Phoenix Sky Harbor International Airport,3127.3789535336746,10,Boeing 767-800,286.822035048756,552.7014357097528,-25811.15704764545
Miami International Airport,Phoenix Sky Harbor International Airport,3127.3789535336746,10,Airbus A200-100,302.72277079513515,619.8308606492056,-18904.84124980077
Miami International Airport,Phoenix Sky Harbor International Airport,3127.3789535336746,10,Airbus A220-300,302.72277079513515,463.030158399208,-17595.146019169904
Miami International Airport,Newark Liberty International Airport,1766.1800637085069,14,Boeing 737-600,187.257413133608,458.0206018818116,-9939.04706083531
Miami International Airport,Newark Liberty International Airport,1766.1800637085069,14,Boeing 767-800,187.257413133608,342.8424931036304,-14639.374455525014
Miami International Airport,Newark Liberty International Airport,1766.1800637085069,14,Airbus A200-100,195.2495290314591,393.0359332011856,-10415.452229831419
Miami International Airport,Newark Liberty International Airport,1766.1800637085069,14,Airbus A220-300,195.2495290314591,297.7662410968867,-10124.052197294148
Miami International Airport,San Francisco International Airport,4081.9502948199975,15,Boeing 737-600,351.8473307767071,911.6552213810886,-18871.26308258853
Miami International Airport,San Francisco International Airport,4081.9502948199975,15,Boeing 767-800,351.8473307767071,699.8697399317653,-29184.568155154604
Miami International Airport,San Francisco International Airport,4081.9502948199975,15,Airbus A200-100,373.46669430943774,778.8759052119418,-19861.335582904518
Miami International Airport,San Francisco International Airport,4081.9502948199975,15,Airbus A220-300,373.46669430943774,578.9251979740428,-19104.53153314341
Miami International Airport,George Bush Intercontinental Airport,1541.5200279046858,15,Boeing 737-600,171.9535959807592,414.01210376339276,-8570.050547902229
Miami International Airport,George Bush Intercontinental Airport,1541.5200279046858,15,Boeing 767-800,171.9535959807592,308.20617514006,-12852.1975033405
Miami International Airport,George Bush Intercontinental Airport,1541.5200279046858,15,Airbus A200-100,178.5998228207016,355.604403612485,-9067.912292118368
Miami International Airport,George Bush Intercontinental Airport,1541.5200279046858,15,Airbus A220-300,178.5998228207016,270.490140700575,-8926.174643118975
Miami International Airport,Logan International Airport,2048.404925636925,10,Boeing 737-600,206.48253996796893,513.3054337421319,-13191.949647172787
Miami International Airport,Logan International Airport,2048.404925636925,10,Boeing 767-800,206.48253996796893,386.3537033640677,-18042.71794710196
Miami International Airport,Logan International Airport,2048.404925636925,10,Airbus A200-100,216.16540318623316,440.0585744650968,-13421.786521185451
Miami International Airport,Logan International Airport,2048.404925636925,10,Airbus A220-300,216.16540318623316,332.031319176981,-12617.190128725279
