source airport,destination airport,distance (weighted in km),number of passengers for 2% market share (flight demand),Fuel for Boeing 737-600 (Gallons),Fuel for Boeing 767-800 (Gallons),Fuel for Airbus A200-100 (Gallons),Fuel for Airbus A220-300 (Gallons)
Harry Reid International Airport,Minneapolis-Saint Paul International Airport,2110.015553195638,6,3099.6329952588617,3874.5412440735768,2990.8739427936384,2583.027496049051
Harry Reid International Airport,LaGuardia Airport,3661.7844205536408,10,5379.1962785691085,6723.995348211386,5190.45254949651,4482.663565474257
Harry Reid International Airport,Detroit Metropolitan Airport,2846.2844748774096,7,4181.21907151888,5226.523839398599,4034.5096304129547,3484.349226265733
Harry Reid International Airport,Philadelphia International Airport,3552.6133805636773,9,5218.822978397402,6523.528722996752,5035.70638266416,4349.019148664501
Harry Reid International Airport,Salt Lake City International Airport,593.3271505110406,2,871.6032495218406,1089.5040619023007,841.0206793631796,726.3360412682003
Harry Reid International Airport,Ronald Reagan Washington National Airport,3407.310740087451,3,5005.372012106544,6256.71501513318,4829.744923962456,4171.14334342212
Harry Reid International Airport,San Diego International Airport,417.1274312013254,5,612.7641794019132,765.9552242523914,591.263681879039,510.6368161682609
Harry Reid International Airport,Baltimore/Washington International Airport,3435.8964891505293,3,5047.364750433006,6309.205938041257,4870.264232873953,4206.137292027504
Harry Reid International Airport,Tampa International Airport,3236.660584712723,5,4754.685304397469,5943.356630496835,4587.854241085277,3962.2377536645567
Harry Reid International Airport,Austin-Bergstrom International Airport,1766.8931138884946,4,2595.5828555907597,3244.47856948845,2504.509772938453,2162.9857129923
Harry Reid International Airport,Washington Dulles International Airport,3368.8881341098345,3,4948.9288370447875,6186.161046305984,4775.282211183568,4124.107364203989
Harry Reid International Airport,Nashville International Airport,2580.5735802967647,3,3790.887230222944,4738.6090377786795,3657.8736431975776,3159.0726918524533
Harry Reid International Airport,Paris Charles de Gaulle Airport,9088.553844488913,20,13351.172380174685,16688.965475218356,12882.710191396627,11125.976983478904
Orlando International Airport,Hartsfield-Jackson Atlanta International Airport,649.966862351454,11,954.8075270432117,1193.5094088040146,921.3055085504676,795.6729392026763
Orlando International Airport,Dallas/Fort Worth International Airport,1573.443359946531,14,2311.4033198830334,2889.254149853791,2230.301449009945,1926.1694332358609
Orlando International Airport,Denver International Airport,2461.506063592762,5,3615.975911261191,4519.9698890764885,3489.0995634976402,3013.3132593843256
Orlando International Airport,O'Hare International Airport,1610.8251844701751,17,2366.3175770509383,2957.8969713136726,2283.2888901368706,1971.931314209115
Orlando International Airport,Los Angeles International Airport,3509.303300644665,33,5155.200057447386,6444.000071809232,4974.3158449053735,4296.000047872822
Orlando International Airport,John F. Kennedy International Airport,1534.5095606671903,12,2254.209196979883,2817.7614962248535,2175.1141374367294,1878.5076641499022
Orlando International Airport,Harry Reid International Airport,3231.214747463129,4,4746.6853174779,5933.356646847375,4580.134955461132,3955.5710978982497
Orlando International Airport,Miami International Airport,310.4627398990814,6,456.07272938449154,570.0909117306144,440.07017747626384,380.06060782040964
Orlando International Airport,Charlotte Douglas International Airport,759.1822809771102,5,1115.2460198545039,1394.0575248181299,1076.1145805613635,929.3716832120865
Orlando International Airport,Seattle-Tacoma International Airport,4033.627300504417,7,5925.437019781618,7406.796274727021,5717.526948912087,4937.864183151347
Orlando International Airport,Phoenix Sky Harbor International Airport,2933.1672702471687,9,4308.85072752282,5386.063409403524,4157.662982697459,3590.70893960235
Orlando International Airport,Newark Liberty International Airport,1523.665527181615,12,2238.279208244646,2797.8490103058075,2159.743095674659,1865.232673537205
Orlando International Airport,San Francisco International Airport,3864.5652061193377,13,5677.0831888300345,7096.353986037543,5477.887287467578,4730.9026573583615
Orlando International Airport,George Bush Intercontinental Airport,1365.088431081358,13,2005.3279398901243,2506.6599248626553,1934.9655560343308,1671.1066165751035
Orlando International Airport,Logan International Airport,1823.1402542360718,9,2678.2104418406616,3347.7630523008265,2584.238145635726,2231.842034867218
Orlando International Airport,Fort Lauderdale-Hollywood International Airport,286.08737975948463,6,420.2650925897848,525.331365737231,405.51894899014326,350.2209104914873
Orlando International Airport,Minneapolis-Saint Paul International Airport,2093.0395072159135,7,3074.6950216178175,3843.368777022272,2966.8109857715785,2562.245851348181
Orlando International Airport,LaGuardia Airport,1543.6961687146884,12,2267.704411920555,2834.6305149006935,2188.135836063693,1889.753676600462
Orlando International Airport,Detroit Metropolitan Airport,1535.2343283533985,8,2255.273887631412,2819.092359539265,2176.1414705215384,1879.3949063595098
Orlando International Airport,Philadelphia International Airport,1399.377066978588,11,2055.698273430323,2569.622841787904,1983.5685094503117,1713.081894525269
Orlando International Airport,Salt Lake City International Airport,3064.119108273761,2,4501.220227985637,5626.525284982045,4343.282676126492,3751.016856654697
Orlando International Airport,Ronald Reagan Washington National Airport,1232.6397369992656,4,1810.7595435889546,2263.449429486193,1747.224121006886,1508.9662863241285
Orlando International Airport,San Diego International Airport,3402.6608883816143,6,4998.541335551273,6248.176669439091,4823.153920268773,4165.451112959394
Orlando International Airport,Baltimore/Washington International Airport,1278.456402034132,4,1878.064662008443,2347.5808275105537,1812.1676563239364,1565.0538850070357
Orlando International Airport,Tampa International Airport,-1,6,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Orlando International Airport,Austin-Bergstrom International Airport,1586.96740653072,4,2331.270273450405,2914.0878418130064,2249.4713164872333,1942.7252278753374
Orlando International Airport,Washington Dulles International Airport,1231.438874605194,4,1808.9954652655542,2261.244331581943,1745.5219401685176,1507.4962210546284
Orlando International Airport,Nashville International Airport,990.0514553201806,4,1454.3950414331146,1817.9938017913933,1403.3636364705494,1211.9958678609287
Orlando International Airport,Paris Charles de Gaulle Airport,7482.739071022512,23,10992.215144730511,13740.268930913138,10606.523385266284,9160.179287275425
Miami International Airport,Hartsfield-Jackson Atlanta International Airport,956.246610288182,13,1404.7354012934477,1755.9192516168098,1355.446439844555,1170.6128344112064
Miami International Airport,Dallas/Fort Worth International Airport,1790.8087838602175,16,2630.7152031394803,3288.3940039243503,2538.409406538095,2192.2626692829
Miami International Airport,Denver International Airport,2718.412590446279,6,3993.3740522969238,4991.717565371155,3853.2556644970323,3327.8117102474366
Miami International Airport,O'Hare International Airport,1915.900090987376,20,2814.4755277513855,3518.094409689232,2715.722000461864,2345.3962731261545
Miami International Airport,Los Angeles International Airport,3704.117514076833,38,5441.383997174849,6801.729996468561,5250.458242888013,4534.486664312374
Miami International Airport,John F. Kennedy International Airport,1772.9140024372591,14,2604.427598359723,3255.534497949654,2513.0441738558734,2170.356331966436
Miami International Airport,Harry Reid International Airport,3443.683331073564,5,5058.803695571087,6323.504619463858,4881.301811515962,4215.669746309239
Miami International Airport,Orlando International Airport,309.59928657860144,6,454.8043082119689,568.5053852649611,438.8462623097946,379.0035901766407
Miami International Airport,Charlotte Douglas International Airport,1045.556600180891,5,1535.932629227819,1919.9157865347736,1482.0402562724573,1279.943857689849
Miami International Airport,Seattle-Tacoma International Airport,4298.596261881623,8,6314.678954117306,7893.348692646632,6093.1112715167,5262.232461764421
Miami International Airport,Phoenix Sky Harbor International Airport,3127.3789535336746,10,4594.149544713008,5742.686930891261,4432.951315073957,3828.457953927507
Miami International Airport,Newark Liberty International Airport,1766.1800637085069,14,2594.535378067754,3243.1692225846923,2503.4990490127457,2162.112815056462
Miami International Airport,San Francisco International Airport,4081.9502948199975,15,5996.4239598463155,7495.529949807895,5786.023119149954,4997.019966538595
Miami International Airport,George Bush Intercontinental Airport,1541.5200279046858,15,2264.507640291645,2830.6345503645566,2185.0512318603596,1887.0897002430377
Miami International Airport,Logan International Airport,2048.404925636925,10,3009.126395082211,3761.407993852763,2903.5430127986247,2507.6053292351753
Miami International Airport,Fort Lauderdale-Hollywood International Airport,-1,6,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Miami International Airport,Minneapolis-Saint Paul International Airport,2394.6444949940983,8,3517.7556285579158,4397.194535697395,3394.325606503253,2931.463023798263
Miami International Airport,LaGuardia Airport,1783.8177431652184,14,2620.4452976041403,3275.5566220051755,2528.4998485653987,2183.704414670117
Miami International Airport,Detroit Metropolitan Airport,1833.816582434189,9,2693.894069907278,3367.3675873840975,2599.3714709631636,2244.9117249227315
Miami International Airport,Philadelphia International Airport,1647.6539160102418,13,2420.419335344725,3025.524169180906,2335.4923411221034,2017.0161127872707
Miami International Airport,Salt Lake City International Airport,3311.7176596144545,3,4864.94486411525,6081.181080144063,4694.245044321733,4054.120720096042
Miami International Airport,Ronald Reagan Washington National Airport,1494.6114038397002,4,2195.5984236302734,2744.4980295378414,2118.559882450264,1829.6653530252277
Miami International Airport,San Diego International Airport,3588.666233799585,7,5271.784964053857,6589.731205067321,5086.810053034424,4393.154136711547
Miami International Airport,Baltimore/Washington International Airport,1537.936520427306,4,2259.243433590031,2824.054291987539,2179.9717341658197,1882.7028613250257
Miami International Airport,Tampa International Airport,329.5293000399173,7,484.0816882896124,605.1021103620155,467.0963658934857,403.4014069080103
Miami International Airport,Austin-Bergstrom International Airport,1761.5422456333047,5,2587.7223790307885,3234.6529737884853,2496.925102573568,2156.43531585899
Miami International Airport,Washington Dulles International Airport,1498.1998364691124,4,2200.869865427251,2751.0873317840637,2123.6463613771725,1834.0582211893761
Miami International Airport,Nashville International Airport,1293.5710105062014,4,1900.26816617669,2375.335207720863,1833.5920901704908,1583.5568051472414
Miami International Airport,Paris Charles de Gaulle Airport,7623.157902813339,27,11198.491749429168,13998.114686786457,10805.562214361478,9332.076457857638
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,364.07222496321737,11,534.8255748372027,668.5319685465034,516.0597651937923,445.6879790310022
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,1494.8656137723624,14,2195.9718604486934,2744.9648255608663,2118.9202162224237,1829.9765503739109
Charlotte Douglas International Airport,Denver International Airport,2129.5619929853115,5,3128.346901950285,3910.433627437856,3018.580343987118,2606.9557516252376
Charlotte Douglas International Airport,O'Hare International Airport,961.4874794241326,17,1412.4342880969234,1765.5428601211543,1362.8751902689614,1177.0285734141028
Charlotte Douglas International Airport,Los Angeles International Airport,3363.494829306384,33,4941.006020790213,6176.257525987767,4767.637388481786,4117.5050173251775
Charlotte Douglas International Airport,John F. Kennedy International Airport,875.5515945431964,12,1286.1936526426978,1607.7420658033723,1241.0640507955857,1071.8280438689146
Charlotte Douglas International Airport,Harry Reid International Airport,3036.54425028658,4,4460.712498302225,5575.8906228777805,4304.196270291622,3717.260415251854
Charlotte Douglas International Airport,Orlando International Airport,754.0397854247005,5,1107.691644784576,1384.6145559807203,1068.8252712833632,923.0763706538135
Charlotte Douglas International Airport,Miami International Airport,1055.4702090769206,5,1550.4958153567964,1938.1197691959953,1496.0924534144528,1292.0798461306633
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,3603.717188574698,7,5293.894960333473,6617.368700416841,5108.144259970896,4411.579133611228
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,2814.353475435883,9,4134.312128444147,5167.890160555184,3989.248544989967,3445.2601070367887
Charlotte Douglas International Airport,Newark Liberty International Airport,854.7768650250047,12,1255.67537661168,1569.5942207645999,1211.6165914674104,1046.3961471763998
Charlotte Douglas International Airport,San Francisco International Airport,3629.8154636653085,13,5332.23357564258,6665.2919695532255,5145.137660707754,4443.527979702149
Charlotte Douglas International Airport,George Bush Intercontinental Airport,1457.9702340766682,13,2141.772195377896,2677.2152442223696,2066.622293785689,1784.810162814913
Charlotte Douglas International Airport,Logan International Airport,1178.2885808321491,9,1730.9171762040723,2163.6464702550907,1670.1832401969123,1442.4309801700604
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,1025.01868860426,5,1505.7622410142244,1882.2028012677806,1452.9284781716203,1254.8018675118537
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,1487.016333887357,7,2184.4411933482843,2730.5514916853554,2107.7941339325553,1820.36766112357
Charlotte Douglas International Airport,LaGuardia Airport,879.5683379130785,12,1292.0942870071779,1615.1178587589723,1246.7576453578033,1076.745239172648
Charlotte Douglas International Airport,Detroit Metropolitan Airport,803.5706067903895,8,1180.4528943188955,1475.5661178986193,1139.0334945182326,983.710745265746
Charlotte Douglas International Airport,Philadelphia International Airport,724.8770665195759,11,1064.8513322509166,1331.0641653136458,1027.4881276105339,887.3761102090971
Charlotte Douglas International Airport,Salt Lake City International Airport,2742.1826517702457,2,4028.2924993517368,5035.365624189671,3886.9489028832554,3356.9104161264468
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,534.5872163368404,4,785.3137253380332,981.6421566725415,757.7588577823128,654.428104448361
Charlotte Douglas International Airport,San Diego International Airport,3289.4046960194587,6,4832.166907537484,6040.208634421855,4662.617191483538,4026.8057562812364
Charlotte Douglas International Airport,Baltimore/Washington International Airport,583.3479741771591,4,856.9437442005842,1071.17968025073,826.8755426496865,714.11978683382
Charlotte Douglas International Airport,Tampa International Airport,816.4489811847021,6,1199.3713492740976,1499.2141865926221,1157.2881440364104,999.4761243950815
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,1647.7042507264232,4,2420.4932775234197,3025.6165969042745,2335.563688838388,2017.0777312695163
Charlotte Douglas International Airport,Washington Dulles International Airport,519.9645016832078,4,763.8328178859485,954.7910223574355,737.0316663811785,636.5273482382904
Charlotte Douglas International Airport,Nashville International Airport,526.6059129846142,4,773.5891145036426,966.9863931295531,746.4456368017604,644.657595419702
Charlotte Douglas International Airport,Paris Charles de Gaulle Airport,6910.626773255556,23,10151.77671646107,12689.720895576336,9795.57402465542,8459.813930384224
Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,3564.1026128321414,17,5235.700770305422,6544.625962881778,5051.991971347338,4363.083975254519
Seattle-Tacoma International Airport,Dallas/Fort Worth International Airport,2702.9680273574295,21,3970.685841646035,4963.357302057543,3831.363531412841,3308.904868038362
Seattle-Tacoma International Airport,Denver International Airport,1659.1827623868949,8,2437.3553207559335,3046.694150944917,2351.8340814311646,2031.129433963278
Seattle-Tacoma International Airport,O'Hare International Airport,2798.7521833282563,26,4111.393681368138,5139.2421017101715,3967.134253951712,3426.1614011401143
Seattle-Tacoma International Airport,Los Angeles International Airport,1549.0288810443096,50,2275.5382172525033,2844.4227715656284,2195.694771033117,1896.281847710419
Seattle-Tacoma International Airport,John F. Kennedy International Airport,3958.6559812277956,18,5815.303435895965,7269.129294869956,5611.257701303125,4846.08619657997
Seattle-Tacoma International Airport,Harry Reid International Airport,1405.1789862039434,6,2064.221348172356,2580.276685215445,1991.7925289382385,1720.1844568102965
Seattle-Tacoma International Airport,Orlando International Airport,4185.333167369918,7,6148.294386779924,7685.367983474904,5932.564759173611,5123.578655649935
Seattle-Tacoma International Airport,Miami International Airport,4471.323087785528,8,6568.416310662959,8210.5203883287,6337.9455629204,5473.680258885799
Seattle-Tacoma International Airport,Charlotte Douglas International Airport,3724.3161208533907,7,5471.055943397264,6838.819929246578,5279.089068190343,4559.213286164385
Seattle-Tacoma International Airport,Phoenix Sky Harbor International Airport,1798.016542211683,13,2641.303468981511,3301.629336226888,2548.6261542804054,2201.0862241512586
Seattle-Tacoma International Airport,Newark Liberty International Airport,3925.128571824101,18,5766.051351343389,7207.564189179235,5563.733760068183,4805.0427927861565
Seattle-Tacoma International Airport,San Francisco International Airport,1088.7241507319852,19,1599.3461731754119,1999.1827164692647,1543.22876359031,1332.7884776461767
Seattle-Tacoma International Airport,George Bush Intercontinental Airport,3056.8537985854186,19,4490.547418680202,5613.184273350252,4332.98435135809,3742.122848900168
Seattle-Tacoma International Airport,Logan International Airport,4081.7957743559336,13,5996.196967809157,7495.246209761447,5785.804091745678,4996.830806507631
Seattle-Tacoma International Airport,Fort Lauderdale-Hollywood International Airport,4458.353491993291,8,6549.363850603174,8186.704813253967,6319.561610231132,5457.803208835977
Seattle-Tacoma International Airport,Minneapolis-Saint Paul International Airport,2270.5482022396427,10,3335.4569895604673,4169.3212369505845,3218.423410979399,2779.5474913003895
Seattle-Tacoma International Airport,LaGuardia Airport,3944.2795540690076,18,5794.184327125498,7242.730408906873,5590.8796138930265,4828.486939271248
Seattle-Tacoma International Airport,Detroit Metropolitan Airport,3139.546949719022,12,4612.024447296151,5765.030559120189,4450.199028092778,3843.3537060801254
Seattle-Tacoma International Airport,Philadelphia International Airport,3887.2539887471025,17,5710.413227155471,7138.016533944337,5510.047850764051,4758.677689296225
Seattle-Tacoma International Airport,Salt Lake City International Airport,1113.041529971466,3,1635.0686354742143,2043.8357943427675,1577.6978061593295,1362.5571962285117
Seattle-Tacoma International Airport,Ronald Reagan Washington National Airport,3805.0612867141235,6,5589.671363046908,6987.089203808634,5393.542543290876,4658.059469205756
Seattle-Tacoma International Airport,San Diego International Airport,1706.9601182878323,9,2507.5407127794588,3134.4258909743235,2419.5568281205306,2089.617260649549
Seattle-Tacoma International Airport,Baltimore/Washington International Airport,3815.424814332679,6,5604.895484075352,7006.11935509419,5408.232484634112,4670.746236729459
Seattle-Tacoma International Airport,Tampa International Airport,4129.439810262783,9,6066.186511488352,7582.733139360441,5853.337861962446,5055.155426240293
Seattle-Tacoma International Airport,Austin-Bergstrom International Airport,2887.128989319135,7,4241.220053240156,5301.525066550194,4092.4053145299754,3534.3500443667963
Seattle-Tacoma International Airport,Washington Dulles International Airport,3766.766257341457,6,5533.415599235996,6916.769499044994,5339.260665929471,4611.179666029996
Seattle-Tacoma International Airport,Nashville International Airport,3225.297405516993,6,4737.992685656919,5922.49085707115,4571.747328265449,3948.3272380474323
Seattle-Tacoma International Airport,Paris Charles de Gaulle Airport,8348.330855340168,35,12263.777741050024,15329.722176312529,11833.469750135988,10219.814784208353
Phoenix Sky Harbor International Airport,Hartsfield-Jackson Atlanta International Airport,2580.8832666920366,20,3791.342162494658,4739.177703118323,3658.3126129334423,3159.4518020788814
Phoenix Sky Harbor International Airport,Dallas/Fort Worth International Airport,1403.4438328788642,25,2061.6723913695955,2577.0904892119943,1989.3330092162767,1718.0603261413294
Phoenix Sky Harbor International Airport,Denver International Airport,972.979376477327,10,1429.3159945991583,1786.6449932489477,1379.1645561921707,1191.0966621659652
Phoenix Sky Harbor International Airport,O'Hare International Airport,2339.614812344196,32,3436.9164992908695,4296.145624113587,3316.3229379122427,2864.0970827423907
Phoenix Sky Harbor International Airport,Los Angeles International Airport,593.7060689852996,60,872.1598843786536,1090.1998554733168,841.5577831723851,726.799903648878
Phoenix Sky Harbor International Airport,John F. Kennedy International Airport,3515.557856954383,22,5164.388060388382,6455.485075485477,4983.181461778264,4303.656716990317
Phoenix Sky Harbor International Airport,Harry Reid International Airport,410.5851922150856,7,603.1535678621518,753.9419598276899,581.9902847792694,502.6279732184599
Phoenix Sky Harbor International Airport,Orlando International Airport,3012.559591932796,9,4425.478806161517,5531.848507701898,4270.198848050588,3687.8990051345977
Phoenix Sky Harbor International Airport,Miami International Airport,3217.7971742526524,10,4726.974774313179,5908.718467891474,4561.116010302191,3939.1456452609823
Phoenix Sky Harbor International Airport,Charlotte Douglas International Airport,2887.363053206674,9,4241.563895325924,5301.954869157405,4092.737091981155,3534.6365794382696
Phoenix Sky Harbor International Airport,Seattle-Tacoma International Airport,1769.4350583105156,13,2599.316996218623,3249.1462452732785,2508.1128910881453,2166.097496848852
Phoenix Sky Harbor International Airport,Newark Liberty International Airport,3481.1754293764125,22,5113.879945973599,6392.349932466998,4934.44556190435,4261.566621644665
Phoenix Sky Harbor International Airport,San Francisco International Airport,1042.8282718375926,23,1531.9246888399011,1914.9058610498764,1478.1729453718347,1276.603907366584
Phoenix Sky Harbor International Airport,George Bush Intercontinental Airport,1634.1325042129174,23,2400.556252304416,3000.69531538052,2316.32620836391,2000.463543587013
Phoenix Sky Harbor International Airport,Logan International Airport,3758.7425288623826,16,5521.628665485166,6902.035831856457,5327.887308801477,4601.3572212376375
Phoenix Sky Harbor International Airport,Fort Lauderdale-Hollywood International Airport,3217.6290156450686,10,4726.727747712966,5908.409684641208,4560.877651301986,3938.9397897608046
Phoenix Sky Harbor International Airport,Minneapolis-Saint Paul International Airport,2073.5206623633735,12,3046.021652152535,3807.527065190668,2939.143699445429,2538.351376793779
Phoenix Sky Harbor International Airport,LaGuardia Airport,3507.6580195848737,22,5152.783123860485,6440.978904825606,4971.983716005731,4293.9859365504035
Phoenix Sky Harbor International Airport,Detroit Metropolitan Airport,2719.300843771726,14,3994.6789049135473,4993.348631141934,3854.5147328113176,3328.8990874279557
Phoenix Sky Harbor International Airport,Philadelphia International Airport,3386.129213786589,20,4974.2561477174595,6217.820184646825,4799.720844288777,4145.213456431216
Phoenix Sky Harbor International Airport,Salt Lake City International Airport,821.4504492016295,4,1206.7185535477918,1508.3981919347395,1164.377551668922,1005.5987946231596
Phoenix Sky Harbor International Airport,Ronald Reagan Washington National Airport,3226.3031522060933,7,4739.470137146643,5924.3376714333035,4573.1729393520245,3949.558447622202
Phoenix Sky Harbor International Airport,San Diego International Airport,489.1746322810757,11,718.6022057352374,898.2527571690467,693.3880932532994,598.8351714460312
Phoenix Sky Harbor International Airport,Baltimore/Washington International Airport,3259.498676212748,7,4788.2346788819395,5985.293348602425,4620.226444535205,3990.195565734949
Phoenix Sky Harbor International Airport,Tampa International Airport,2913.1798944071998,10,4279.489081563207,5349.361351954008,4129.331569929411,3566.2409013026722
Phoenix Sky Harbor International Airport,Austin-Bergstrom International Airport,1411.4215407179856,8,2073.391720360903,2591.739650451129,2000.6411336815736,1727.8264336340858
Phoenix Sky Harbor International Airport,Washington Dulles International Airport,3189.071122178751,7,4684.775929524128,5855.969911905158,4520.397826733807,3903.9799412701054
Phoenix Sky Harbor International Airport,Nashville International Airport,2353.103295968796,7,3456.73121053103,4320.914013163787,3335.4423961264324,2880.6093421091914
Phoenix Sky Harbor International Airport,Paris Charles de Gaulle Airport,9157.244320410002,43,13452.079345198037,16815.099181497546,12980.076561156004,11210.066120998363
Newark Liberty International Airport,Hartsfield-Jackson Atlanta International Airport,1194.185666175068,28,1754.2701463671262,2192.837682958908,1692.7168078981047,1461.891788639272
Newark Liberty International Airport,Dallas/Fort Worth International Airport,2185.6255181869838,35,3210.7047557975916,4013.38094474699,3098.048448576624,2675.587296497993
Newark Liberty International Airport,Denver International Airport,2549.129004896803,14,3744.6948487099203,4680.8685608874,3613.302047000801,3120.5790405916005
Newark Liberty International Airport,O'Hare International Airport,1149.3604387652485,44,1688.4214592856356,2110.5268241070444,1629.1786010650872,1407.0178827380296
Newark Liberty International Airport,Los Angeles International Airport,3874.8959885584677,85,5692.259206877235,7115.324008596543,5492.530813653472,4743.549339064361
Newark Liberty International Airport,John F. Kennedy International Airport,-1,31,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Newark Liberty International Airport,Harry Reid International Airport,3521.350096923319,10,5172.896916210311,6466.121145262889,4991.391761255564,4310.747430175259
Newark Liberty International Airport,Orlando International Airport,1503.0912942203383,12,2208.05546357019,2760.0693294627376,2130.579833269482,1840.046219641825
Newark Liberty International Airport,Miami International Airport,1738.5940680983665,14,2554.0112871098668,3192.514108887333,2464.396855983205,2128.342739258222
Newark Liberty International Airport,Charlotte Douglas International Airport,848.2633056338929,12,1246.1068956710105,1557.633619588763,1202.383846700098,1038.4224130591754
Newark Liberty International Airport,Seattle-Tacoma International Airport,3791.40347481901,18,5569.607906960521,6962.009883700651,5374.183068119802,4641.339922467101
Newark Liberty International Airport,Phoenix Sky Harbor International Airport,3375.5892481209503,22,4958.77283751312,6198.466046891399,4784.780808126695,4132.310697927599
Newark Liberty International Airport,San Francisco International Airport,4046.3044242625665,33,5944.059835630642,7430.074794538302,5735.4963326260595,4953.383196358867
Newark Liberty International Airport,George Bush Intercontinental Airport,2229.4023475809445,33,3275.0133361830926,4093.7666702288657,3160.10058754509,2729.177780152577
Newark Liberty International Airport,Logan International Airport,323.0519319187001,23,474.56637266999286,593.2079658374911,457.91492099736155,395.471977224994
Newark Liberty International Airport,Fort Lauderdale-Hollywood International Airport,1705.6097756188901,14,2505.557046504952,3131.9463081311897,2417.642764171445,2087.964205420793
Newark Liberty International Airport,Minneapolis-Saint Paul International Airport,1607.3224574986052,17,2361.172037683696,2951.4650471046198,2278.323896010584,1967.6433647364133
Newark Liberty International Airport,LaGuardia Airport,-1,31,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Newark Liberty International Airport,Detroit Metropolitan Airport,780.7601175105733,20,1146.9440677594725,1433.680084699341,1106.7004162591404,955.7867231328937
Newark Liberty International Airport,Philadelphia International Airport,-1,29,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Newark Liberty International Airport,Salt Lake City International Airport,3118.7058525226594,6,4581.408676512184,5726.76084564023,4420.657494880178,3817.8405637601527
Newark Liberty International Airport,Ronald Reagan Washington National Airport,319.363152122805,10,469.1475199272801,586.4343999091001,452.6862034386037,390.9562666060667
Newark Liberty International Airport,San Diego International Airport,3831.3575422277427,15,5628.300813487842,7035.376016859802,5430.816574418094,4690.250677906534
Newark Liberty International Airport,Baltimore/Washington International Airport,271.4854277094405,10,398.8146856006245,498.51835700078067,384.82118786025177,332.34557133385374
Newark Liberty International Airport,Tampa International Airport,1597.3621612951802,15,2346.5402674543584,2933.1753343179475,2264.2055212278897,1955.4502228786314
Newark Liberty International Airport,Austin-Bergstrom International Airport,2392.668066924099,11,3514.852236851041,4393.565296063801,3391.5240881896016,2929.0435307092007
Newark Liberty International Airport,Washington Dulles International Airport,340.77910255263845,10,500.6077556002373,625.7596945002966,483.0425711932115,417.1731296668643
Newark Liberty International Airport,Nashville International Airport,1195.490864620577,10,1756.1874953463473,2195.234369182934,1694.5668814745459,1463.4895794552895
Newark Liberty International Airport,Paris Charles de Gaulle Airport,6017.158504873929,60,8839.263298871245,11049.079123589054,8529.113709437166,7366.0527490593695
San Francisco International Airport,Hartsfield-Jackson Atlanta International Airport,3492.019261719576,30,5129.8096392287125,6412.26204903589,4949.816318554022,4274.841366023927
San Francisco International Airport,Dallas/Fort Worth International Airport,2379.498581518061,37,3495.5061370399226,4369.382671299903,3372.8567988981717,2912.9217808666017
San Francisco International Airport,Denver International Airport,1565.4281835454506,14,2299.628949216437,2874.536186520546,2218.9402141562114,1916.357457680364
San Francisco International Airport,O'Hare International Airport,3006.8505516083133,47,4417.092171411727,5521.365214264657,4262.106481186754,3680.910142843105
San Francisco International Airport,Los Angeles International Airport,545.3344071130042,89,801.101451208436,1001.376814010545,772.9926283590174,667.5845426736967
San Francisco International Airport,John F. Kennedy International Airport,4234.241054465924,33,6220.140539923953,7775.17567490494,6001.889994663464,5183.450449936627
San Francisco International Airport,Harry Reid International Airport,668.312596938767,11,981.7575863273598,1227.1969829091997,947.3099517193825,818.1313219394665
San Francisco International Airport,Orlando International Airport,4003.5973570957567,13,5881.322746171517,7351.653432714395,5674.960544551464,4901.102288476264
San Francisco International Airport,Miami International Airport,4237.3842027438195,15,6224.757854756726,7780.947318445908,6006.345298449474,5187.298212297272
San Francisco International Airport,Charlotte Douglas International Airport,3752.1976530634997,13,5512.014180442454,6890.017725553068,5318.610174111141,4593.345150368711
San Francisco International Airport,Seattle-Tacoma International Airport,1099.477488098799,20,1615.142928446171,2018.9286605577133,1558.4712467463055,1345.9524403718087
San Francisco International Airport,Phoenix Sky Harbor International Airport,1052.6899649335642,24,1546.411610162872,1933.0145127035898,1492.151553665929,1288.6763418023932
San Francisco International Airport,Newark Liberty International Airport,4198.983763798312,33,6168.347243276802,7710.434054096002,5951.914006670599,5140.289369397334
San Francisco International Airport,George Bush Intercontinental Airport,2661.2136217228262,35,3909.3482210742686,4886.685276342836,3772.1781080541195,3257.790184228557
San Francisco International Airport,Logan International Airport,4430.906787023631,24,6509.044378926178,8136.305473657721,6280.6568568585935,5424.203649105148
