source airport,destination airport,distance (weighted in km),number of passengers for 2% market share (flight demand),Fuel for Boeing 737-600 (Gallons),Fuel for Boeing 767-800 (Gallons),Fuel for Airbus A200-100 (Gallons),Fuel for Airbus A220-300 (Gallons)
San Francisco International Airport,Fort Lauderdale-Hollywood International Airport,4233.604609465739,15,6219.205596141545,7774.006995176931,6000.987855926053,5182.671330117954
San Francisco International Airport,Minneapolis-Saint Paul International Airport,2584.6343005795543,18,3796.852467092401,4746.065583865502,3663.6295735102126,3164.043722577001
San Francisco International Airport,LaGuardia Airport,4223.111260030576,33,6203.790765624893,7754.738457031115,5986.113896655599,5169.825638020743
San Francisco International Airport,Detroit Metropolitan Airport,3391.6720574146916,21,4982.398637933329,6227.9982974166605,4807.577633093563,4151.99886494444
San Francisco International Airport,Philadelphia International Airport,4126.1828864189465,30,6061.402059262818,7576.752574078521,5848.721285253597,5051.1683827190145
San Francisco International Airport,Salt Lake City International Airport,966.8801432779416,6,1420.3561627903543,1775.4452034879428,1370.5191044468334,1183.6301356586284
San Francisco International Airport,Ronald Reagan Washington National Airport,3994.7512137465083,10,5868.327677123522,7335.409596404403,5662.421442838488,4890.2730642696015
San Francisco International Airport,San Diego International Airport,722.0032822129587,16,1060.6297156639882,1325.7871445799851,1023.4146379213921,883.8580963866566
San Francisco International Airport,Baltimore/Washington International Airport,4019.147982915478,10,5904.166763986803,7380.208454983504,5697.003017882004,4920.138969989002
San Francisco International Airport,Tampa International Airport,3915.309347053597,15,5751.626816396041,7189.533520495051,5549.815349154075,4793.0223469966995
San Francisco International Airport,Austin-Bergstrom International Airport,2445.69848222469,12,3592.754423291821,4490.943029114776,3466.692864579828,2993.9620194098507
San Francisco International Airport,Washington Dulles International Airport,3955.6042713324755,10,5810.8204449202985,7263.525556150374,5606.932008256429,4842.350370766915
San Francisco International Airport,Nashville International Airport,3209.5155553811046,10,4714.808997113324,5893.511246391655,4549.37710247777,3929.0074975944362
San Francisco International Airport,Paris Charles de Gaulle Airport,9332.573795977012,64,13709.640018950355,17137.05002368794,13228.600018285431,11424.700015791961
George Bush Intercontinental Airport,Hartsfield-Jackson Atlanta International Airport,1113.8122115206945,30,1636.2007740289314,2045.2509675361644,1578.7902205542323,1363.5006450241094
George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,360.50659535497465,37,529.5876308960586,661.9845386200732,511.00560875935486,441.3230257467154
George Bush Intercontinental Airport,Denver International Airport,1379.305133414755,15,2026.212411366949,2532.765514208686,1955.1172390382844,1688.5103428057905
George Bush Intercontinental Airport,O'Hare International Airport,1501.4390561237205,47,2205.6283100297605,2757.0353875372007,2128.237843011173,1838.0235916914671
George Bush Intercontinental Airport,Los Angeles International Airport,2195.2790842281274,90,3224.8859364897066,4031.107420612133,3111.732043981296,2687.404947074755
George Bush Intercontinental Airport,John F. Kennedy International Airport,2303.39269854301,33,3383.705868247825,4229.632335309781,3264.9793465549196,2819.7548902065205
George Bush Intercontinental Airport,Harry Reid International Airport,1946.9803076428027,11,2860.1326627895855,3575.165828486982,2759.777130761881,2383.4438856579877
George Bush Intercontinental Airport,Orlando International Airport,1382.0367051679445,13,2030.225116354967,2537.7813954437083,1958.9891473600562,1691.8542636291388
George Bush Intercontinental Airport,Miami International Airport,1563.167358404065,15,2296.3077754961123,2870.3847193701404,2215.735572847126,1913.5898129134266
George Bush Intercontinental Airport,Charlotte Douglas International Airport,1477.3197732115725,13,2170.1968531273455,2712.7460664091814,2094.0495951228777,1808.497377606121
George Bush Intercontinental Airport,Seattle-Tacoma International Airport,2975.1409221217996,20,4370.510422914673,5463.1380286433405,4217.159180005387,3642.09201909556
George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,1610.4898137915043,24,2365.824914321663,2957.2811429020785,2282.8135138191487,1971.5207619347188
George Bush Intercontinental Airport,Newark Liberty International Airport,2274.9679124052964,33,3341.9495859956896,4177.436982494612,3224.6881970133845,2784.957988329741
George Bush Intercontinental Airport,San Francisco International Airport,2599.07134826898,35,3818.060628001213,4772.575785001517,3684.093588422224,3181.7171900010107
George Bush Intercontinental Airport,Logan International Airport,2599.309019820506,24,3818.4097697798265,4773.012212224783,3684.430479612114,3182.008141483189
George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,1564.4822262224134,15,2298.2393288763633,2872.7991610954537,2217.599352424561,1915.1994407303023
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,1680.7340381813221,18,2469.0143506816416,3086.267938352052,2382.382268201585,2057.511958901368
George Bush Intercontinental Airport,LaGuardia Airport,2302.3220298041338,33,3382.133045647069,4227.6663070588365,3263.461710712085,2818.4442047058906
George Bush Intercontinental Airport,Detroit Metropolitan Airport,1745.6302053597672,21,2564.3474399318575,3205.434299914822,2474.370336776354,2136.9561999432144
George Bush Intercontinental Airport,Philadelphia International Airport,2151.5709838152034,31,3160.678319633612,3950.847899542014,3049.7773259622572,2633.898599694676
George Bush Intercontinental Airport,Salt Lake City International Airport,1907.655999417463,6,2802.3648785159635,3502.956098144954,2704.0362862873335,2335.3040654299693
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,1959.9834116829338,10,2879.2343467854835,3599.042933481855,2778.2085802316074,2399.3619556545696
George Bush Intercontinental Airport,San Diego International Airport,2076.3784493993235,16,3050.219768596102,3812.7747107451273,2943.1945135576425,2541.849807163418
George Bush Intercontinental Airport,Baltimore/Washington International Airport,2005.306629449828,10,2945.8145864566095,3682.268233070761,2842.452671142343,2454.845488713841
George Bush Intercontinental Airport,Tampa International Airport,1274.0410887651321,16,1871.5785246563894,2339.4731558204867,1805.9091027386216,1559.648770546991
George Bush Intercontinental Airport,Austin-Bergstrom International Airport,-1,12,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
George Bush Intercontinental Airport,Washington Dulles International Airport,1931.6065623902298,10,2837.5484842163946,3546.9356052704934,2737.9853795070485,2364.6237368469956
George Bush Intercontinental Airport,Nashville International Airport,1062.0961085680121,10,1560.2293249770223,1950.2866562212778,1505.4844363813374,1300.1911041475184
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,8372.238545747063,64,12298.898366541818,15373.622958177271,11867.35807297895,10249.08197211818
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,1512.7410144656446,21,2222.230994751498,2777.7887434393724,2144.2579773917964,1851.8591622929148
Logan International Airport,Dallas/Fort Worth International Airport,2484.103383076064,26,3649.171589354069,4561.4644866925855,3521.130480955681,3040.9763244617234
Logan International Airport,Denver International Airport,2783.2769106867063,10,4088.6603580910996,5110.825447613874,3945.1985911405345,3407.2169650759156
Logan International Airport,O'Hare International Airport,1383.86412804955,32,2032.909618017306,2541.1370225216324,1961.579455981611,1694.091348347755
Logan International Airport,Los Angeles International Airport,4118.240982820358,61,6049.735327042732,7562.169158803415,5837.463912058777,5041.446105868943
Logan International Airport,John F. Kennedy International Airport,299.61181233398116,22,440.13261318060404,550.1657664757549,424.6893635953197,366.7771776505033
Logan International Airport,Harry Reid International Airport,3760.368057355639,8,5524.01658236322,6905.020727954023,5330.191439122405,4603.347151969349
Logan International Airport,Orlando International Airport,1793.760924766775,9,2635.0519263199135,3293.8149078998918,2542.5939639928993,2195.876605266594
Logan International Airport,Miami International Airport,2011.3900079594,10,2954.751127574688,3693.4389094683597,2851.075649414173,2462.29260631224
Logan International Airport,Charlotte Douglas International Airport,1165.9469913363594,9,1712.7872633903241,2140.984079237905,1652.6894646748742,1427.3227194919364
Logan International Airport,Seattle-Tacoma International Airport,3937.3756905979144,13,5784.042485764494,7230.053107205617,5581.093626614863,4820.035404803744
Logan International Airport,Phoenix Sky Harbor International Airport,3635.939904234464,16,5341.230437318271,6676.538046647837,5153.818843026402,4451.025364431892
Logan International Airport,Newark Liberty International Airport,322.117138445863,22,473.19315213246165,591.491440165577,456.58988363658585,394.3276267770513
Logan International Airport,San Francisco International Airport,4261.23027608969,24,6259.787964197522,7824.734955246902,6040.146281243224,5216.489970164601
Logan International Airport,George Bush Intercontinental Airport,2539.99234950237,24,3731.273014693577,4664.091268366971,3600.35115452889,3109.394178911314
Logan International Airport,Fort Lauderdale-Hollywood International Airport,1978.3475226022224,10,2906.211401076772,3632.7642513459646,2804.2390712144293,2421.842834230643
Logan International Airport,Minneapolis-Saint Paul International Airport,1790.5397281457897,12,2630.31995772589,3287.8999471573625,2538.0280293846313,2191.9332981049088
Logan International Airport,LaGuardia Airport,296.5185405151034,22,435.58856734237463,544.4857091779683,420.3047579619404,362.99047278531214
Logan International Airport,Detroit Metropolitan Airport,1011.0309864161861,15,1485.2141729375014,1856.5177161718768,1433.1013949396945,1237.6784774479179
Logan International Airport,Philadelphia International Airport,449.6047543021551,21,660.4736771487673,825.5920964359591,637.2991621610913,550.394730957306
Logan International Airport,Salt Lake City International Airport,3332.1495739622806,4,4894.9595413876095,6118.699426734512,4723.206575023132,4079.1329511563404
Logan International Airport,Ronald Reagan Washington National Airport,640.3480887507968,7,940.6774567783896,1175.846820972987,907.671230224762,783.897880648658
Logan International Airport,San Diego International Airport,4083.2813980507253,11,5998.379363202376,7497.97420400297,5787.909911861943,4998.649469335313
Logan International Airport,Baltimore/Washington International Airport,592.7621014190373,7,870.7731870102815,1088.4664837628518,840.219741852026,725.6443225085678
Logan International Airport,Tampa International Airport,1893.8067357044542,11,2782.0201778809997,3477.5252223512493,2684.4054347974557,2318.350148234166
Logan International Airport,Austin-Bergstrom International Airport,2698.6302828115845,8,3964.313653488965,4955.392066861206,3825.214928805143,3303.5947112408044
Logan International Airport,Washington Dulles International Airport,661.7469453668143,7,972.1125814756299,1215.1407268445373,938.0033680905201,810.0938178963581
Logan International Airport,Nashville International Airport,1505.375667156531,7,2211.411229225934,2764.264036532418,2133.8178527618666,1842.8426910216117
Logan International Airport,Paris Charles de Gaulle Airport,5678.063133676458,44,8341.128960708962,10426.411200886201,8048.45776910514,6950.940800590802
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,933.4748136023289,13,1371.2834145240158,1714.1042681550196,1323.1682069968574,1142.7361787700129
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,1786.8843926807838,16,2624.950235024599,3281.187793780749,2532.8467180061925,2187.458529187166
Fort Lauderdale-Hollywood International Airport,Denver International Airport,2708.3545737742384,6,3978.5987297660995,4973.248412207624,3838.9987743357106,3315.4989414717497
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,1891.3957007221059,20,2778.478344470013,3473.0979305875157,2680.9878762429953,2315.398620391677
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,3703.9155003529686,38,5441.087237085552,6801.35904635694,5250.171895433428,4534.239364237959
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,1738.8278562289274,14,2554.354724106001,3192.9434051325015,2464.728242558422,2128.6289367550007
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,3440.941136678447,5,5054.775385820647,6318.469232275807,4877.4148459672915,4212.3128215172055
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,285.3540285574186,6,419.1877926715003,523.9847408393754,404.4794490689915,349.3231605595835
Fort Lauderdale-Hollywood International Airport,Miami International Airport,-1,6,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,1015.6663429156415,5,1492.0235558961908,1865.0294448702382,1439.6718521805349,1243.3529632468255
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,4286.608361591002,8,6297.068614123174,7871.335767653967,6076.118838189028,5247.557178435977
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,3127.2201140752695,10,4593.916208031923,5742.395260039904,4432.726165644838,3828.263506693269
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,1732.1509344416877,14,2544.546262245544,3180.6828278069297,2455.2639372544722,2120.455218537953
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,4078.4428754292962,15,5991.271527270564,7489.089409088205,5781.051473682123,4992.726272725469
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,1542.7987136827187,15,2266.386041909186,2832.9825523864824,2186.863724649215,1888.6550349243216
Fort Lauderdale-Hollywood International Airport,Logan International Airport,2014.1453686844798,10,2958.798778789563,3698.4984734869536,2854.981277779403,2465.6656489913025
Fort Lauderdale-Hollywood International Airport,Minneapolis-Saint Paul International Airport,2372.687439126893,8,3485.5005038306804,4356.875629788351,3363.202240538377,2904.5837531922334
Fort Lauderdale-Hollywood International Airport,LaGuardia Airport,1749.7479167678498,14,2570.396397308554,3212.9954966356922,2480.20705003457,2141.996997757128
Fort Lauderdale-Hollywood International Airport,Detroit Metropolitan Airport,1805.3849389897089,9,2652.127714206025,3315.1596427575305,2559.0706014268662,2210.1064285050206
Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,1613.7837237179538,13,2370.6636994557207,2963.329624319651,2287.482517018678,1975.5530828797669
Fort Lauderdale-Hollywood International Airport,Salt Lake City International Airport,3303.30884947102,3,4852.592241722499,6065.7403021531245,4682.325847276097,4043.8268681020827
Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,1461.222166957208,4,2146.5493158306917,2683.186644788364,2071.231795976983,1788.791096525576
Fort Lauderdale-Hollywood International Airport,San Diego International Airport,3589.666383794179,7,5273.25419394591,6591.567742432388,5088.22773100044,4394.3784949549245
Fort Lauderdale-Hollywood International Airport,Baltimore/Washington International Airport,1504.4309039572142,4,2210.0233630650077,2762.5292038312596,2132.4786836592184,1841.686135887506
Fort Lauderdale-Hollywood International Airport,Tampa International Airport,316.6227242915863,7,465.12180527607455,581.4022565950931,448.8017419330545,387.6015043967288
Fort Lauderdale-Hollywood International Airport,Austin-Bergstrom International Airport,1763.329082519386,5,2590.3472594781647,3237.9340743477055,2499.4578819526155,2158.6227162318037
Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,1464.9996840806646,4,2152.098524554906,2690.1231556936323,2076.586295623155,1793.415437129088
Fort Lauderdale-Hollywood International Airport,Nashville International Airport,1271.9625913536267,4,1868.5251921122265,2335.656490140283,1802.9629046696923,1557.1043267601888
Fort Lauderdale-Hollywood International Airport,Paris Charles de Gaulle Airport,7590.074207949167,27,11149.891485771986,13937.364357214981,10758.667223113322,9291.57623814332
Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,1470.8263627964905,15,2160.6579712248576,2700.822464031072,2084.8454108310034,1800.548309354048
Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,1366.606617404103,19,2007.558170094733,2509.447712618416,1937.1175325475497,1672.9651417456107
Minneapolis-Saint Paul International Airport,Denver International Airport,1089.5576966676908,7,1600.5706601141287,2000.7133251426608,1544.4102860750365,1333.8088834284406
Minneapolis-Saint Paul International Airport,O'Hare International Airport,538.1351693017358,24,790.5257021213137,988.1571276516421,762.7879581872326,658.771418434428
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,2443.391186751013,46,3589.3649842096356,4486.706230262044,3463.4223531847365,2991.1374868413627
Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,1664.4960507866067,17,2445.160592149374,3056.4507401867177,2359.3654836529054,2037.633826791145
Minneapolis-Saint Paul International Airport,Harry Reid International Airport,2070.7616682085145,6,3041.96866339462,3802.4608292432745,2935.2329208193705,2534.973886162183
Minneapolis-Saint Paul International Airport,Orlando International Airport,2133.1508031151516,7,3133.618898298997,3917.023622873746,3023.667358007804,2611.3490819158305
Minneapolis-Saint Paul International Airport,Miami International Airport,2447.2955909559173,8,3595.1005912680857,4493.875739085107,3468.9567108727147,2995.9171593900714
Minneapolis-Saint Paul International Airport,Charlotte Douglas International Airport,1507.1498861352095,7,2214.017573846853,2767.5219673085658,2136.332746694332,1845.0146448723772
Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,2225.1577623678213,10,3268.7779999753297,4085.9724999691616,3154.0840350639146,2723.981666646108
Minneapolis-Saint Paul International Airport,Phoenix Sky Harbor International Airport,2035.6008172579736,12,2990.3170376127077,3737.8962970158846,2885.3936327841925,2491.930864677256
Minneapolis-Saint Paul International Airport,Newark Liberty International Airport,1630.871558100454,17,2395.7658913278606,2994.7073641598254,2311.7039302286375,1996.4715761065504
Minneapolis-Saint Paul International Airport,San Francisco International Airport,2525.9780268879485,18,3710.6858409563624,4638.357301195453,3580.486337764912,3092.2382007969686
Minneapolis-Saint Paul International Airport,George Bush Intercontinental Airport,1655.7338945612034,18,2432.2889009882642,3040.3611262353306,2346.9454307781502,2026.9074174902203
Minneapolis-Saint Paul International Airport,Logan International Airport,1819.8127667520528,12,2673.3223309539167,3341.652913692396,2579.5215474116744,2227.768609128264
Minneapolis-Saint Paul International Airport,Fort Lauderdale-Hollywood International Airport,2424.3668872232056,8,3561.418106548582,4451.772633185727,3436.456067722316,2967.8484221238177
Minneapolis-Saint Paul International Airport,LaGuardia Airport,1651.258288547974,17,2425.7141930192283,3032.1427412740354,2340.6014143167995,2021.4284941826902
Minneapolis-Saint Paul International Airport,Detroit Metropolitan Airport,851.9035262887165,11,1251.4544145718194,1564.318018214774,1207.5437333587731,1042.8786788098494
Minneapolis-Saint Paul International Airport,Philadelphia International Airport,1586.4978387657263,15,2330.5804739199325,2913.2255923999155,2248.8057204490583,1942.1503949332769
Minneapolis-Saint Paul International Airport,Salt Lake City International Airport,1583.239034720901,3,2325.7932596611913,2907.2415745764893,2244.186478620448,1938.1610497176591
Minneapolis-Saint Paul International Airport,Ronald Reagan Washington National Airport,1505.9126284643332,5,2212.2000305143038,2765.25003814288,2134.578976812048,1843.5000254285862
Minneapolis-Saint Paul International Airport,San Diego International Airport,2439.782620858783,8,3584.063966457334,4480.0799580716675,3458.307336055323,2986.7199720477784
Minneapolis-Saint Paul International Airport,Baltimore/Washington International Airport,1514.8146782832212,5,2225.2772267000255,2781.5965333750314,2147.197324008797,1854.3976889166877
Minneapolis-Saint Paul International Airport,Tampa International Airport,2126.974255497551,8,3124.545490871593,3905.681863589491,3014.9123157532918,2603.7879090596607
Minneapolis-Saint Paul International Airport,Austin-Bergstrom International Airport,1668.4235785594178,6,2450.9301679498762,3063.6627099373454,2364.9326181972497,2042.4418066248968
Minneapolis-Saint Paul International Airport,Washington Dulles International Airport,1468.7113787155652,5,2157.5510394149214,2696.938799268652,2081.847494172293,1797.9591995124345
Minneapolis-Saint Paul International Airport,Nashville International Airport,1125.8823524629279,5,1653.9319263255622,2067.4149079069525,1595.8992271562445,1378.2766052713018
Minneapolis-Saint Paul International Airport,Paris Charles de Gaulle Airport,6987.173900102147,32,10264.225176713702,12830.281470892127,9904.07692489919,8553.52098059475
LaGuardia Airport,Hartsfield-Jackson Atlanta International Airport,1219.5006252579485,28,1791.4580629813358,2239.3225787266697,1728.599885332868,1492.8817191511132
LaGuardia Airport,Dallas/Fort Worth International Airport,2212.0094433766963,35,3249.4629938298267,4061.828742287283,3135.446748432289,2707.8858281915223
LaGuardia Airport,Denver International Airport,2572.606349584585,14,3779.183292231155,4723.979115288944,3646.580369696729,3149.319410192629
LaGuardia Airport,O'Hare International Airport,1172.3804930557321,44,1722.2381388467732,2152.797673558466,1661.8087304661847,1435.1984490389775
LaGuardia Airport,Los Angeles International Airport,3898.9097351460505,85,5727.535629911143,7159.419537388929,5526.56946745812,4772.946358259285
LaGuardia Airport,John F. Kennedy International Airport,-1,31,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
LaGuardia Airport,Harry Reid International Airport,3545.1388140451277,10,5207.84276881029,6509.803461012862,5025.111443588877,4339.868974008575
LaGuardia Airport,Orlando International Airport,1522.5811507813135,12,2236.6862489583677,2795.8578111979596,2158.206029696671,1863.9052074653064
LaGuardia Airport,Miami International Airport,1755.68238436406,14,2579.1141868730188,3223.8927335912736,2488.618952245896,2149.261822394182
LaGuardia Airport,Charlotte Douglas International Airport,872.6729860939158,12,1281.9649493441332,1602.4561866801662,1236.9837230513567,1068.304124453444
LaGuardia Airport,Seattle-Tacoma International Airport,3809.2684305784924,18,5595.85169755584,6994.814621944799,5399.5060239573895,4663.209747963199
LaGuardia Airport,Phoenix Sky Harbor International Airport,3400.4836197504637,22,4995.342907142328,6244.178633927909,4820.067717418036,4162.78575595194
LaGuardia Airport,Newark Liberty International Airport,-1,31,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
LaGuardia Airport,San Francisco International Airport,4068.703961629341,33,5976.964969905806,7471.206212382258,5767.246900786306,4980.804141588172
LaGuardia Airport,George Bush Intercontinental Airport,2255.6652447365454,33,3313.5937828775736,4141.992228596967,3197.3273343555543,2761.328152397978
LaGuardia Airport,Logan International Airport,297.31047896181394,23,436.7519324824658,545.9399156030823,421.4273032725548,363.95994373538815
LaGuardia Airport,Fort Lauderdale-Hollywood International Airport,1722.6689366039805,14,2530.617116882507,3163.271396103134,2441.823533833998,2108.847597402089
LaGuardia Airport,Minneapolis-Saint Paul International Airport,1627.1210818371535,17,2390.256405885417,2987.820507356771,2306.387760064876,1991.8803382378471
LaGuardia Airport,Detroit Metropolitan Airport,802.9560036235905,20,1179.550036398291,1474.4375454978638,1138.1623158229127,982.9583636652424
LaGuardia Airport,Philadelphia International Airport,-1,29,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
LaGuardia Airport,Salt Lake City International Airport,3140.9798269511416,6,4614.129357632051,5767.661697040064,4452.230081925664,3845.1077980267096
LaGuardia Airport,Ronald Reagan Washington National Airport,344.75103949969,10,506.4425689017425,633.0532111271781,488.67265420343585,422.0354740847854
LaGuardia Airport,San Diego International Airport,3855.8152819723,15,5664.229466708842,7080.286833386052,5465.484573140112,4720.191222257368
LaGuardia Airport,Baltimore/Washington International Airport,297.098091980838,10,436.4399339794218,545.5499174742773,421.12625208540715,363.69994498285155
LaGuardia Airport,Tampa International Airport,1617.815168616312,15,2376.5859305059107,2970.732413132388,2293.1969504881595,1980.4882754215919
LaGuardia Airport,Austin-Bergstrom International Airport,2419.0196636500714,11,3553.5629840613515,4441.953730076689,3428.876563567971,2961.3024867177924
LaGuardia Airport,Washington Dulles International Airport,366.8573242055689,10,538.9169122179102,673.6461402723876,520.0075468769309,449.0974268482584
LaGuardia Airport,Nashville International Airport,1222.1448535819443,10,1795.3424596378636,2244.1780745473297,1732.3479873698689,1496.1187163648865
LaGuardia Airport,Paris Charles de Gaulle Airport,5990.09953901234,60,8799.513419646355,10999.391774557944,8490.75856281666,7332.927849705296
Detroit Metropolitan Airport,Hartsfield-Jackson Atlanta International Airport,955.3045595694372,18,1403.351519792382,1754.1893997404773,1354.1111155891406,1169.4595998269847
Detroit Metropolitan Airport,Dallas/Fort Worth International Airport,1577.6481376063584,22,2317.5801784149003,2896.9752230186255,2236.2615756635005,1931.31681534575
Detroit Metropolitan Airport,Denver International Airport,1790.2176669251962,9,2629.846846717617,3287.308558397021,2537.5715187626133,2191.5390389313475
Detroit Metropolitan Airport,O'Hare International Airport,376.57767462458696,28,553.1961997988169,691.4952497485211,533.78580682342,460.99683316568075
Detroit Metropolitan Airport,Los Angeles International Airport,3136.23948367569,54,4607.165748096951,5758.957185121189,4445.510809567234,3839.3047900807924
Detroit Metropolitan Airport,John F. Kennedy International Airport,820.3720653549332,20,1205.1343973799799,1506.4179967249747,1162.8489799280508,1004.2786644833164
Detroit Metropolitan Airport,Harry Reid International Airport,2775.3123219846075,7,4076.9603012373464,5096.2003765466825,3933.90906259744,3397.4669176977886
Detroit Metropolitan Airport,Orlando International Airport,1556.7042424739982,8,2286.8133964813806,2858.5167456017252,2206.5743299381747,1905.6778304011505
Detroit Metropolitan Airport,Miami International Airport,1864.534003355951,9,2739.018254548547,3423.772818185683,2642.9123508801767,2282.5152121237884
Detroit Metropolitan Airport,Charlotte Douglas International Airport,809.4135111245062,8,1189.0361765770474,1486.295220721309,1147.315608977853,990.8634804808727
Detroit Metropolitan Airport,Seattle-Tacoma International Airport,3053.4147803274896,12,4485.495468021624,5606.8693350270305,4328.1096621261295,3737.91289001802
Detroit Metropolitan Airport,Phoenix Sky Harbor International Airport,2654.4488313730803,14,3899.410679456472,4874.263349320589,3762.589252107122,3249.5088995470596
Detroit Metropolitan Airport,Newark Liberty International Airport,786.2748694146242,20,1155.0452909644741,1443.8066137055928,1114.5173860183525,962.5377424703951
Detroit Metropolitan Airport,San Francisco International Airport,3291.3683989633205,21,4835.051605912557,6043.814507390694,4665.400672371766,4029.2096715937964
Detroit Metropolitan Airport,George Bush Intercontinental Airport,1718.6775519942396,21,2524.7537347788143,3155.9421684735175,2436.165884435698,2103.9614456490117
Detroit Metropolitan Airport,Logan International Airport,1020.2977701279335,15,1498.8271666945177,1873.5339583681473,1446.236739792956,1249.022638912098
Detroit Metropolitan Airport,Fort Lauderdale-Hollywood International Airport,1835.1494581417126,9,2695.8520770486766,3369.815096310846,2601.2607760996007,2246.5433975405635
Detroit Metropolitan Airport,Minneapolis-Saint Paul International Airport,845.4335189487387,11,1241.9499120101252,1552.4373900126564,1198.3727221150332,1034.9582600084375
Detroit Metropolitan Airport,LaGuardia Airport,808.7899410359835,20,1188.1201461628098,1485.1501827035124,1146.4317199816587,990.1001218023414
Detroit Metropolitan Airport,Philadelphia International Airport,730.9558649433227,18,1073.7811451791847,1342.2264314739807,1036.104613769389,894.8176209826539
Detroit Metropolitan Airport,Salt Lake City International Airport,2355.780590469938,4,3460.66418171752,4325.8302271469,3339.2373683239234,2883.886818097933
Detroit Metropolitan Airport,Ronald Reagan Washington National Airport,653.7561215581521,6,960.3739849998279,1200.467481249785,926.6766521928166,800.3116541665232
Detroit Metropolitan Airport,San Diego International Airport,3102.1868386486276,10,4557.142087398402,5696.427609248002,4397.242365033547,3797.618406165335
Detroit Metropolitan Airport,Baltimore/Washington International Airport,659.2551520745164,6,968.4521133362014,1210.5651416702517,934.471337429668,807.0434277801678
Detroit Metropolitan Airport,Tampa International Airport,1597.824454516285,9,2347.2193806103965,2934.024225762996,2264.8608058521377,1956.0161505086635
Detroit Metropolitan Airport,Austin-Bergstrom International Airport,1835.0652914525836,7,2695.728435378675,3369.660544223344,2601.1414727338097,2246.4403628155624
Detroit Metropolitan Airport,Washington Dulles International Airport,617.9466723956351,6,907.7695622513426,1134.7119528141784,875.9179986635763,756.4746352094521
Detroit Metropolitan Airport,Nashville International Airport,733.4654398345916,6,1077.4677346572905,1346.834668321613,1039.6618492307189,897.8897788810752
Detroit Metropolitan Airport,Paris Charles de Gaulle Airport,6547.352351637642,38,9618.123122355992,12022.65390294499,9280.6451180628,8015.102601963325
Philadelphia International Airport,Hartsfield-Jackson Atlanta International Airport,1067.6572093765787,26,1568.3986351653227,1960.4982939566535,1513.3671041068908,1306.998862637769
Philadelphia International Airport,Dallas/Fort Worth International Airport,2076.00963007592,33,3049.6779694883285,3812.0974618604105,2942.6717249448784,2541.3983079069403
Philadelphia International Airport,Denver International Airport,2475.2065792533895,13,3636.1020995868766,4545.127624483595,3508.519569776811,3030.0850829890637
Philadelphia International Airport,O'Hare International Airport,1084.3314807725396,41,1592.8932990613048,1991.1166238266305,1537.0023061117854,1327.4110825510872
Philadelphia International Airport,Los Angeles International Airport,3793.5102276081593,78,5572.702746924241,6965.878433655302,5377.169317207602,4643.9189557702
Philadelphia International Airport,John F. Kennedy International Airport,-1,29,-1.4690095485620658,-1.836261935702582,-1.4174653538756774,-1.2241746238017213
Philadelphia International Airport,Harry Reid International Airport,3442.7165914830484,10,5057.383545881647,6321.729432352058,4879.931491640185,4214.486288234705
Philadelphia International Airport,Orlando International Airport,1382.0034829155313,11,2030.176312548947,2537.7203906861837,1958.9420559682826,1691.8135937907891
