source airport,destination airport,airplane type,total Cost,break even cost per ticket, profit per flight, percent full
Philadelphia International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,39849.85762413507,830.2053671694806,6641.642937355849,0.35
San Diego International Airport,Los Angeles International Airport,Boeing 737-600,3993.006751836364,111.84892862286735,480.9503930783303,0.33613445378151263
Tampa International Airport,Los Angeles International Airport,Boeing 737-600,27892.695124941256,781.3079866930325,2578.3163560870125,0.3277310924369748
Paris Charles de Gaulle Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,51828.116272639665,1451.7679628190383,32374.425570864558,0.48739495798319327
Paris Charles de Gaulle Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,63785.145340799594,1124.9584716190404,1462.4460131047526,0.30687830687830686
Paris Charles de Gaulle Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,50149.936754301445,1238.270043316085,21669.725758031484,0.42962962962962964
Paris Charles de Gaulle Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,43856.76356053306,913.682574177772,9136.82574177772,0.3625
Paris Charles de Gaulle Airport,Dallas/Fort Worth International Airport,Boeing 737-600,57629.88501327967,1614.2824933691786,58598.45450930119,0.6050420168067226
Paris Charles de Gaulle Airport,Dallas/Fort Worth International Airport,Boeing 767-800,71037.35626659959,1252.8634262186877,19168.81042114593,0.38095238095238093
Paris Charles de Gaulle Airport,Dallas/Fort Worth International Airport,Airbus A200-100,55748.13466193653,1376.497152146581,43359.6602926173,0.5333333333333333
Paris Charles de Gaulle Airport,Dallas/Fort Worth International Airport,Airbus A220-300,48691.57084439972,1014.4077259249942,24345.785422199864,0.45
Paris Charles de Gaulle Airport,O'Hare International Airport,Boeing 737-600,49254.32115798718,1379.6728615682684,74916.23638315697,0.7563025210084033
Paris Charles de Gaulle Airport,O'Hare International Airport,Boeing 767-800,60567.90144748398,1068.2169567457493,35571.62465963345,0.47619047619047616
Paris Charles de Gaulle Airport,O'Hare International Airport,Airbus A200-100,47666.450240163074,1176.9493886460018,58258.99473797709,0.6666666666666666
Paris Charles de Gaulle Airport,O'Hare International Airport,Airbus A220-300,41711.93429832265,868.9986312150553,36497.94251103232,0.5625
Paris Charles de Gaulle Airport,Los Angeles International Airport,Boeing 737-600,65111.08429281599,1823.839896157311,248589.37784624146,1.4453781512605042
Paris Charles de Gaulle Airport,Los Angeles International Airport,Boeing 767-800,80388.85536601998,1417.7928635982362,163471.51717287663,0.91005291005291
Paris Charles de Gaulle Airport,Los Angeles International Airport,Airbus A200-100,62966.83572113824,1554.736684472549,204447.87400814024,1.2740740740740741
Paris Charles de Gaulle Airport,Los Angeles International Airport,Airbus A220-300,54925.90357734665,1144.2896578613886,141891.9175748122,1.075
Paris Charles de Gaulle Airport,John F. Kennedy International Airport,Boeing 737-600,43765.54326418993,1225.92558162997,33467.768378498185,0.5294117647058824
Paris Charles de Gaulle Airport,John F. Kennedy International Airport,Boeing 767-800,53706.929080237416,947.2121530906071,5967.4365644708305,0.3333333333333333
Paris Charles de Gaulle Airport,John F. Kennedy International Airport,Airbus A200-100,42370.2610443938,1046.1792850467605,23539.033913552106,0.4666666666666667
Paris Charles de Gaulle Airport,John F. Kennedy International Airport,Airbus A220-300,37137.952720158275,773.7073483366307,11605.610225049459,0.39375
Paris Charles de Gaulle Airport,Seattle-Tacoma International Airport,Boeing 737-600,58304.11072387051,1633.1683676154205,3756.287245515472,0.31932773109243695
Paris Charles de Gaulle Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,63164.34035787949,1769.3092537221148,16454.576059615683,0.37815126050420167
Paris Charles de Gaulle Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,61088.39859093636,1508.3555207638608,6787.599843437369,0.3333333333333333
Paris Charles de Gaulle Airport,Newark Liberty International Airport,Boeing 737-600,43920.17875209854,1230.2571079019199,33586.01904572241,0.5294117647058824
Paris Charles de Gaulle Airport,Newark Liberty International Airport,Boeing 767-800,53900.223440123176,950.6212246935305,5988.913715569244,0.3333333333333333
Paris Charles de Gaulle Airport,Newark Liberty International Airport,Airbus A200-100,42519.47072570912,1049.8634747088672,23621.928180949515,0.4666666666666667
Paris Charles de Gaulle Airport,Newark Liberty International Airport,Airbus A220-300,37266.81562674878,776.3919922239329,11645.879883358997,0.39375
Paris Charles de Gaulle Airport,San Francisco International Airport,Boeing 737-600,64209.11081455864,1798.5745326206904,54496.808338406925,0.5546218487394958
Paris Charles de Gaulle Airport,San Francisco International Airport,Boeing 767-800,79261.3885181983,1397.908086740711,13000.545206688621,0.3492063492063492
Paris Charles de Gaulle Airport,San Francisco International Airport,Airbus A200-100,62096.51043510045,1533.2471712370482,39097.80286654473,0.4888888888888889
Paris Charles de Gaulle Airport,San Francisco International Airport,Airbus A220-300,54174.2590121322,1128.6303960860876,20315.347129549584,0.4125
Paris Charles de Gaulle Airport,George Bush Intercontinental Airport,Boeing 737-600,58448.706203206,1637.21866115423,51244.944094127415,0.5630252100840336
Paris Charles de Gaulle Airport,George Bush Intercontinental Airport,Boeing 767-800,72060.88275400751,1270.915039753219,13090.424909458161,0.3544973544973545
Paris Charles de Gaulle Airport,George Bush Intercontinental Airport,Airbus A200-100,56538.22528379527,1396.005562562846,36994.147407915414,0.4962962962962963
Paris Charles de Gaulle Airport,George Bush Intercontinental Airport,Airbus A220-300,49373.921836005,1028.6233715834376,19543.84406008532,0.41875
Paris Charles de Gaulle Airport,Logan International Airport,Boeing 737-600,41779.876749122566,1170.3046708437696,12054.138109690837,0.3865546218487395
Paris Charles de Gaulle Airport,Logan International Airport,Airbus A200-100,40454.26703862704,998.8707910772109,5493.789350924664,0.34074074074074073
Paris Charles de Gaulle Airport,LaGuardia Airport,Boeing 737-600,43749.84406699021,1225.4858282070088,33455.763110051346,0.5294117647058824
Paris Charles de Gaulle Airport,LaGuardia Airport,Boeing 767-800,53687.30508373777,946.8660508595726,5965.25612041531,0.3333333333333333
Paris Charles de Gaulle Airport,LaGuardia Airport,Airbus A200-100,42355.11269621863,1045.8052517584847,23530.6181645659,0.4666666666666667
Paris Charles de Gaulle Airport,LaGuardia Airport,Airbus A220-300,37124.87005582518,773.4347928296912,11601.521892445366,0.39375
Paris Charles de Gaulle Airport,Detroit Metropolitan Airport,Boeing 737-600,47241.872166314795,1323.3017413533557,7013.49922917279,0.3445378151260504
Paris Charles de Gaulle Airport,Detroit Metropolitan Airport,Airbus A200-100,45724.613493812525,1129.0028023163586,564.5014011581807,0.3037037037037037
Paris Charles de Gaulle Airport,Philadelphia International Airport,Boeing 737-600,44765.459180216356,1253.9344308183854,27962.737807249992,0.48739495798319327
Paris Charles de Gaulle Airport,Philadelphia International Airport,Boeing 767-800,54956.82397527044,969.2561547666745,1260.0330011966798,0.30687830687830686
Paris Charles de Gaulle Airport,Philadelphia International Airport,Airbus A200-100,43335.09219143684,1070.0022763317738,18725.03983580605,0.42962962962962964
Paris Charles de Gaulle Airport,Philadelphia International Airport,Airbus A220-300,37971.215983513626,791.0669996565339,7910.669996565339,0.3625
