source airport,destination airport,Fuel for Boeing 737-600 (Gallons),Fuel for Boeing 767-800 (Gallons),Fuel for Airbus A200-100 (Gallons),Fuel for Airbus A220-300 (Gallons),Fuel for Boeing 747-400 (Gallons)
George Bush Intercontinental Airport,Miami International Airport,1766.3905965354709,2158.92184021002,1619.1913801575151,1471.992163779559,4415.976491338677
George Bush Intercontinental Airport,Charlotte Douglas International Airport,1669.3821947133426,2040.3560157607521,1530.2670118205642,1391.1518289277853,4173.455486783356
George Bush Intercontinental Airport,Seattle-Tacoma International Airport,3361.931094549748,4109.026893338581,3081.770170003936,2801.609245458123,8404.82773637437
George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,1819.8653187089715,2224.279833977632,1668.2098754832239,1516.554432257476,4549.663296772428
George Bush Intercontinental Airport,Newark Liberty International Airport,2570.730450765915,3142.0038842694516,2356.5029132020886,2142.275375638262,6426.826126914787
George Bush Intercontinental Airport,San Francisco International Airport,2936.969713847087,3589.629650257551,2692.2222376931636,2447.474761539239,7342.424284617718
George Bush Intercontinental Airport,Logan International Airport,2937.2382844460203,3589.957903211803,2692.468427408852,2447.6985703716837,7343.095711115051
George Bush Intercontinental Airport,Fort Lauderdale-Hollywood International Airport,1767.8764068279716,2160.7378305675206,1620.5533729256406,1473.2303390233094,4419.691017069928
George Bush Intercontinental Airport,Minneapolis-Saint Paul International Airport,1899.2418082166473,2321.2955433759025,1740.971657531927,1582.701506847206,4748.1045205416185
George Bush Intercontinental Airport,LaGuardia Airport,2601.640804343899,3179.7832053092106,2384.8374039819078,2168.034003619916,6504.102010859749
George Bush Intercontinental Airport,Detroit Metropolitan Airport,1972.5749537937365,2410.924943525678,1808.1937076442587,1643.8124614947803,4931.437384484341
George Bush Intercontinental Airport,Philadelphia International Airport,2431.291015102778,2971.5779073478398,2228.68343051088,2026.0758459189815,6078.227537756945
George Bush Intercontinental Airport,Salt Lake City International Airport,2155.665291166126,2634.702022536376,1976.026516902282,1796.3877426384379,5389.163227915314
George Bush Intercontinental Airport,Ronald Reagan Washington National Airport,2214.795651373449,2706.9724627897713,2030.2293470923285,1845.6630428112073,5536.989128433623
George Bush Intercontinental Airport,San Diego International Airport,2346.3228989200784,2867.727987568985,2150.7959906767387,1955.2690824333986,5865.807247300196
George Bush Intercontinental Airport,Baltimore/Washington International Airport,2266.011220351238,2769.56926931818,2077.1769519886348,1888.3426836260314,5665.028050878094
George Bush Intercontinental Airport,Tampa International Airport,1439.6757881972226,1759.6037411299387,1319.702805847454,1199.7298234976854,3599.1894704930564
George Bush Intercontinental Airport,Austin-Bergstrom International Airport,-1,-1,-1,-1,-1
George Bush Intercontinental Airport,Washington Dulles International Airport,2182.7296032433806,2667.7806261863543,2000.8354696397657,1818.9413360361505,5456.824008108451
George Bush Intercontinental Airport,Nashville International Airport,1200.1764038284787,1466.8822713459183,1100.161703509439,1000.1470031903988,3000.4410095711964
George Bush Intercontinental Airport,Paris Charles de Gaulle Airport,-1,-1,-1,-1,23651.727627965032
Logan International Airport,Hartsfield-Jackson Atlanta International Airport,1709.4084575011523,2089.2770036125194,1566.9577527093898,1424.5070479176268,4273.521143752881
Logan International Airport,Dallas/Fort Worth International Airport,2807.055068733899,3430.845084008099,2573.1338130060744,2339.212557278249,7017.637671834747
Logan International Airport,Denver International Airport,3145.1233523777687,3844.039652906162,2883.0297396796213,2620.9361269814735,7862.808380944421
Logan International Airport,O'Hare International Airport,1563.7766292440815,1911.2825468538774,1433.461910140408,1303.1471910367345,3909.4415731102035
Logan International Airport,Los Angeles International Airport,4653.64255926364,5687.785350211116,4265.839012658337,3878.035466053033,11634.1063981591
Logan International Airport,John F. Kennedy International Airport,338.5635486004646,413.79989273390123,310.3499195504259,282.13629050038713,846.4088715011615
Logan International Airport,Harry Reid International Airport,4249.243524894784,5193.519863760292,3895.1398978202187,3541.036270745653,10623.108812236958
Logan International Airport,Orlando International Airport,2026.9630202460871,2477.39924696744,1858.04943522558,1689.1358502050725,5067.407550615218
Logan International Airport,Miami International Airport,2272.88548274976,2777.9711455830397,2083.47835918728,1894.0712356247998,5682.2137068744
Logan International Airport,Charlotte Douglas International Airport,1317.5286641464031,1610.3128117344927,1207.7346088008696,1097.9405534553357,3293.8216603660076
Logan International Airport,Seattle-Tacoma International Airport,4449.263450588072,5437.988661829866,4078.4914963723995,3707.719542156726,11123.15862647018
Logan International Airport,Phoenix Sky Harbor International Airport,4108.638797937131,5021.66964192316,3766.2522314423704,3423.865664947609,10271.596994842826
Logan International Airport,Newark Liberty International Airport,363.9947324095859,444.8824507228272,333.6618380421204,303.32894367465485,909.9868310239647
Logan International Airport,San Francisco International Airport,4815.221510921171,5885.27073557032,4413.95305167774,4012.6845924343083,12038.053777302926
Logan International Airport,George Bush Intercontinental Airport,2870.2100113027514,3508.0344582589187,2631.025843694189,2391.841676085626,7175.525028256879
Logan International Airport,Fort Lauderdale-Hollywood International Airport,2235.5472315975167,2732.3355052858537,2049.2516289643904,1862.9560263312637,5588.868078993792
Logan International Airport,Minneapolis-Saint Paul International Airport,2023.323044404531,2472.950387605538,1854.7127907041536,1686.1025370037758,5058.307611011327
Logan International Airport,LaGuardia Airport,335.06812872490354,409.5277128859932,307.14578466449495,279.22344060408625,837.6703218122587
Logan International Airport,Detroit Metropolitan Airport,1142.472440721155,1396.355205325856,1047.2664039943922,952.0603672676291,2856.1811018028875
Logan International Airport,Philadelphia International Airport,508.05667472982094,620.9581580031146,465.7186185023359,423.3805622748508,1270.1416868245524
Logan International Airport,Salt Lake City International Airport,3765.353493375084,4602.098714125103,3451.5740355938274,3137.7945778125695,9413.38373343771
Logan International Airport,Ronald Reagan Washington National Airport,723.5980436756843,884.3976089369476,663.2982067027107,602.9983697297369,1808.9951091892106
Logan International Airport,San Diego International Airport,4614.137971694136,5639.501965403943,4229.626474052958,3845.1149764117795,11535.344929235338
Logan International Airport,Baltimore/Washington International Airport,669.8255284694472,818.6756459071022,614.0067344303267,558.187940391206,1674.563821173618
Logan International Airport,Tampa International Airport,2140.015521446923,2615.5745262129058,1961.6808946596793,1783.3462678724354,5350.038803617306
Logan International Airport,Austin-Bergstrom International Airport,3049.4720411453577,3727.1324947332155,2795.3493710499115,2541.226700954465,7623.6801028633945
Logan International Airport,Washington Dulles International Airport,747.7789088274076,913.9519996779426,685.463999758457,623.1490906895062,1869.4472720685187
Logan International Airport,Nashville International Airport,1701.0855609430262,2079.104574485921,1559.3284308644409,1417.571300785855,4252.7139023575655
Logan International Airport,Paris Charles de Gaulle Airport,6416.253046699201,-1,-1,5346.877538916001,16040.632616748002
Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,1054.8333957877044,1289.2408170738609,966.9306128053958,879.0278298230868,2637.0834894692607
Fort Lauderdale-Hollywood International Airport,Dallas/Fort Worth International Airport,2019.1924884804607,2467.901930365008,1850.9264477737559,1682.6604070670505,5047.981221201152
Fort Lauderdale-Hollywood International Airport,Denver International Airport,3060.460561358538,3740.5629083271024,2805.422181245327,2550.383801132115,7651.151403396345
Fort Lauderdale-Hollywood International Airport,O'Hare International Airport,2137.291034207702,2612.244597364969,1959.183448023727,1781.0758618397515,5343.227585519255
Fort Lauderdale-Hollywood International Airport,Los Angeles International Airport,4185.45172083504,5115.552103242827,3836.6640774321204,3487.8764340291996,10463.6293020876
Fort Lauderdale-Hollywood International Airport,John F. Kennedy International Airport,1964.8882493123085,2401.5300824928217,1801.1475618696163,1637.4068744269237,4912.220623280771
Fort Lauderdale-Hollywood International Airport,Harry Reid International Airport,3888.2887583235743,4752.352926839924,3564.2646951299434,3240.2406319363117,9720.721895808934
Fort Lauderdale-Hollywood International Airport,Orlando International Airport,322.4521482088464,394.1081811441456,295.5811358581092,268.7101235073719,806.1303705221159
Fort Lauderdale-Hollywood International Airport,Miami International Airport,-1,-1,-1,-1,-1
Fort Lauderdale-Hollywood International Airport,Charlotte Douglas International Airport,1147.7104276124544,1402.757189304111,1052.0678919780833,956.4253563437119,2869.2760690311356
Fort Lauderdale-Hollywood International Airport,Seattle-Tacoma International Airport,4843.898933940903,5920.320919261104,4440.240689445828,4036.582444950752,12109.747334852256
Fort Lauderdale-Hollywood International Airport,Phoenix Sky Harbor International Airport,3533.7816984860947,4319.066520371894,3239.2998902789204,2944.8180820717453,8834.454246215237
Fort Lauderdale-Hollywood International Airport,Newark Liberty International Airport,1957.3432786504184,2392.308451683845,1794.2313387628835,1631.1193988753485,4893.358196626045
Fort Lauderdale-Hollywood International Airport,San Francisco International Airport,4608.670405592741,5632.819384613351,4224.614538460013,3840.5586713272837,11521.676013981853
Fort Lauderdale-Hollywood International Airport,George Bush Intercontinental Airport,1743.3738783916817,2130.7902958120553,1598.0927218590416,1452.8115653264013,4358.434695979204
Fort Lauderdale-Hollywood International Airport,Logan International Airport,2275.999060607356,2781.776629631213,2086.3324722234097,1896.6658838394633,5689.99765151839
Fort Lauderdale-Hollywood International Airport,Minneapolis-Saint Paul International Airport,2681.154233715908,3276.9662856527766,2457.7247142395827,2234.2951947632564,6702.88558428977
Fort Lauderdale-Hollywood International Airport,LaGuardia Airport,1977.2279979296568,2416.6119974695807,1812.4589981021857,1647.6899982747138,4943.069994824142
Fort Lauderdale-Hollywood International Airport,Detroit Metropolitan Airport,2040.098241696942,2493.453406518485,1870.0900548888637,1700.081868080785,5100.245604242355
Fort Lauderdale-Hollywood International Airport,Philadelphia International Airport,1823.587461119785,2228.829119146404,1671.621839359803,1519.6562175998206,4558.968652799463
Fort Lauderdale-Hollywood International Airport,Salt Lake City International Airport,3732.763262863461,4562.266210166453,3421.69965762484,3110.636052386217,9331.908157158652
Fort Lauderdale-Hollywood International Airport,Ronald Reagan Washington National Airport,1651.1917814082242,2018.1232883878297,1513.5924662908722,1375.99315117352,4127.97945352056
Fort Lauderdale-Hollywood International Airport,San Diego International Airport,4056.349379958392,4957.76035328248,3718.3202649618597,3380.2911499653264,10140.87344989598
Fort Lauderdale-Hollywood International Airport,Baltimore/Washington International Airport,1700.0179715884674,2077.7997430525716,1558.3498072894286,1416.6816429903893,4250.044928971169
Fort Lauderdale-Hollywood International Airport,Tampa International Airport,357.78600405851887,437.294004960412,327.970503720309,298.15500338209904,894.4650101462971
Fort Lauderdale-Hollywood International Airport,Austin-Bergstrom International Airport,1992.5748149832036,2435.3692183128046,1826.5269137346033,1660.4790124860028,4981.4370374580085
Fort Lauderdale-Hollywood International Airport,Washington Dulles International Airport,1655.4604035037737,2023.3404931712791,1517.5053698784593,1379.5503362531447,4138.651008759434
Fort Lauderdale-Hollywood International Airport,Nashville International Airport,1437.3270708555588,1756.7330866012385,1317.549814950929,1197.772559046299,3593.3176771388967
Fort Lauderdale-Hollywood International Airport,Paris Charles de Gaulle Airport,-1,-1,-1,-1,21442.09901109997
Minneapolis-Saint Paul International Airport,Hartsfield-Jackson Atlanta International Airport,1662.0445932498903,2031.3878361943105,1523.540877145733,1385.0371610415752,4155.111483124726
Minneapolis-Saint Paul International Airport,Dallas/Fort Worth International Airport,1544.2755154574868,1887.4478522258173,1415.585889169363,1286.896262881239,3860.688788643717
Minneapolis-Saint Paul International Airport,Denver International Airport,1231.2082000877913,1504.8100223295226,1128.607516747142,1026.0068334064927,3078.020500219478
Minneapolis-Saint Paul International Airport,O'Hare International Airport,608.0966939394721,743.2292925926881,557.4219694445161,506.74724494956,1520.2417348486802
Minneapolis-Saint Paul International Airport,Los Angeles International Airport,2761.0499878535657,3374.616651821025,2530.9624888657686,2300.874989877971,6902.624969633914
Minneapolis-Saint Paul International Airport,John F. Kennedy International Airport,1880.8927631918264,2298.86893279001,1724.1516995925076,1567.4106359931884,4702.231907979565
Minneapolis-Saint Paul International Airport,Harry Reid International Airport,2339.975894918938,2859.970538234258,2144.9779036756936,1949.9799124324484,5849.939737297345
Minneapolis-Saint Paul International Airport,Orlando International Airport,2410.476075614613,2946.1374257511934,2209.6030693133953,2008.7300630121772,6026.190189036532
Minneapolis-Saint Paul International Airport,Miami International Airport,2765.461993283143,3380.0091029016194,2535.0068271762143,2304.5516610692857,6913.654983207857
Minneapolis-Saint Paul International Airport,Charlotte Douglas International Airport,1703.090441420656,2081.5549839585797,1561.1662379689349,1419.2420345172131,4257.726103551639
Minneapolis-Saint Paul International Airport,Seattle-Tacoma International Airport,2514.444615365638,3073.210085446891,2304.9075640851684,2095.370512804698,6286.111538414095
Minneapolis-Saint Paul International Airport,Phoenix Sky Harbor International Airport,2300.243875086698,2811.40918066152,2108.5568854961402,1916.8698959055816,5750.609687716746
Minneapolis-Saint Paul International Airport,Newark Liberty International Airport,1842.8968394829697,2252.429470479185,1689.322102859389,1535.747366235808,4607.242098707424
Minneapolis-Saint Paul International Airport,San Francisco International Airport,2854.3737238125864,3488.6789957709393,2616.5092468282046,2378.644769843822,7135.934309531466
Minneapolis-Saint Paul International Airport,George Bush Intercontinental Airport,1870.9914622986648,2286.7673428094795,1715.0755071071096,1559.159551915554,4677.478655746662
Minneapolis-Saint Paul International Airport,Logan International Airport,2056.4017930414743,2513.379969272913,1885.034976954685,1713.6681608678953,5141.004482603686
Minneapolis-Saint Paul International Airport,Fort Lauderdale-Hollywood International Airport,2739.552389652755,3348.3418095755897,2511.2563571816922,2282.960324710629,6848.880974131887
Minneapolis-Saint Paul International Airport,LaGuardia Airport,1865.9339946301757,2280.5859934368814,1710.4394950776611,1554.9449955251462,4664.834986575439
Minneapolis-Saint Paul International Airport,Detroit Metropolitan Airport,962.6572419783225,1176.5810735290609,882.4358051467957,802.2143683152688,2406.643104945806
Minneapolis-Saint Paul International Airport,Philadelphia International Airport,1792.7542107076404,2191.1440353093385,1643.3580264820039,1493.9618422563667,4481.885526769101
Minneapolis-Saint Paul International Airport,Salt Lake City International Airport,1789.0717382009163,2186.643235578898,1639.9824266841733,1490.89311516743,4472.679345502291
Minneapolis-Saint Paul International Airport,Ronald Reagan Washington National Airport,1701.692331164849,2079.846182534816,1559.884636901112,1418.076942637374,4254.230827912123
Minneapolis-Saint Paul International Airport,San Diego International Airport,2756.972281890257,3369.632788976981,2527.224591732736,2297.476901575214,6892.4307047256425
Minneapolis-Saint Paul International Airport,Baltimore/Washington International Airport,1711.7517128461734,2092.1409823675453,1569.1057367756591,1426.4597607051444,4279.379282115433
Minneapolis-Saint Paul International Airport,Tampa International Airport,2403.496531439687,2937.6068717596177,2203.2051538197134,2002.913776199739,6008.741328599217
Minneapolis-Saint Paul International Airport,Austin-Bergstrom International Airport,1885.3308984229818,2304.2933202947556,1728.2199902210668,1571.1090820191514,4713.327246057454
Minneapolis-Saint Paul International Airport,Washington Dulles International Airport,1659.6546457037857,2028.466789193516,1521.350091895137,1383.045538086488,4149.136614259464
Minneapolis-Saint Paul International Airport,Nashville International Airport,1272.2553279427402,1554.978734152238,1166.2340506141786,1060.2127732856168,3180.63831985685
Minneapolis-Saint Paul International Airport,Paris Charles de Gaulle Airport,-1,-1,-1,-1,19738.894570603272
LaGuardia Airport,Hartsfield-Jackson Atlanta International Airport,1378.0446638317967,1684.2768113499737,1263.2076085124804,1148.370553193164,3445.1116595794915
LaGuardia Airport,Dallas/Fort Worth International Airport,2499.586918330636,3055.0506779596662,2291.28800846975,2082.989098608863,6248.967295826589
LaGuardia Airport,Denver International Airport,2907.064070947042,3553.078308935274,2664.8087317014556,2422.5533924558686,7267.660177367606
LaGuardia Airport,O'Hare International Airport,1324.7985683436716,1619.198250197821,1214.3986876483657,1103.9988069530596,3311.9964208591787
LaGuardia Airport,Los Angeles International Airport,4405.796638393186,5384.862558036117,4038.646918527088,3671.4971986609885,11014.491595982967
LaGuardia Airport,John F. Kennedy International Airport,-1,-1,-1,-1,-1
LaGuardia Airport,Harry Reid International Airport,4006.0328990848384,4896.262432214802,3672.196824161102,3338.360749237365,10015.082247712095
LaGuardia Airport,Orlando International Airport,1720.527883814129,2102.867413550602,1577.1505601629517,1433.773236511774,4301.3197095353225
LaGuardia Airport,Miami International Airport,1983.933989902322,2424.8082098806162,1818.6061574104622,1653.2783249186016,4959.834974755805
LaGuardia Airport,Charlotte Douglas International Airport,986.1268841108716,1205.2661916910654,903.949643768299,821.7724034257262,2465.3172102771787
LaGuardia Airport,Seattle-Tacoma International Airport,4304.501305812184,5261.057151548225,3945.792863661169,3587.0844215101533,10761.25326453046
LaGuardia Airport,Phoenix Sky Harbor International Airport,3842.5714670325597,4696.47623748424,3522.35717811318,3202.1428891937994,9606.428667581398
LaGuardia Airport,Newark Liberty International Airport,-1,-1,-1,-1,-1
LaGuardia Airport,San Francisco International Airport,4597.6653614660045,5619.368775125117,4214.526581343838,3831.38780122167,11494.163403665012
LaGuardia Airport,George Bush Intercontinental Airport,2548.9182945212106,3115.344582192591,2336.5084366444435,2124.0985787676755,6372.295736303026
LaGuardia Airport,Logan International Airport,335.96302498651215,410.6214749835149,307.96610623763615,279.9691874887601,839.9075624662804
LaGuardia Airport,Fort Lauderdale-Hollywood International Airport,1946.6285514480824,2379.212673992101,1784.4095054940756,1622.1904595400683,4866.571378620206
LaGuardia Airport,Minneapolis-Saint Paul International Airport,1838.6587737580128,2247.2496123709047,1685.4372092781787,1532.2156447983439,4596.646934395032
LaGuardia Airport,Detroit Metropolitan Airport,907.3461818448393,1108.978666699248,831.734000024436,756.1218182040326,2268.365454612098
LaGuardia Airport,Philadelphia International Airport,-1,-1,-1,-1,-1
LaGuardia Airport,Salt Lake City International Airport,3549.330275101578,4338.070336235262,3253.552752176447,2957.775229251315,8873.325687753944
LaGuardia Airport,Ronald Reagan Washington National Airport,389.57120684749424,476.1425861469374,357.1069396102031,324.6426723729118,973.9280171187355
LaGuardia Airport,San Diego International Airport,4357.099589776032,5325.343943059595,3994.007957294697,3630.91632481336,10892.748974440081
LaGuardia Airport,Baltimore/Washington International Airport,335.7230261380168,410.32814305757614,307.7461072931821,279.76918844834734,839.307565345042
LaGuardia Airport,Tampa International Airport,1828.143023466085,2234.3970286807707,1675.797771510578,1523.4525195550707,4570.357558665212
LaGuardia Airport,Austin-Bergstrom International Airport,2733.509987739501,3340.9566516816126,2505.7174887612096,2277.9249897829172,6833.774969348752
LaGuardia Airport,Washington Dulles International Airport,414.55147093685395,506.6740200339326,380.0055150254495,345.4595591140449,1036.3786773421348
LaGuardia Airport,Nashville International Airport,1381.0326612598951,1687.9288082065386,1265.946606154904,1150.8605510499126,3452.581653149738
LaGuardia Airport,Paris Charles de Gaulle Airport,6768.856476651042,-1,-1,5640.713730542535,16922.141191627605
Detroit Metropolitan Airport,Hartsfield-Jackson Atlanta International Airport,1079.501169071063,1319.3903177535215,989.5427383151412,899.584307559219,2698.7529226776574
Detroit Metropolitan Airport,Dallas/Fort Worth International Airport,1782.753983396077,2178.921535261872,1634.191151446404,1485.6283194967307,4456.884958490193
Detroit Metropolitan Airport,Denver International Airport,2022.9591128597053,2472.5055823840844,1854.3791867880634,1685.799260716421,5057.397782149263
Detroit Metropolitan Airport,O'Hare International Airport,425.53553830678226,520.098991263845,390.07424344788376,354.6129485889852,1063.8388457669555
Detroit Metropolitan Airport,Los Angeles International Airport,3543.97365238227,4331.523352911663,3248.642514683748,2953.311376985225,8859.934130955675
Detroit Metropolitan Airport,John F. Kennedy International Airport,927.0264595230614,1133.032339417075,849.7742545628063,772.5220496025511,2317.5661488076535
Detroit Metropolitan Airport,Harry Reid International Airport,3136.1233086441125,3833.039599453916,2874.779699590437,2613.4360905367603,7840.308271610281
Detroit Metropolitan Airport,Orlando International Airport,1759.0872280626004,2149.9955009654004,1612.4966257240505,1465.9060233855002,4397.7180701565
Detroit Metropolitan Airport,Miami International Airport,2106.9371188834975,2575.1453675242747,1931.359025643206,1755.7809324029142,5267.342797208743
Detroit Metropolitan Airport,Charlotte Douglas International Airport,914.6432127515749,1117.8972600297027,838.422945022277,762.2026772929789,2286.608031878937
Detroit Metropolitan Airport,Seattle-Tacoma International Airport,3450.3811292474034,4217.132491302382,3162.849368476787,2875.317607706169,8625.952823118509
Detroit Metropolitan Airport,Phoenix Sky Harbor International Airport,2999.546676504978,3666.1126046171958,2749.584453462897,2499.622230420815,7498.866691262445
Detroit Metropolitan Airport,Newark Liberty International Airport,888.4963776649801,1085.9400171460868,814.4550128595652,740.41364805415,2221.2409441624504
Detroit Metropolitan Airport,San Francisco International Airport,3719.2704660865816,4545.775014105822,3409.3312605793667,3099.392055072151,9298.176165216453
Detroit Metropolitan Airport,George Bush Intercontinental Airport,1942.1182575221646,2373.7000925270904,1780.2750693953178,1618.4318812684703,4855.295643805412
Detroit Metropolitan Airport,Logan International Airport,1152.9439743803982,1409.1537464649314,1056.8653098486986,960.7866453169985,2882.359935950996
Detroit Metropolitan Airport,Fort Lauderdale-Hollywood International Airport,2073.7323669605203,2534.5617818406363,1900.9213363804772,1728.1103058004335,5184.330917401301
Detroit Metropolitan Airport,Minneapolis-Saint Paul International Airport,955.3460861616347,1167.6452164197758,875.7339123148319,796.1217384680289,2388.3652154040865
Detroit Metropolitan Airport,LaGuardia Airport,913.9385739713921,1117.0360348539239,837.7770261404429,761.6154783094934,2284.8464349284804
Detroit Metropolitan Airport,Philadelphia International Airport,825.9854962916805,1009.537828800943,757.1533716007073,688.3212469097338,2064.963740729201
Detroit Metropolitan Airport,Salt Lake City International Airport,2662.0493705519384,3253.6158973412585,2440.211923005944,2218.3744754599484,6655.123426379846
Detroit Metropolitan Airport,Ronald Reagan Washington National Airport,738.7492192306369,902.9157123930007,677.1867842947505,615.624349358864,1846.873048076592
Detroit Metropolitan Airport,San Diego International Airport,3505.493913383386,4284.492560801917,3213.3694206014375,2921.244927819488,8763.734783458465
Detroit Metropolitan Airport,Baltimore/Washington International Airport,744.9631641047703,910.5105339058304,682.8829004293727,620.8026367539752,1862.4079102619255
Detroit Metropolitan Airport,Tampa International Airport,1805.553369700305,2206.7874518559283,1655.0905888919465,1504.6278080835873,4513.883424250763
Detroit Metropolitan Airport,Austin-Bergstrom International Airport,2073.637257983596,2534.445537535507,1900.83415315163,1728.0310483196633,5184.093144958991
Detroit Metropolitan Airport,Washington Dulles International Airport,698.2842786548789,853.4585628004077,640.0939221003057,581.9035655457324,1745.7106966371973
Detroit Metropolitan Airport,Nashville International Airport,828.8213343517618,1013.0038530965978,759.7528898224484,690.6844452931348,2072.0533358794046
Detroit Metropolitan Airport,Paris Charles de Gaulle Airport,-1,-1,-1,-1,18496.390619915368
Philadelphia International Airport,Hartsfield-Jackson Atlanta International Airport,1206.4604885887097,1474.562819386201,1105.9221145396507,1005.3837404905914,3016.1512214717745
Philadelphia International Airport,Dallas/Fort Worth International Airport,2345.906130375637,2867.2186037924457,2150.4139528443343,1954.9217753130308,5864.765325939093
Philadelphia International Airport,Denver International Airport,2797.001615066828,3418.5575295261233,2563.9181471445927,2330.8346792223565,6992.5040376670695
Philadelphia International Airport,O'Hare International Airport,1225.3025377394652,1497.5919905704575,1123.193992927843,1021.0854481162208,3063.2563443486624
Philadelphia International Airport,Los Angeles International Airport,4286.694420710955,5239.293180868945,3929.469885651709,3572.245350592462,10716.736051777387
Philadelphia International Airport,John F. Kennedy International Airport,-1,-1,-1,-1,-1
Philadelphia International Airport,Harry Reid International Airport,3890.295035293574,4754.805043136591,3566.1037823524434,3241.9125294113114,9725.737588233935
Philadelphia International Airport,Orlando International Airport,1561.674086576113,1908.712772481916,1431.5345793614372,1301.3950721467609,3904.1852164402826
Philadelphia International Airport,Miami International Airport,1834.7038890365639,2242.415864378023,1681.8118982835172,1528.9199075304698,4586.75972259141
Philadelphia International Airport,Charlotte Douglas International Airport,813.8170387641576,994.6652696006372,745.9989522004779,678.180865636798,2034.542596910394
Philadelphia International Airport,Seattle-Tacoma International Airport,4244.369428426069,5187.562634742974,3890.671976057231,3536.974523688391,10610.923571065174
Philadelphia International Airport,Phoenix Sky Harbor International Airport,3713.3717931994256,4538.56552502152,3403.9241437661403,3094.4764943328546,9283.429482998565
Philadelphia International Airport,Newark Liberty International Airport,-1,-1,-1,-1,-1
Philadelphia International Airport,San Francisco International Airport,4495.9156186322525,5495.007978328309,4121.255983746232,3746.59634886021,11239.78904658063
Philadelphia International Airport,George Bush Intercontinental Airport,2385.1861934871613,2915.227569817642,2186.4206773632313,1987.655161239301,5962.965483717903
Philadelphia International Airport,Logan International Airport,510.1169774487701,623.476305770719,467.6072293280393,425.09748120730836,1275.2924436219253
Philadelphia International Airport,Fort Lauderdale-Hollywood International Airport,1797.5276071258982,2196.978186487209,1647.7336398654068,1497.939672604915,4493.819017814745
Philadelphia International Airport,Minneapolis-Saint Paul International Airport,1767.5621035147442,2160.3536820735762,1620.2652615551824,1472.96841959562,4418.90525878686
Philadelphia International Airport,LaGuardia Airport,-1,-1,-1,-1,-1
Philadelphia International Airport,Detroit Metropolitan Airport,820.5971636059584,1002.952088851727,752.2140666387953,683.8309696716319,2051.4929090148958
Philadelphia International Airport,Salt Lake City International Airport,3450.5831500851873,4217.3794056596735,3163.0345542447553,2875.4859584043224,8626.457875212967
Philadelphia International Airport,Ronald Reagan Washington National Airport,-1,-1,-1,-1,-1
Philadelphia International Airport,San Diego International Airport,4232.61036792233,5173.190449682847,3879.892837262136,3527.175306601941,10581.525919805825
Philadelphia International Airport,Baltimore/Washington International Airport,-1,-1,-1,-1,-1
Philadelphia International Airport,Tampa International Airport,1665.9025499084232,2036.1031165547395,1527.0773374160547,1388.2521249236859,4164.756374771058
Philadelphia International Airport,Austin-Bergstrom International Airport,2573.506082547475,3145.396323113581,2359.0472423351857,2144.588402122896,6433.765206368687
Philadelphia International Airport,Washington Dulles International Airport,-1,-1,-1,-1,-1
Philadelphia International Airport,Nashville International Airport,1220.4709204088108,1491.6866804996578,1118.7650103747433,1017.0591003406756,3051.1773010220268
Philadelphia International Airport,Paris Charles de Gaulle Airport,-1,-1,-1,-1,17378.44910674112
Salt Lake City International Airport,Hartsfield-Jackson Atlanta International Airport,2922.5891863014463,3572.05344992399,2679.0400874429924,2435.490988584538,7306.472965753615
Salt Lake City International Airport,Dallas/Fort Worth International Airport,1811.2574871737875,2213.759150990185,1660.3193632426387,1509.3812393114895,4528.143717934468
Salt Lake City International Airport,Denver International Airport,712.4813966876042,870.8105959515162,653.1079469636372,593.7344972396701,1781.2034917190103
Salt Lake City International Airport,O'Hare International Airport,2290.292911382243,2799.246891689408,2099.4351687670564,1908.577426151869,5725.732278455607
Salt Lake City International Airport,Los Angeles International Airport,1068.7586881379082,1306.260618835221,979.6954641264159,890.6322401149234,2671.8967203447705
Salt Lake City International Airport,John F. Kennedy International Airport,3665.2339782498466,4479.730417860924,3359.797813395693,3054.3616485415387,9163.084945624616
Salt Lake City International Airport,Harry Reid International Airport,666.9094217965595,815.1115155291283,611.3336366468462,555.7578514971328,1667.2735544913985
Salt Lake City International Airport,Orlando International Airport,3560.5005288145435,4351.722868551109,3263.7921514133322,2967.0837740121196,8901.25132203636
Salt Lake City International Airport,Miami International Airport,3857.036966475311,4714.156292358714,3535.6172192690356,3214.197472062759,9642.592416188278
Salt Lake City International Airport,Charlotte Douglas International Airport,3176.9581023683213,3882.9487917835045,2912.2115938376282,2647.4650853069343,7942.395255920804
Salt Lake City International Airport,Seattle-Tacoma International Airport,1245.2935819071208,1522.0254889975922,1141.5191167481942,1037.7446515892673,3113.233954767802
Salt Lake City International Airport,Phoenix Sky Harbor International Airport,921.4454087771929,1126.2110551721248,844.6582913790936,767.8711739809941,2303.613521942982
Salt Lake City International Airport,Newark Liberty International Airport,3625.7595838550596,4431.483935822851,3323.6129518671382,3021.466319879216,9064.398959637649
Salt Lake City International Airport,San Francisco International Airport,1083.1734461350507,1323.8786563872843,992.9089922904632,902.6445384458755,2707.9336153376266
Salt Lake City International Airport,George Bush Intercontinental Airport,2193.2533495617995,2680.642982797755,2010.4822370983163,1827.7111246348327,5483.1333739044985
