Origin Airport,Destination Airport,Aircraft,Flight Time (Minutes)
Harry Reid International Airport,Miami International Airport,Airbus A200-100,334.31347459072083
Harry Reid International Airport,Miami International Airport,Airbus A220-300,334.31347459072083
Harry Reid International Airport,Charlotte Douglas International Airport,Boeing 737-600,286.4361255263308
Harry Reid International Airport,Charlotte Douglas International Airport,Boeing 767-800,286.4361255263308
Harry Reid International Airport,Charlotte Douglas International Airport,Airbus A200-100,302.30292258941364
Harry Reid International Airport,Charlotte Douglas International Airport,Airbus A220-300,302.30292258941364
Harry Reid International Airport,Seattle-Tacoma International Airport,Boeing 737-600,161.47279948229232
Harry Reid International Airport,Seattle-Tacoma International Airport,Boeing 767-800,161.47279948229232
Harry Reid International Airport,Seattle-Tacoma International Airport,Airbus A200-100,167.19729619539333
Harry Reid International Airport,Seattle-Tacoma International Airport,Airbus A220-300,167.19729619539333
Harry Reid International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,88.17807805579193
Harry Reid International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,88.17807805579193
Harry Reid International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,88.30425249298301
Harry Reid International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,88.30425249298301
Harry Reid International Airport,Newark Liberty International Airport,Boeing 737-600,321.4971533082901
Harry Reid International Airport,Newark Liberty International Airport,Boeing 767-800,321.4971533082901
Harry Reid International Airport,Newark Liberty International Airport,Airbus A200-100,340.44738068026066
Harry Reid International Airport,Newark Liberty International Airport,Airbus A220-300,340.44738068026066
Harry Reid International Airport,San Francisco International Airport,Boeing 737-600,112.19911563363411
Harry Reid International Airport,San Francisco International Airport,Boeing 767-800,112.19911563363411
Harry Reid International Airport,San Francisco International Airport,Airbus A200-100,113.59025477506458
Harry Reid International Airport,San Francisco International Airport,Airbus A220-300,113.59025477506458
Harry Reid International Airport,George Bush Intercontinental Airport,Boeing 737-600,201.93465335583048
Harry Reid International Airport,George Bush Intercontinental Airport,Boeing 767-800,201.93465335583048
Harry Reid International Airport,George Bush Intercontinental Airport,Airbus A200-100,211.21755421393632
Harry Reid International Airport,George Bush Intercontinental Airport,Airbus A220-300,211.21755421393632
Harry Reid International Airport,Logan International Airport,Boeing 737-600,338.8993673885258
Harry Reid International Airport,Logan International Airport,Boeing 767-800,338.8993673885258
Harry Reid International Airport,Logan International Airport,Airbus A200-100,359.380026631189
Harry Reid International Airport,Logan International Airport,Airbus A220-300,359.380026631189
Harry Reid International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,315.6601695451896
Harry Reid International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,315.6601695451896
Harry Reid International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,334.0970653411563
Harry Reid International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,334.0970653411563
Harry Reid International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,210.67944920221368
Harry Reid International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,210.67944920221368
Harry Reid International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,220.7314081930548
Harry Reid International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,220.7314081930548
Harry Reid International Airport,LaGuardia Airport,Boeing 737-600,323.2256772163286
Harry Reid International Airport,LaGuardia Airport,Boeing 767-800,323.2256772163286
Harry Reid International Airport,LaGuardia Airport,Airbus A200-100,342.3279190426623
Harry Reid International Airport,LaGuardia Airport,Airbus A220-300,342.3279190426623
Harry Reid International Airport,Detroit Metropolitan Airport,Boeing 737-600,267.6739097996916
Harry Reid International Airport,Detroit Metropolitan Airport,Boeing 767-800,267.6739097996916
Harry Reid International Airport,Detroit Metropolitan Airport,Airbus A200-100,281.89067010420644
Harry Reid International Airport,Detroit Metropolitan Airport,Airbus A220-300,281.89067010420644
Harry Reid International Airport,Philadelphia International Airport,Boeing 737-600,315.78895787096326
Harry Reid International Airport,Philadelphia International Airport,Boeing 767-800,315.78895787096326
Harry Reid International Airport,Philadelphia International Airport,Airbus A200-100,334.2371799129713
Harry Reid International Airport,Philadelphia International Airport,Airbus A220-300,334.2371799129713
Harry Reid International Airport,Salt Lake City International Airport,Boeing 737-600,107.3628005179768
Harry Reid International Airport,Salt Lake City International Airport,Boeing 767-800,107.3628005179768
Harry Reid International Airport,Salt Lake City International Airport,Airbus A200-100,108.32861155140974
Harry Reid International Airport,Salt Lake City International Airport,Airbus A220-300,108.32861155140974
Harry Reid International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,305.8909578385228
Harry Reid International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,305.8909578385228
Harry Reid International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,323.4687035930929
Harry Reid International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,323.4687035930929
Harry Reid International Airport,San Diego International Airport,Boeing 737-600,88.52019294311852
Harry Reid International Airport,San Diego International Airport,Boeing 767-800,88.52019294311852
Harry Reid International Airport,San Diego International Airport,Airbus A200-100,88.67645455913576
Harry Reid International Airport,San Diego International Airport,Airbus A220-300,88.67645455913576
Harry Reid International Airport,Baltimore/Washington International Airport,Boeing 737-600,307.8382159490867
Harry Reid International Airport,Baltimore/Washington International Airport,Boeing 767-800,307.8382159490867
Harry Reid International Airport,Baltimore/Washington International Airport,Airbus A200-100,325.5872126639732
Harry Reid International Airport,Baltimore/Washington International Airport,Airbus A220-300,325.5872126639732
Harry Reid International Airport,Tampa International Airport,Boeing 737-600,294.2662878538683
Harry Reid International Airport,Tampa International Airport,Boeing 767-800,294.2662878538683
Harry Reid International Airport,Tampa International Airport,Airbus A200-100,310.82170591215953
Harry Reid International Airport,Tampa International Airport,Airbus A220-300,310.82170591215953
Harry Reid International Airport,Austin-Bergstrom International Airport,Boeing 737-600,187.3059860341521
Harry Reid International Airport,Austin-Bergstrom International Airport,Boeing 767-800,187.3059860341521
Harry Reid International Airport,Austin-Bergstrom International Airport,Airbus A200-100,195.3023736594226
Harry Reid International Airport,Austin-Bergstrom International Airport,Airbus A220-300,195.3023736594226
Harry Reid International Airport,Washington Dulles International Airport,Boeing 737-600,303.2736141070775
Harry Reid International Airport,Washington Dulles International Airport,Boeing 767-800,303.2736141070775
Harry Reid International Airport,Washington Dulles International Airport,Airbus A200-100,320.6211784465304
Harry Reid International Airport,Washington Dulles International Airport,Airbus A220-300,320.6211784465304
Harry Reid International Airport,Nashville International Airport,Boeing 737-600,249.57371262117357
Harry Reid International Airport,Nashville International Airport,Boeing 767-800,249.57371262117357
Harry Reid International Airport,Nashville International Airport,Airbus A200-100,262.19865716591755
Harry Reid International Airport,Nashville International Airport,Airbus A220-300,262.19865716591755
Harry Reid International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,692.8966189012929
Harry Reid International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,692.8966189012929
Harry Reid International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,744.5094474963636
Harry Reid International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,744.5094474963636
Orlando International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,113.22109151528016
Orlando International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,113.22109151528016
Orlando International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,114.52621865420717
Orlando International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,114.52621865420717
Orlando International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,176.12820988006743
Orlando International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,176.12820988006743
Orlando International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,182.96568240878304
Orlando International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,182.96568240878304
Orlando International Airport,Denver International Airport,Boeing 737-600,243.46284636068293
Orlando International Airport,Denver International Airport,Boeing 767-800,243.46284636068293
Orlando International Airport,Denver International Airport,Airbus A200-100,255.37448349714265
Orlando International Airport,Denver International Airport,Airbus A220-300,255.37448349714265
Orlando International Airport,O'Hare International Airport,Boeing 737-600,178.9839066923048
Orlando International Airport,O'Hare International Airport,Boeing 767-800,178.9839066923048
Orlando International Airport,O'Hare International Airport,Airbus A200-100,186.0453255424523
Orlando International Airport,O'Hare International Airport,Airbus A220-300,186.0453255424523
Orlando International Airport,Los Angeles International Airport,Boeing 737-600,312.8386799473248
Orlando International Airport,Los Angeles International Airport,Boeing 767-800,312.8386799473248
Orlando International Airport,Los Angeles International Airport,Airbus A200-100,331.02744078853857
Orlando International Airport,Los Angeles International Airport,Airbus A220-300,331.02744078853857
Orlando International Airport,John F. Kennedy International Airport,Boeing 737-600,171.4760437166246
Orlando International Airport,John F. Kennedy International Airport,Boeing 767-800,171.4760437166246
Orlando International Airport,John F. Kennedy International Airport,Airbus A200-100,178.0802723831402
Orlando International Airport,John F. Kennedy International Airport,Airbus A220-300,178.0802723831402
Orlando International Airport,Harry Reid International Airport,Boeing 737-600,293.89531801397766
Orlando International Airport,Harry Reid International Airport,Boeing 767-800,293.89531801397766
Orlando International Airport,Harry Reid International Airport,Airbus A200-100,310.41811125433384
Orlando International Airport,Harry Reid International Airport,Airbus A220-300,310.41811125433384
Orlando International Airport,Miami International Airport,Boeing 737-600,74.4143038973795
Orlando International Airport,Miami International Airport,Boeing 767-800,74.4143038973795
Orlando International Airport,Miami International Airport,Airbus A200-100,74.17758521563681
Orlando International Airport,Miami International Airport,Airbus A220-300,74.17758521563681
Orlando International Airport,Charlotte Douglas International Airport,Boeing 737-600,118.66083392847199
Orlando International Airport,Charlotte Douglas International Airport,Boeing 767-800,118.66083392847199
Orlando International Airport,Charlotte Douglas International Airport,Airbus A200-100,120.62024671440895
Orlando International Airport,Charlotte Douglas International Airport,Airbus A220-300,120.62024671440895
Orlando International Airport,Seattle-Tacoma International Airport,Boeing 737-600,348.5555736707411
Orlando International Airport,Seattle-Tacoma International Airport,Boeing 767-800,348.5555736707411
Orlando International Airport,Seattle-Tacoma International Airport,Airbus A200-100,369.88544473071386
Orlando International Airport,Seattle-Tacoma International Airport,Airbus A220-300,369.88544473071386
Orlando International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,273.5923563507651
Orlando International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,273.5923563507651
Orlando International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,288.3296124488032
Orlando International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,288.3296124488032
Orlando International Airport,Newark Liberty International Airport,Boeing 737-600,170.73734933749822
Orlando International Airport,Newark Liberty International Airport,Boeing 767-800,170.73734933749822
Orlando International Airport,Newark Liberty International Airport,Airbus A200-100,177.27661377501948
Orlando International Airport,Newark Liberty International Airport,Airbus A220-300,177.27661377501948
Orlando International Airport,San Francisco International Airport,Boeing 737-600,337.0390822276159
Orlando International Airport,San Francisco International Airport,Boeing 767-800,337.0390822276159
Orlando International Airport,San Francisco International Airport,Airbus A200-100,357.3561393167999
Orlando International Airport,San Francisco International Airport,Airbus A220-300,357.3561393167999
Orlando International Airport,George Bush Intercontinental Airport,Boeing 737-600,159.93509483475592
Orlando International Airport,George Bush Intercontinental Airport,Boeing 767-800,159.93509483475592
Orlando International Airport,George Bush Intercontinental Airport,Airbus A200-100,165.52435862924946
Orlando International Airport,George Bush Intercontinental Airport,Airbus A220-300,165.52435862924946
Orlando International Airport,Logan International Airport,Boeing 737-600,191.13753510415057
Orlando International Airport,Logan International Airport,Boeing 767-800,191.13753510415057
Orlando International Airport,Logan International Airport,Airbus A200-100,199.47088702510274
Orlando International Airport,Logan International Airport,Airbus A220-300,199.47088702510274
Orlando International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,72.75385702138517
Orlando International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,72.75385702138517
Orlando International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,72.3711108969908
Orlando International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,72.3711108969908
Orlando International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,209.52304280032507
Orlando International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,209.52304280032507
Orlando International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,219.4733020186681
Orlando International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,219.4733020186681
Orlando International Airport,LaGuardia Airport,Boeing 737-600,172.10183445555498
Orlando International Airport,LaGuardia Airport,Boeing 767-800,172.10183445555498
Orlando International Airport,LaGuardia Airport,Airbus A200-100,178.7610980783599
Orlando International Airport,LaGuardia Airport,Airbus A220-300,178.7610980783599
Orlando International Airport,Detroit Metropolitan Airport,Boeing 737-600,171.52541481241536
Orlando International Airport,Detroit Metropolitan Airport,Boeing 767-800,171.52541481241536
Orlando International Airport,Detroit Metropolitan Airport,Airbus A200-100,178.1339854033631
Orlando International Airport,Detroit Metropolitan Airport,Airbus A220-300,178.1339854033631
Orlando International Airport,Philadelphia International Airport,Boeing 737-600,162.27083297489418
Orlando International Airport,Philadelphia International Airport,Boeing 767-800,162.27083297489418
Orlando International Airport,Philadelphia International Airport,Airbus A200-100,168.06551247538806
Orlando International Airport,Philadelphia International Airport,Airbus A220-300,168.06551247538806
Orlando International Airport,Salt Lake City International Airport,Boeing 737-600,282.5127812844567
Orlando International Airport,Salt Lake City International Airport,Boeing 767-800,282.5127812844567
Orlando International Airport,Salt Lake City International Airport,Airbus A200-100,298.03454115630757
Orlando International Airport,Salt Lake City International Airport,Airbus A220-300,298.03454115630757
Orlando International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,150.91270422970874
Orlando International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,150.91270422970874
Orlando International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,155.70849691367937
Orlando International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,155.70849691367937
Orlando International Airport,San Diego International Airport,Boeing 737-600,305.574210447117
Orlando International Airport,San Diego International Airport,Boeing 767-800,305.574210447117
Orlando International Airport,San Diego International Airport,Airbus A200-100,323.12409995876703
Orlando International Airport,San Diego International Airport,Airbus A220-300,323.12409995876703
Orlando International Airport,Baltimore/Washington International Airport,Boeing 737-600,154.03373045824188
Orlando International Airport,Baltimore/Washington International Airport,Boeing 767-800,154.03373045824188
Orlando International Airport,Baltimore/Washington International Airport,Airbus A200-100,159.10400074531475
Orlando International Airport,Baltimore/Washington International Airport,Airbus A220-300,159.10400074531475
Orlando International Airport,Tampa International Airport,Boeing 737-600,53.1974960023467
Orlando International Airport,Tampa International Airport,Boeing 767-800,53.1974960023467
Orlando International Airport,Tampa International Airport,Airbus A200-100,51.09487227845193
Orlando International Airport,Tampa International Airport,Airbus A220-300,51.09487227845193
Orlando International Airport,Austin-Bergstrom International Airport,Boeing 737-600,175.04946645937184
Orlando International Airport,Austin-Bergstrom International Airport,Boeing 767-800,175.04946645937184
Orlando International Airport,Austin-Bergstrom International Airport,Airbus A200-100,181.96795858844132
Orlando International Airport,Austin-Bergstrom International Airport,Airbus A220-300,181.96795858844132
Orlando International Airport,Washington Dulles International Airport,Boeing 737-600,150.83090161430877
Orlando International Airport,Washington Dulles International Airport,Boeing 767-800,150.83090161430877
Orlando International Airport,Washington Dulles International Airport,Airbus A200-100,155.61950019475114
Orlando International Airport,Washington Dulles International Airport,Airbus A220-300,155.61950019475114
Orlando International Airport,Nashville International Airport,Boeing 737-600,134.38761692186915
Orlando International Airport,Nashville International Airport,Boeing 767-800,134.38761692186915
Orlando International Airport,Nashville International Airport,Airbus A200-100,137.73011635445866
Orlando International Airport,Nashville International Airport,Airbus A220-300,137.73011635445866
Orlando International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,583.5086915534451
Orlando International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,583.5086915534451
Orlando International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,625.501435628794
Orlando International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,625.501435628794
Miami International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,134.08483456274118
Miami International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,134.08483456274118
Miami International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,137.2248165744192
Miami International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,137.2248165744192
Miami International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,190.93511886601337
Miami International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,190.93511886601337
Miami International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,199.0747800308448
Miami International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,199.0747800308448
Miami International Airport,Denver International Airport,Boeing 737-600,260.9632909692331
Miami International Airport,Denver International Airport,Boeing 767-800,260.9632909692331
Miami International Airport,Denver International Airport,Airbus A200-100,274.41399882719577
Miami International Airport,Denver International Airport,Airbus A220-300,274.41399882719577
Miami International Airport,O'Hare International Airport,Boeing 737-600,199.7655760735855
Miami International Airport,O'Hare International Airport,Boeing 767-800,199.7655760735855
Miami International Airport,O'Hare International Airport,Airbus A200-100,208.65463185548597
Miami International Airport,O'Hare International Airport,Airbus A220-300,208.65463185548597
Miami International Airport,Los Angeles International Airport,Boeing 737-600,326.1094029331673
Miami International Airport,Los Angeles International Airport,Boeing 767-800,326.1094029331673
Miami International Airport,Los Angeles International Airport,Airbus A200-100,345.4652530488277
Miami International Airport,Los Angeles International Airport,Airbus A220-300,345.4652530488277
Miami International Airport,John F. Kennedy International Airport,Boeing 737-600,187.71612830586633
Miami International Airport,John F. Kennedy International Airport,Boeing 767-800,187.71612830586633
Miami International Airport,John F. Kennedy International Airport,Airbus A200-100,195.74858575542788
Miami International Airport,John F. Kennedy International Airport,Airbus A220-300,195.74858575542788
Miami International Airport,Harry Reid International Airport,Boeing 737-600,308.36865477218174
Miami International Airport,Harry Reid International Airport,Boeing 767-800,308.36865477218174
Miami International Airport,Harry Reid International Airport,Airbus A200-100,326.16430075115466
Miami International Airport,Harry Reid International Airport,Airbus A220-300,326.16430075115466
Miami International Airport,Orlando International Airport,Boeing 737-600,74.35548555129776
Miami International Airport,Orlando International Airport,Boeing 767-800,74.35548555129776
Miami International Airport,Orlando International Airport,Airbus A200-100,74.11359410987001
Miami International Airport,Orlando International Airport,Airbus A220-300,74.11359410987001
Miami International Airport,Charlotte Douglas International Airport,Boeing 737-600,138.16862134017367
Miami International Airport,Charlotte Douglas International Airport,Boeing 767-800,138.16862134017367
Miami International Airport,Charlotte Douglas International Airport,Airbus A200-100,141.84363993603304
Miami International Airport,Charlotte Douglas International Airport,Airbus A220-300,141.84363993603304
Miami International Airport,Seattle-Tacoma International Airport,Boeing 737-600,366.6052304403056
Miami International Airport,Seattle-Tacoma International Airport,Boeing 767-800,366.6052304403056
Miami International Airport,Seattle-Tacoma International Airport,Airbus A200-100,389.5224725007637
Miami International Airport,Seattle-Tacoma International Airport,Airbus A220-300,389.5224725007637
Miami International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,286.822035048756
Miami International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,286.822035048756
Miami International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,302.72277079513515
Miami International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,302.72277079513515
Miami International Airport,Newark Liberty International Airport,Boeing 737-600,187.257413133608
Miami International Airport,Newark Liberty International Airport,Boeing 767-800,187.257413133608
Miami International Airport,Newark Liberty International Airport,Airbus A200-100,195.2495290314591
Miami International Airport,Newark Liberty International Airport,Airbus A220-300,195.2495290314591
Miami International Airport,San Francisco International Airport,Boeing 737-600,351.8473307767071
Miami International Airport,San Francisco International Airport,Boeing 767-800,351.8473307767071
Miami International Airport,San Francisco International Airport,Airbus A200-100,373.46669430943774
Miami International Airport,San Francisco International Airport,Airbus A220-300,373.46669430943774
Miami International Airport,George Bush Intercontinental Airport,Boeing 737-600,171.9535959807592
Miami International Airport,George Bush Intercontinental Airport,Boeing 767-800,171.9535959807592
Miami International Airport,George Bush Intercontinental Airport,Airbus A200-100,178.5998228207016
Miami International Airport,George Bush Intercontinental Airport,Airbus A220-300,178.5998228207016
Miami International Airport,Logan International Airport,Boeing 737-600,206.48253996796893
Miami International Airport,Logan International Airport,Boeing 767-800,206.48253996796893
Miami International Airport,Logan International Airport,Airbus A200-100,216.16540318623316
Miami International Airport,Logan International Airport,Airbus A220-300,216.16540318623316
Miami International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,53.1974960023467
Miami International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,53.1974960023467
Miami International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,51.09487227845193
Miami International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,51.09487227845193
Miami International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,230.06834169529685
Miami International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,230.06834169529685
Miami International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,241.82545032238735
Miami International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,241.82545032238735
Miami International Airport,LaGuardia Airport,Boeing 737-600,188.4588899358363
Miami International Airport,LaGuardia Airport,Boeing 767-800,188.4588899358363
Miami International Airport,LaGuardia Airport,Airbus A200-100,196.55666930740117
Miami International Airport,LaGuardia Airport,Airbus A220-300,196.55666930740117
Miami International Airport,Detroit Metropolitan Airport,Boeing 737-600,191.86480541737382
Miami International Airport,Detroit Metropolitan Airport,Boeing 767-800,191.86480541737382
Miami International Airport,Detroit Metropolitan Airport,Airbus A200-100,200.26211688168257
Miami International Airport,Detroit Metropolitan Airport,Airbus A220-300,200.26211688168257
Miami International Airport,Philadelphia International Airport,Boeing 737-600,179.18342487078343
Miami International Airport,Philadelphia International Airport,Boeing 767-800,179.18342487078343
Miami International Airport,Philadelphia International Airport,Airbus A200-100,186.46547658346515
Miami International Airport,Philadelphia International Airport,Airbus A220-300,186.46547658346515
Miami International Airport,Salt Lake City International Airport,Boeing 737-600,299.37916761556664
Miami International Airport,Salt Lake City International Airport,Boeing 767-800,299.37916761556664
Miami International Airport,Salt Lake City International Airport,Airbus A200-100,316.38423616673447
Miami International Airport,Salt Lake City International Airport,Airbus A220-300,316.38423616673447
Miami International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,168.75818562210893
Miami International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,168.75818562210893
Miami International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,175.12339317161673
Miami International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,175.12339317161673
Miami International Airport,San Diego International Airport,Boeing 737-600,318.244874303927
Miami International Airport,San Diego International Airport,Boeing 767-800,318.244874303927
Miami International Airport,San Diego International Airport,Airbus A200-100,336.9090810915218
Miami International Airport,San Diego International Airport,Airbus A220-300,336.9090810915218
Miami International Airport,Baltimore/Washington International Airport,Boeing 737-600,171.7094878419731
Miami International Airport,Baltimore/Washington International Airport,Boeing 767-800,171.7094878419731
Miami International Airport,Baltimore/Washington International Airport,Airbus A200-100,178.33424667366262
Miami International Airport,Baltimore/Washington International Airport,Airbus A220-300,178.33424667366262
Miami International Airport,Tampa International Airport,Boeing 737-600,82.55301779588363
Miami International Airport,Tampa International Airport,Boeing 767-800,82.55301779588363
Miami International Airport,Tampa International Airport,Airbus A200-100,82.18449819835948
Miami International Airport,Tampa International Airport,Airbus A220-300,82.18449819835948
Miami International Airport,Austin-Bergstrom International Airport,Boeing 737-600,186.9414854718095
Miami International Airport,Austin-Bergstrom International Airport,Boeing 767-800,186.9414854718095
Miami International Airport,Austin-Bergstrom International Airport,Airbus A200-100,194.90581721758542
Miami International Airport,Austin-Bergstrom International Airport,Airbus A220-300,194.90581721758542
Miami International Airport,Washington Dulles International Airport,Boeing 737-600,169.00262926171467
Miami International Airport,Washington Dulles International Airport,Boeing 767-800,169.00262926171467
Miami International Airport,Washington Dulles International Airport,Airbus A200-100,175.38933432498226
Miami International Airport,Washington Dulles International Airport,Airbus A220-300,175.38933432498226
Miami International Airport,Nashville International Airport,Boeing 737-600,155.06333593999048
Miami International Airport,Nashville International Airport,Boeing 767-800,155.06333593999048
Miami International Airport,Nashville International Airport,Airbus A200-100,160.2241545352408
Miami International Airport,Nashville International Airport,Airbus A220-300,160.2241545352408
Miami International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,593.0740070705315
Miami International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,593.0740070705315
Miami International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,635.9079696053869
Miami International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,635.9079696053869
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,86.9060780767624
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,86.9060780767624
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,86.74449757508626
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,86.74449757508626
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,170.77550237501507
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,170.77550237501507
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,177.1422328405393
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,177.1422328405393
Charlotte Douglas International Airport,Denver International Airport,Boeing 737-600,214.0109505502841
Charlotte Douglas International Airport,Denver International Airport,Boeing 767-800,214.0109505502841
Charlotte Douglas International Airport,Denver International Airport,Airbus A200-100,224.18000797983893
Charlotte Douglas International Airport,Denver International Airport,Airbus A220-300,224.18000797983893
Charlotte Douglas International Airport,O'Hare International Airport,Boeing 737-600,134.7510929970703
Charlotte Douglas International Airport,O'Hare International Airport,Boeing 767-800,134.7510929970703
Charlotte Douglas International Airport,O'Hare International Airport,Airbus A200-100,137.92247190761717
Charlotte Douglas International Airport,O'Hare International Airport,Airbus A220-300,137.92247190761717
Charlotte Douglas International Airport,Los Angeles International Airport,Boeing 737-600,302.90622277169257
Charlotte Douglas International Airport,Los Angeles International Airport,Boeing 767-800,302.90622277169257
Charlotte Douglas International Airport,Los Angeles International Airport,Airbus A200-100,320.2214770035869
Charlotte Douglas International Airport,Los Angeles International Airport,Airbus A220-300,320.2214770035869
Charlotte Douglas International Airport,John F. Kennedy International Airport,Boeing 737-600,126.58789888528986
Charlotte Douglas International Airport,John F. Kennedy International Airport,Boeing 767-800,126.58789888528986
Charlotte Douglas International Airport,John F. Kennedy International Airport,Airbus A200-100,129.244454735611
Charlotte Douglas International Airport,John F. Kennedy International Airport,Airbus A220-300,129.244454735611
Charlotte Douglas International Airport,Harry Reid International Airport,Boeing 737-600,280.63438496380405
Charlotte Douglas International Airport,Harry Reid International Airport,Boeing 767-800,280.63438496380405
Charlotte Douglas International Airport,Harry Reid International Airport,Airbus A200-100,295.99094990231686
Charlotte Douglas International Airport,Harry Reid International Airport,Airbus A220-300,295.99094990231686
Charlotte Douglas International Airport,Orlando International Airport,Boeing 737-600,118.31052769193184
Charlotte Douglas International Airport,Orlando International Airport,Boeing 767-800,118.31052769193184
Charlotte Douglas International Airport,Orlando International Airport,Airbus A200-100,120.2391329135881
Charlotte Douglas International Airport,Orlando International Airport,Airbus A220-300,120.2391329135881
Charlotte Douglas International Airport,Miami International Airport,Boeing 737-600,138.8439352976689
Charlotte Douglas International Airport,Miami International Airport,Boeing 767-800,138.8439352976689
Charlotte Douglas International Airport,Miami International Airport,Airbus A200-100,142.57834415263602
Charlotte Douglas International Airport,Miami International Airport,Airbus A220-300,142.57834415263602
