source airport,destination airport,airplane type,total Cost,break even cost per ticket, profit/loss per flight, percent full
Miami International Airport,Tampa International Airport,Airbus A220-300,5920.400143640441,123.34166965917585,-5057.008456026209,0.04375
Miami International Airport,Austin-Bergstrom International Airport,Boeing 737-600,16318.902074442984,457.1121029255738,-14033.341559815115,0.04201680672268908
Miami International Airport,Austin-Bergstrom International Airport,Boeing 767-800,19398.62759305373,342.1274707769618,-17687.99023916892,0.026455026455026454
Miami International Airport,Austin-Bergstrom International Airport,Airbus A200-100,15886.659896392353,392.2632073183297,-13925.343859800705,0.037037037037037035
Miami International Airport,Austin-Bergstrom International Airport,Airbus A220-300,14265.751728702486,297.2031610146351,-12779.73592362931,0.03125
Miami International Airport,Washington Dulles International Airport,Boeing 737-600,14477.283255147919,405.52614160078207,-12855.17868874479,0.03361344537815126
Miami International Airport,Washington Dulles International Airport,Boeing 767-800,17096.604068934903,301.5274086231905,-15890.49443444214,0.021164021164021163
Miami International Airport,Washington Dulles International Airport,Airbus A200-100,14109.659281283082,348.38664892056994,-12716.112685600803,0.02962962962962963
Miami International Airport,Washington Dulles International Airport,Airbus A220-300,12731.069379289933,265.23061206854027,-11670.146931015772,0.025
Miami International Airport,Nashville International Airport,Boeing 737-600,13046.26309375573,365.44154324245744,-11584.4969207859,0.03361344537815126
Miami International Airport,Nashville International Airport,Boeing 767-800,15307.828867194661,269.97934510043495,-14227.911486792922,0.021164021164021163
Miami International Airport,Nashville International Airport,Airbus A200-100,12728.85035362395,314.2926013240481,-11471.679948327757,0.02962962962962963
Miami International Airport,Nashville International Airport,Airbus A220-300,11538.552578129773,240.38651204437028,-10577.006529952292,0.025
Miami International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,57310.63500495942,1605.339916105306,-13966.45727011616,0.226890756302521
Miami International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,70638.29375619927,1245.8252867054546,-37001.011015152,0.14285714285714285
Miami International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,55440.08640829418,1368.8910224270167,-18480.028802764726,0.2
Miami International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,48425.52917079951,1008.8651910583231,-21186.16901222479,0.16875
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,6546.047418655025,183.3626727914573,-4529.058017948994,0.09243697478991597
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,7182.559273318781,126.6765303936293,-5789.117438988859,0.0582010582010582
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,6456.712421509235,159.42499806195642,-4703.037442827715,0.08148148148148149
Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,6121.706182212521,127.53554546276085,-4718.815182122151,0.06875
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,14453.96620839672,404.8730030363227,-8785.744165888202,0.11764705882352941
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,17067.457760495898,301.0133643826437,-12853.270659138885,0.07407407407407407
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,14087.16037652315,347.83112040797903,-9217.524690811444,0.1037037037037037
Charlotte Douglas International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,12711.638506997266,264.8258022291097,-9004.07727578973,0.0875
Charlotte Douglas International Airport,Denver International Airport,Boeing 737-600,18892.555496794324,529.2032352043228,-16246.53932077271,0.04201680672268908
Charlotte Douglas International Airport,Denver International Airport,Boeing 767-800,22615.694370992904,398.86586192227344,-20621.365061381537,0.026455026455026454
Charlotte Douglas International Airport,Denver International Airport,Airbus A200-100,18370.00968988926,453.58048617010513,-16102.107259038734,0.037037037037037035
Charlotte Douglas International Airport,Denver International Airport,Airbus A220-300,16410.462913995267,341.88464404156804,-14701.039693787427,0.03125
Charlotte Douglas International Airport,O'Hare International Airport,Boeing 737-600,10723.920549842172,300.3899313681281,-5617.291716583995,0.14285714285714285
Charlotte Douglas International Airport,O'Hare International Airport,Boeing 767-800,12404.900687302716,218.7813172363795,-8685.618294284264,0.08994708994708994
Charlotte Douglas International Airport,O'Hare International Airport,Airbus A200-100,10487.993513005606,258.9628027902619,-6085.625865571154,0.1259259259259259
Charlotte Douglas International Airport,O'Hare International Airport,Airbus A220-300,9603.267124868476,200.06806510142658,-6202.110018144224,0.10625
Charlotte Douglas International Airport,Los Angeles International Airport,Boeing 737-600,27521.75403844727,770.9174800685511,-2081.4771961850856,0.2773109243697479
Charlotte Douglas International Airport,Los Angeles International Airport,Boeing 767-800,33402.19254805909,589.1039250098605,-13961.763022733689,0.1746031746031746
Charlotte Douglas International Airport,Los Angeles International Airport,Airbus A200-100,26696.429335343862,659.1710946998485,-4943.783210248861,0.24444444444444444
Charlotte Douglas International Airport,Los Angeles International Airport,Airbus A220-300,23601.46169870606,491.69711872304293,-7375.456780845645,0.20625
Charlotte Douglas International Airport,John F. Kennedy International Airport,Boeing 737-600,10122.949580708098,283.5560106640924,-6720.277452738989,0.10084033613445378
Charlotte Douglas International Airport,John F. Kennedy International Airport,Boeing 767-800,11653.686975885123,205.53239816375878,-9187.298197920018,0.06349206349206349
Charlotte Douglas International Airport,John F. Kennedy International Airport,Airbus A200-100,9908.109244542902,244.64467270476302,-6972.373172085746,0.08888888888888889
Charlotte Douglas International Airport,John F. Kennedy International Airport,Airbus A220-300,9102.457983923416,189.63454133173784,-6826.843487942562,0.075
Charlotte Douglas International Airport,Harry Reid International Airport,Boeing 737-600,25235.307502117183,706.8713586027222,-22407.822067706293,0.03361344537815126
Charlotte Douglas International Airport,Harry Reid International Airport,Boeing 767-800,30544.134377646482,538.6972553376805,-28389.34535629576,0.021164021164021163
Charlotte Douglas International Airport,Harry Reid International Airport,Airbus A200-100,24490.20899327097,604.6965183523697,-22071.422919861492,0.02962962962962963
Charlotte Douglas International Airport,Harry Reid International Airport,Airbus A220-300,21696.089585097652,452.0018663562011,-19888.082119672847,0.025
Charlotte Douglas International Airport,Orlando International Airport,Boeing 737-600,9273.187344730044,259.75314691120576,-7974.421610174015,0.04201680672268908
Charlotte Douglas International Airport,Orlando International Airport,Boeing 767-800,10591.484180912557,186.79866280269061,-9657.490866899105,0.026455026455026454
Charlotte Douglas International Airport,Orlando International Airport,Airbus A200-100,9088.163227371097,224.39909203385423,-7966.167767201825,0.037037037037037035
Charlotte Douglas International Airport,Orlando International Airport,Airbus A220-300,8394.322787275036,174.88172473489658,-7519.914163600553,0.03125
Charlotte Douglas International Airport,Miami International Airport,Boeing 737-600,11381.165101400064,318.80014289636034,-9787.164386918263,0.04201680672268908
Charlotte Douglas International Airport,Miami International Airport,Boeing 767-800,13226.45637675008,233.2708355687845,-12060.102198906157,0.026455026455026454
Charlotte Douglas International Airport,Miami International Airport,Airbus A200-100,11122.176852228133,274.62165067229955,-9749.068598866636,0.037037037037037035
Charlotte Douglas International Airport,Miami International Airport,Airbus A220-300,10150.970917833387,211.47856078819555,-9093.578113892409,0.03125
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,Boeing 737-600,29201.688611264806,817.9744709037761,-23475.867314938372,0.058823529411764705
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,Boeing 767-800,35502.11076408101,626.1395196486951,-31119.134126540142,0.037037037037037035
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,Airbus A200-100,28317.41883543096,699.1955268007645,-23423.05014782561,0.05185185185185185
Charlotte Douglas International Airport,Seattle-Tacoma International Airport,Airbus A220-300,25001.407176054006,520.8626495011251,-21355.36862954613,0.04375
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,23681.472273915606,663.3465622945548,-17711.353213264614,0.07563025210084033
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,28601.84034239451,504.4416286136598,-24061.86568487157,0.047619047619047616
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,22990.894299392254,567.6764024541297,-17881.806677305085,0.06666666666666667
Charlotte Douglas International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,20401.226894929674,425.0255603110349,-16575.99685213036,0.05625
Charlotte Douglas International Airport,Newark Liberty International Airport,Boeing 737-600,9977.66674165496,279.4864633516796,-6623.829181434805,0.10084033613445378
Charlotte Douglas International Airport,Newark Liberty International Airport,Boeing 767-800,11472.083427068701,202.32951370491537,-9044.129262609717,0.06349206349206349
Charlotte Douglas International Airport,Newark Liberty International Airport,Airbus A200-100,9767.924048965315,241.1833098509954,-6873.72433075337,0.08888888888888889
Charlotte Douglas International Airport,Newark Liberty International Airport,Airbus A220-300,8981.388951379135,187.11226982039864,-6736.0417135343505,0.075
Charlotte Douglas International Airport,San Francisco International Airport,Boeing 737-600,29384.200325616293,823.0868438547982,-18684.07135550392,0.1092436974789916
Charlotte Douglas International Airport,San Francisco International Airport,Boeing 767-800,35730.250407020365,630.1631465082958,-27538.12950241252,0.06878306878306878
Charlotte Douglas International Airport,San Francisco International Airport,Airbus A200-100,28493.526629980635,703.5438674069293,-19347.456353690555,0.0962962962962963
Charlotte Douglas International Airport,San Francisco International Airport,Airbus A220-300,25153.50027134691,524.0312556530606,-18341.093947857124,0.08125
Charlotte Douglas International Airport,George Bush Intercontinental Airport,Boeing 737-600,14195.94766209314,397.6455927757182,-9026.554956008804,0.1092436974789916
Charlotte Douglas International Airport,George Bush Intercontinental Airport,Boeing 767-800,16744.934577616426,295.32512482568654,-12905.707954882502,0.06878306878306878
Charlotte Douglas International Airport,George Bush Intercontinental Airport,Airbus A200-100,13838.195112546013,341.6838299394077,-9396.305323333712,0.0962962962962963
Charlotte Douglas International Airport,George Bush Intercontinental Airport,Airbus A220-300,12496.623051744284,260.3463135780059,-9112.120975230207,0.08125
Charlotte Douglas International Airport,Logan International Airport,Boeing 737-600,12240.064454138124,342.8589482951856,-9154.333919481454,0.07563025210084033
Charlotte Douglas International Airport,Logan International Airport,Boeing 767-800,14300.080567672656,252.20600648452657,-12030.226509311917,0.047619047619047616
Charlotte Douglas International Airport,Logan International Airport,Airbus A200-100,11950.939385571874,295.0849231005401,-9295.175077667012,0.06666666666666667
Charlotte Douglas International Airport,Logan International Airport,Airbus A220-300,10866.720378448437,226.39000788434245,-8829.210307489355,0.05625
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,11168.210061774695,312.8350157359859,-9604.034983094765,0.04201680672268908
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,12960.262577218367,228.57605956293418,-11817.382279403697,0.026455026455026454
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,10916.693919256286,269.54799800632804,-9568.953929224646,0.037037037037037035
Charlotte Douglas International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,9973.508384812245,207.78142468358843,-8934.601261394302,0.03125
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,14399.074246255037,403.3354130603652,-11575.72635483248,0.058823529411764705
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,16998.842807818797,299.8032241237883,-14900.220238952279,0.037037037037037035
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,14034.194448140826,346.5233197071809,-11608.53121019056,0.05185185185185185
Charlotte Douglas International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,12665.895205212531,263.8728167752611,-10818.785487785704,0.04375
Charlotte Douglas International Airport,LaGuardia Airport,Boeing 737-600,10151.039663903324,284.34284772838447,-6738.92549116271,0.10084033613445378
Charlotte Douglas International Airport,LaGuardia Airport,Boeing 767-800,11688.799579879156,206.15166807547016,-9214.979562973514,0.06349206349206349
Charlotte Douglas International Airport,LaGuardia Airport,Airbus A200-100,9935.213710783912,245.31391878478794,-6991.446685366456,0.08888888888888889
Charlotte Douglas International Airport,LaGuardia Airport,Airbus A220-300,9125.866386586104,190.1222163872105,-6844.399789939578,0.075
Charlotte Douglas International Airport,Detroit Metropolitan Airport,Boeing 737-600,9619.568670289049,269.45570505011347,-7463.923029888141,0.06722689075630252
Charlotte Douglas International Airport,Detroit Metropolitan Airport,Boeing 767-800,11024.460837861312,194.4349354120161,-9468.981354565183,0.042328042328042326
Charlotte Douglas International Airport,Detroit Metropolitan Airport,Airbus A200-100,9422.390822208734,232.65162523972182,-7561.177820290959,0.05925925925925926
Charlotte Douglas International Airport,Detroit Metropolitan Airport,Airbus A220-300,8682.973891907543,180.89528941474046,-7235.811576589619,0.05
Charlotte Douglas International Airport,Philadelphia International Airport,Boeing 737-600,9069.24521430014,254.04048219328124,-6274.799910174046,0.09243697478991597
Charlotte Douglas International Airport,Philadelphia International Airport,Boeing 767-800,10336.556517875173,182.30258408950925,-8331.228092890571,0.0582010582010582
Charlotte Douglas International Airport,Philadelphia International Airport,Airbus A200-100,8891.376961166801,219.54017188066177,-6476.4350704795215,0.08148148148148149
Charlotte Douglas International Airport,Philadelphia International Airport,Airbus A220-300,8224.37101191678,171.34106274826627,-6339.619321685852,0.06875
Charlotte Douglas International Airport,Salt Lake City International Airport,Boeing 737-600,23176.763793847764,649.2090698556798,-21878.345654136403,0.01680672268907563
Charlotte Douglas International Airport,Salt Lake City International Airport,Boeing 767-800,27970.954742309706,493.314898453434,-26984.324945402837,0.010582010582010581
Charlotte Douglas International Airport,Salt Lake City International Airport,Airbus A200-100,22503.894888800478,555.6517256493945,-21392.591437501687,0.014814814814814815
Charlotte Douglas International Airport,Salt Lake City International Airport,Airbus A220-300,19980.63649487314,416.26326030985706,-19148.109974253424,0.0125
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,Boeing 737-600,7738.501068951085,216.76473582496038,-6871.442125651243,0.03361344537815126
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,Boeing 767-800,8673.126336188856,152.96519111444192,-8061.265571731088,0.021164021164021163
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,Airbus A200-100,7607.325592847537,187.83519982339598,-6855.984793553954,0.02962962962962963
Charlotte Douglas International Airport,Ronald Reagan Washington National Airport,Airbus A220-300,7115.417557459237,148.23786578040077,-6522.466094337634,0.025
Charlotte Douglas International Airport,San Diego International Airport,Boeing 737-600,27003.62334989491,756.4040154032189,-22465.1992574756,0.05042016806722689
Charlotte Douglas International Airport,San Diego International Airport,Boeing 767-800,32754.52918736864,577.6812907825157,-29288.441442673546,0.031746031746031744
Charlotte Douglas International Airport,San Diego International Airport,Airbus A200-100,26196.478670951234,646.8266338506478,-22315.518867847346,0.044444444444444446
Charlotte Douglas International Airport,San Diego International Airport,Airbus A220-300,23169.686124912427,482.7017942690089,-20273.475359298372,0.0375
Charlotte Douglas International Airport,Baltimore/Washington International Airport,Boeing 737-600,8079.497149175411,226.31644675561378,-7174.2313621529565,0.03361344537815126
Charlotte Douglas International Airport,Baltimore/Washington International Airport,Boeing 767-800,9099.371436469264,160.48274138393765,-8457.440470933514,0.021164021164021163
Charlotte Douglas International Airport,Baltimore/Washington International Airport,Airbus A200-100,7936.356898327152,195.95942958832472,-7152.519179973853,0.02962962962962963
Charlotte Douglas International Airport,Baltimore/Washington International Airport,Airbus A220-300,7399.580957646176,154.15793661762868,-6782.949211175662,0.025
Charlotte Douglas International Airport,Tampa International Airport,Boeing 737-600,9709.630338372699,271.97844085077594,-8077.7596932680435,0.05042016806722689
Charlotte Douglas International Airport,Tampa International Airport,Boeing 767-800,11137.037922965872,196.4204219217967,-9958.515391435092,0.031746031746031744
Charlotte Douglas International Airport,Tampa International Airport,Airbus A200-100,9509.29243176313,234.79734399415133,-8100.508367798222,0.044444444444444446
Charlotte Douglas International Airport,Tampa International Airport,Airbus A220-300,8758.025281977249,182.45886004119268,-7663.272121730092,0.0375
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,Boeing 737-600,15522.80472560839,434.81245729995493,-13783.55489640857,0.03361344537815126
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,Boeing 767-800,18403.505907010487,324.5768237567987,-17105.19861198329,0.021164021164021163
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,Airbus A200-100,15118.495787867747,373.2961922930308,-13625.311018695624,0.02962962962962963
Charlotte Douglas International Airport,Austin-Bergstrom International Airport,Airbus A220-300,13602.337271340324,283.38202648625673,-12468.809165395298,0.025
Charlotte Douglas International Airport,Washington Dulles International Airport,Boeing 737-600,7636.24079655219,213.90030242443112,-6780.639586854465,0.03361344537815126
Charlotte Douglas International Airport,Washington Dulles International Airport,Boeing 767-800,8545.300995690239,150.71077593809946,-7942.457891937841,0.021164021164021163
Charlotte Douglas International Airport,Washington Dulles International Airport,Airbus A200-100,7508.653400181938,185.39884938720834,-6767.0580026331045,0.02962962962962963
Charlotte Douglas International Airport,Washington Dulles International Airport,Airbus A220-300,7030.200663793492,146.46251382903108,-6444.350608477367,0.025
Charlotte Douglas International Airport,Nashville International Airport,Boeing 737-600,7682.685833939704,215.20128386385727,-6821.880698484275,0.03361344537815126
Charlotte Douglas International Airport,Nashville International Airport,Boeing 767-800,8603.357292424631,151.7346965154256,-7996.418506362928,0.021164021164021163
Charlotte Douglas International Airport,Nashville International Airport,Airbus A200-100,7553.468787134802,186.5054021514766,-6807.447178528896,0.02962962962962963
Charlotte Douglas International Airport,Nashville International Airport,Airbus A220-300,7068.90486161642,147.26885128367542,-6479.829456481719,0.025
Charlotte Douglas International Airport,Paris Charles de Gaulle Airport,Boeing 737-600,52327.72799164571,1465.7626888416169,-18615.18614828852,0.19327731092436976
Charlotte Douglas International Airport,Paris Charles de Gaulle Airport,Boeing 767-800,64409.65998955714,1135.9728393219955,-38282.284685151244,0.12169312169312169
Charlotte Douglas International Airport,Paris Charles de Gaulle Airport,Airbus A200-100,50632.01823755288,1250.1732898161206,-21878.032571782107,0.17037037037037037
Charlotte Douglas International Airport,Paris Charles de Gaulle Airport,Airbus A220-300,44273.10665970476,922.3563887438492,-23058.90971859623,0.14375
Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 737-600,28924.654052199938,810.2143992212868,-15151.00926543806,0.14285714285714285
Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,Boeing 767-800,35155.817565249934,620.0320558245139,-24615.272616233196,0.08994708994708994
Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A200-100,28050.104787210472,692.5951799311227,-16275.986728381386,0.1259259259259259
Seattle-Tacoma International Airport,Hartsfield-Jackson Atlanta International Airport,Airbus A220-300,24770.54504349995,516.0530217395823,-15997.643673927052,0.10625
Seattle-Tacoma International Airport,Dallas/Fort Worth International Airport,Boeing 737-600,22902.52619368515,641.5273443609286,-9430.451962105648,0.17647058823529413
Seattle-Tacoma International Airport,Dallas/Fort Worth International Airport,Boeing 767-800,27628.15774210644,487.26909598071325,-17395.506726511463,0.1111111111111111
Seattle-Tacoma International Airport,Dallas/Fort Worth International Airport,Airbus A200-100,22239.279660573393,549.1180163104541,-10707.801318053856,0.15555555555555556
Seattle-Tacoma International Airport,Dallas/Fort Worth International Airport,Airbus A220-300,19752.10516140429,411.50219086258943,-11110.559153289914,0.13125
Seattle-Tacoma International Airport,Denver International Airport,Boeing 737-600,15603.07680619926,437.0609749635648,-12106.589006490742,0.06722689075630252
Seattle-Tacoma International Airport,Denver International Airport,Boeing 767-800,18503.846007749074,326.34649043649165,-15893.074084257141,0.042328042328042326
Seattle-Tacoma International Airport,Denver International Airport,Airbus A200-100,15195.951304227357,375.2086741784533,-12194.281910799731,0.05925925925925926
Seattle-Tacoma International Airport,Denver International Airport,Airbus A220-300,13669.230671832716,284.77563899651494,-11391.025559860596,0.05
Seattle-Tacoma International Airport,O'Hare International Airport,Boeing 737-600,23572.36856653359,660.2904360373556,-6404.817229562344,0.2184873949579832
Seattle-Tacoma International Airport,O'Hare International Airport,Boeing 767-800,28465.46070816699,502.03634405938254,-15412.515762623043,0.13756613756613756
Seattle-Tacoma International Airport,O'Hare International Airport,Airbus A200-100,22885.61879226926,565.0770072165249,-8193.616604639612,0.1925925925925926
Seattle-Tacoma International Airport,O'Hare International Airport,Airbus A220-300,20310.307138777993,423.1313987245415,-9308.890771939914,0.1625
Seattle-Tacoma International Airport,Los Angeles International Airport,Boeing 737-600,14832.74337778281,415.4830077810311,5941.407011268746,0.42016806722689076
Seattle-Tacoma International Airport,Los Angeles International Airport,Boeing 767-800,17540.929222228515,309.363831079868,-2072.7376682351132,0.26455026455026454
Seattle-Tacoma International Airport,Los Angeles International Airport,Airbus A200-100,14452.647118913239,356.85548441761085,3390.127101967304,0.37037037037037035
Seattle-Tacoma International Airport,Los Angeles International Airport,Airbus A220-300,13027.286148152341,271.40179475317376,542.8035895063458,0.3125
Seattle-Tacoma International Airport,John F. Kennedy International Airport,Boeing 737-600,31683.863671189385,887.5031840669296,-15708.806357984651,0.15126050420168066
Seattle-Tacoma International Airport,John F. Kennedy International Airport,Boeing 767-800,38604.82958898674,680.8611920456215,-26349.328132165552,0.09523809523809523
Seattle-Tacoma International Airport,John F. Kennedy International Airport,Airbus A200-100,30712.5000336038,758.3333341630567,-17062.500018668776,0.13333333333333333
Seattle-Tacoma International Airport,John F. Kennedy International Airport,Airbus A220-300,27069.886392657823,563.9559665137047,-16918.678995411137,0.1125
Seattle-Tacoma International Airport,Harry Reid International Airport,Boeing 737-600,13826.765364851133,387.3043519566144,-11502.939253111446,0.05042016806722689
Seattle-Tacoma International Airport,Harry Reid International Airport,Boeing 767-800,16283.456706063918,287.1861852921326,-14560.339594311123,0.031746031746031744
Seattle-Tacoma International Airport,Harry Reid International Airport,Airbus A200-100,13481.966580119517,332.88806370665475,-11484.638197879589,0.044444444444444446
Seattle-Tacoma International Airport,Harry Reid International Airport,Airbus A220-300,12188.971137375946,253.9368986953322,-10665.349745203952,0.0375
Seattle-Tacoma International Airport,Orlando International Airport,Boeing 737-600,33269.073486916044,931.9068203617941,-26745.725744383486,0.058823529411764705
Seattle-Tacoma International Airport,Orlando International Airport,Boeing 767-800,40586.34185864506,715.8084983888018,-35575.682369923445,0.037037037037037035
Seattle-Tacoma International Airport,Orlando International Airport,Airbus A200-100,32242.08845228741,796.1009494391953,-26669.381806213045,0.05185185185185185
Seattle-Tacoma International Airport,Orlando International Airport,Airbus A220-300,28390.894572430036,591.4769702589591,-24250.555780617324,0.04375
Seattle-Tacoma International Airport,Miami International Airport,Boeing 737-600,35269.07197268101,987.9291869098324,-27365.638477402354,0.06722689075630252
Seattle-Tacoma International Airport,Miami International Airport,Boeing 767-800,43086.33996585127,759.9001757645727,-37007.13855973469,0.042328042328042326
Seattle-Tacoma International Airport,Miami International Airport,Airbus A200-100,34171.91155258694,843.750902533011,-27421.904332322854,0.05925925925925926
Seattle-Tacoma International Airport,Miami International Airport,Airbus A220-300,30057.55997723418,626.1991661923788,-25047.96664769515,0.05
Seattle-Tacoma International Airport,Charlotte Douglas International Airport,Boeing 737-600,30045.066872959276,841.5985118475988,-24153.877290026085,0.058823529411764705
Seattle-Tacoma International Airport,Charlotte Douglas International Airport,Boeing 767-800,36556.3335911991,644.732514835963,-32043.205987347363,0.037037037037037035
Seattle-Tacoma International Airport,Charlotte Douglas International Airport,Airbus A200-100,29131.20487741685,719.2890093189346,-24096.18181218431,0.05185185185185185
Seattle-Tacoma International Airport,Charlotte Douglas International Airport,Airbus A220-300,25704.222394132732,535.5046332110986,-21955.689961655044,0.04375
Seattle-Tacoma International Airport,Phoenix Sky Harbor International Airport,Boeing 737-600,16573.975882009654,464.2570275072733,-10538.634524415102,0.1092436974789916
Seattle-Tacoma International Airport,Phoenix Sky Harbor International Airport,Boeing 767-800,19717.46985251207,347.7507910495956,-15196.709568867327,0.06878306878306878
Seattle-Tacoma International Airport,Phoenix Sky Harbor International Airport,Airbus A200-100,16132.783745798792,398.3403394024393,-10954.359333567081,0.0962962962962963
Seattle-Tacoma International Airport,Phoenix Sky Harbor International Airport,Airbus A220-300,14478.313235008047,301.6315257293343,-10557.103400526701,0.08125
Seattle-Tacoma International Airport,Newark Liberty International Airport,Boeing 737-600,31449.398176945517,880.9355231637401,-15592.558759998195,0.15126050420168066
Seattle-Tacoma International Airport,Newark Liberty International Airport,Boeing 767-800,38311.7477211819,675.6921996681111,-26149.288127155898,0.09523809523809523
Seattle-Tacoma International Airport,Newark Liberty International Airport,Airbus A200-100,30486.261398807084,752.7471950322737,-16936.81188822616,0.13333333333333333
Seattle-Tacoma International Airport,Newark Liberty International Airport,Airbus A220-300,26874.498480787934,559.8853850164153,-16796.561550492457,0.1125
Seattle-Tacoma International Airport,San Francisco International Airport,Boeing 737-600,11613.718167813015,325.3142343925214,-5432.747714355108,0.15966386554621848
Seattle-Tacoma International Airport,San Francisco International Airport,Boeing 767-800,13517.14770976627,238.3976668389113,-8987.592039826955,0.10052910052910052
Seattle-Tacoma International Airport,San Francisco International Airport,Airbus A200-100,11346.57016192484,280.1622262203664,-6023.487863737878,0.14074074074074075
Seattle-Tacoma International Airport,San Francisco International Airport,Airbus A220-300,10344.76513984418,215.5159404134204,-6249.962271989192,0.11875
Seattle-Tacoma International Airport,George Bush Intercontinental Airport,Boeing 737-600,25377.33721346232,710.8497818897009,-11871.191357558004,0.15966386554621848
Seattle-Tacoma International Airport,George Bush Intercontinental Airport,Boeing 767-800,30721.6715168279,541.8284218135433,-20426.93150237058,0.10052910052910052
Seattle-Tacoma International Airport,George Bush Intercontinental Airport,Airbus A200-100,24627.25520597242,608.0803754561091,-13073.728072306345,0.14074074074074075
Seattle-Tacoma International Airport,George Bush Intercontinental Airport,Airbus A220-300,21814.447677885266,454.467659955943,-13179.56213872235,0.11875
Seattle-Tacoma International Airport,Logan International Airport,Boeing 737-600,32545.0108033533,911.6249524748824,-20693.886421179828,0.1092436974789916
Seattle-Tacoma International Airport,Logan International Airport,Boeing 767-800,39681.26350419163,699.8459171815102,-30583.266580831994,0.06878306878306878
Seattle-Tacoma International Airport,Logan International Airport,Airbus A200-100,31543.431476919854,778.850159923947,-21418.379397908542,0.0962962962962963
Seattle-Tacoma International Airport,Logan International Airport,Airbus A220-300,27787.509002794417,578.906437558217,-20261.725314537594,0.08125
Seattle-Tacoma International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 737-600,35178.37237072385,985.3885818129932,-27295.26371621991,0.06722689075630252
Seattle-Tacoma International Airport,Fort Lauderdale-Hollywood International Airport,Boeing 767-800,42972.96546340482,757.9006254568752,-36909.76045974982,0.042328042328042326
Seattle-Tacoma International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A200-100,34084.39439280372,841.5899850074992,-27351.674512743724,0.05925925925925926
Seattle-Tacoma International Airport,Fort Lauderdale-Hollywood International Airport,Airbus A220-300,29981.97697560321,624.6245203250669,-24984.980813002676,0.05
Seattle-Tacoma International Airport,Minneapolis-Saint Paul International Airport,Boeing 737-600,19878.507045760227,556.820925651547,-14310.297789244756,0.08403361344537816
Seattle-Tacoma International Airport,Minneapolis-Saint Paul International Airport,Boeing 767-800,23848.133807200287,420.60200718166294,-19642.113735383657,0.05291005291005291
Seattle-Tacoma International Airport,Minneapolis-Saint Paul International Airport,Airbus A200-100,19321.36644766338,477.0707764855155,-14550.658682808224,0.07407407407407407
Seattle-Tacoma International Airport,Minneapolis-Saint Paul International Airport,Airbus A220-300,17232.08920480019,359.0018584333373,-13642.070620466819,0.0625
Seattle-Tacoma International Airport,LaGuardia Airport,Boeing 737-600,31583.325748361545,884.6869957524243,-15658.959824817908,0.15126050420168066
Seattle-Tacoma International Airport,LaGuardia Airport,Boeing 767-800,38479.157185451935,678.6447475388348,-26263.551729752908,0.09523809523809523
