type (arrival/departure),airport,arrival/departure time,aircraft flight number,number of passengers,aircraft tail number
departure,Hartsfield-Jackson Atlanta International Airport,35,0,119,N00000
arrival,Los Angeles International Airport,365,0,119,N00000
departure,Los Angeles International Airport,401,113,119,N00000
arrival,Newark Liberty International Airport,763,113,119,N00000
departure,Newark Liberty International Airport,799,197,119,N00000
arrival,Dallas/Fort Worth International Airport,1031,197,119,N00000
departure,Dallas/Fort Worth International Airport,1057,258,56,N00000
arrival,Orlando International Airport,1249,258,56,N00000
departure,Orlando International Airport,1285,321,119,N00000
arrival,Los Angeles International Airport,1612,321,119,N00000
departure,Los Angeles International Airport,1648,405,119,N00000
arrival,LaGuardia Airport,2012,405,119,N00000
departure,LaGuardia Airport,2048,489,119,N00000
arrival,George Bush Intercontinental Airport,2283,489,119,N00000
departure,George Bush Intercontinental Airport,2309,552,96,N00000
arrival,Phoenix Sky Harbor International Airport,2500,552,96,N00000
departure,Phoenix Sky Harbor International Airport,2526,609,30,N00000
arrival,Denver International Airport,2676,609,30,N00000
departure,Denver International Airport,2702,659,30,N00000
arrival,Phoenix Sky Harbor International Airport,2851,659,30,N00000
departure,Phoenix Sky Harbor International Airport,2887,705,52,N00000
arrival,Seattle-Tacoma International Airport,3089,705,52,N00000
departure,Seattle-Tacoma International Airport,3115,764,38,N00000
arrival,San Francisco International Airport,3271,764,38,N00000
departure,San Francisco International Airport,3307,812,99,N00000
arrival,John F. Kennedy International Airport,3684,812,99,N00000
departure,John F. Kennedy International Airport,3710,917,20,N00000
arrival,Baltimore/Washington International Airport,3798,917,20,N00000
departure,Baltimore/Washington International Airport,3824,948,18,N00000
arrival,LaGuardia Airport,3912,948,18,N00000
departure,LaGuardia Airport,3938,979,40,N00000
arrival,Detroit Metropolitan Airport,4074,979,40,N00000
departure,Detroit Metropolitan Airport,4110,1023,33,N00000
arrival,Minneapolis-Saint Paul International Airport,4249,1023,33,N00000
departure,Minneapolis-Saint Paul International Airport,4275,1067,60,N00000
arrival,Philadelphia International Airport,4465,1067,60,N00000
departure,Philadelphia International Airport,4491,1116,21,N00000
arrival,Logan International Airport,4596,1116,21,N00000
departure,Logan International Airport,4622,1154,22,N00000
arrival,LaGuardia Airport,4710,1154,22,N00000
departure,LaGuardia Airport,4736,1182,44,N00000
arrival,O'Hare International Airport,4900,1182,44,N00000
departure,O'Hare International Airport,4926,1230,14,N00000
arrival,Ronald Reagan Washington National Airport,null,1230,14,N00000
departure,Dallas/Fort Worth International Airport,35,1,119,N00001
arrival,Los Angeles International Airport,252,1,119,N00001
departure,Los Angeles International Airport,278,87,119,N00001
arrival,O'Hare International Airport,562,87,119,N00001
departure,O'Hare International Airport,588,150,116,N00001
arrival,Detroit Metropolitan Airport,691,150,116,N00001
departure,Detroit Metropolitan Airport,717,178,80,N00001
arrival,Newark Liberty International Airport,852,178,80,N00001
departure,Newark Liberty International Airport,888,222,13,N00001
arrival,George Bush Intercontinental Airport,1121,222,13,N00001
departure,George Bush Intercontinental Airport,1147,286,119,N00001
arrival,LaGuardia Airport,1385,286,119,N00001
departure,LaGuardia Airport,1421,353,119,N00001
arrival,Paris Charles de Gaulle Airport,1917,353,119,N00001
departure,Paris Charles de Gaulle Airport,1953,473,63,N00001
arrival,Newark Liberty International Airport,2430,473,63,N00001
departure,Newark Liberty International Airport,2466,592,60,N00001
arrival,Tampa International Airport,2656,592,60,N00001
departure,Tampa International Airport,2682,649,60,N00001
arrival,George Bush Intercontinental Airport,2849,649,60,N00001
departure,George Bush Intercontinental Airport,2875,704,72,N00001
arrival,Minneapolis-Saint Paul International Airport,3071,704,72,N00001
departure,Minneapolis-Saint Paul International Airport,3107,757,46,N00001
arrival,Los Angeles International Airport,3362,757,46,N00001
departure,Los Angeles International Airport,3388,837,119,N00001
arrival,Hartsfield-Jackson Atlanta International Airport,3694,837,119,N00001
departure,Hartsfield-Jackson Atlanta International Airport,3730,922,26,N00001
arrival,Miami International Airport,3879,922,26,N00001
departure,Miami International Airport,3905,967,80,N00001
arrival,O'Hare International Airport,4119,967,80,N00001
departure,O'Hare International Airport,4145,1034,42,N00001
arrival,Tampa International Airport,4341,1034,42,N00001
departure,Tampa International Airport,4367,1089,39,N00001
arrival,Philadelphia International Airport,4550,1089,39,N00001
departure,Philadelphia International Airport,4586,1141,26,N00001
arrival,Hartsfield-Jackson Atlanta International Airport,4742,1141,26,N00001
departure,Hartsfield-Jackson Atlanta International Airport,4768,1191,9,N00001
arrival,Nashville International Airport,4868,1191,9,N00001
departure,Nashville International Airport,4894,1225,13,N00001
arrival,O'Hare International Airport,5023,1225,13,N00001
departure,O'Hare International Airport,null,1266,36,N00001
arrival,Orlando International Airport,null,1266,36,N00001
departure,Denver International Airport,35,2,119,N00002
arrival,Los Angeles International Airport,212,2,119,N00002
departure,Los Angeles International Airport,238,77,119,N00002
arrival,O'Hare International Airport,522,77,119,N00002
departure,O'Hare International Airport,548,143,119,N00002
arrival,Logan International Airport,727,143,119,N00002
departure,Logan International Airport,763,188,119,N00002
arrival,Los Angeles International Airport,1132,188,119,N00002
departure,Los Angeles International Airport,1168,289,119,N00002
arrival,Tampa International Airport,1496,289,119,N00002
departure,Tampa International Airport,1532,377,117,N00002
arrival,Los Angeles International Airport,1880,377,117,N00002
departure,Los Angeles International Airport,1916,465,26,N00002
arrival,Hartsfield-Jackson Atlanta International Airport,2222,465,26,N00002
departure,Hartsfield-Jackson Atlanta International Airport,2248,537,96,N00002
arrival,Dallas/Fort Worth International Airport,2413,537,96,N00002
departure,Dallas/Fort Worth International Airport,2439,586,78,N00002
arrival,Phoenix Sky Harbor International Airport,2617,586,78,N00002
departure,Phoenix Sky Harbor International Airport,2653,638,16,N00002
arrival,Salt Lake City International Airport,2816,638,16,N00002
departure,Salt Lake City International Airport,2842,695,12,N00002
arrival,Seattle-Tacoma International Airport,2999,695,12,N00002
departure,Seattle-Tacoma International Airport,3025,740,60,N00002
arrival,Los Angeles International Airport,3212,740,60,N00002
departure,Los Angeles International Airport,3248,797,75,N00002
arrival,Philadelphia International Airport,3604,797,75,N00002
departure,Philadelphia International Airport,3630,894,60,N00002
arrival,George Bush Intercontinental Airport,3855,894,60,N00002
departure,George Bush Intercontinental Airport,3891,963,30,N00002
arrival,Nashville International Airport,4045,963,30,N00002
departure,Nashville International Airport,4071,1013,8,N00002
arrival,Charlotte Douglas International Airport,4182,1013,8,N00002
departure,Charlotte Douglas International Airport,4208,1049,28,N00002
arrival,Minneapolis-Saint Paul International Airport,4391,1049,28,N00002
departure,Minneapolis-Saint Paul International Airport,4417,1101,24,N00002
arrival,O'Hare International Airport,4531,1101,24,N00002
departure,O'Hare International Airport,4557,1134,25,N00002
arrival,Minneapolis-Saint Paul International Airport,4670,1134,25,N00002
departure,Minneapolis-Saint Paul International Airport,4696,1170,34,N00002
arrival,Newark Liberty International Airport,4889,1170,34,N00002
departure,Newark Liberty International Airport,4915,1229,10,N00002
arrival,Baltimore/Washington International Airport,5001,1229,10,N00002
departure,Baltimore/Washington International Airport,5037,1261,7,N00002
arrival,Logan International Airport,null,1261,7,N00002
departure,O'Hare International Airport,35,3,119,N00003
arrival,Los Angeles International Airport,314,3,119,N00003
departure,Los Angeles International Airport,350,102,119,N00003
arrival,John F. Kennedy International Airport,714,102,119,N00003
departure,John F. Kennedy International Airport,750,181,1,N00003
arrival,Paris Charles de Gaulle Airport,1247,181,1,N00003
departure,Paris Charles de Gaulle Airport,1283,320,7,N00003
arrival,John F. Kennedy International Airport,1759,320,7,N00003
departure,John F. Kennedy International Airport,1795,438,119,N00003
arrival,San Francisco International Airport,2161,438,119,N00003
departure,San Francisco International Airport,2197,523,99,N00003
arrival,Newark Liberty International Airport,2571,523,99,N00003
departure,Newark Liberty International Airport,2597,629,48,N00003
arrival,Orlando International Airport,2781,629,48,N00003
departure,Orlando International Airport,2817,687,33,N00003
arrival,Hartsfield-Jackson Atlanta International Airport,2945,687,33,N00003
departure,Hartsfield-Jackson Atlanta International Airport,2971,728,60,N00003
arrival,George Bush Intercontinental Airport,3130,728,60,N00003
departure,George Bush Intercontinental Airport,3156,780,74,N00003
arrival,Dallas/Fort Worth International Airport,3257,780,74,N00003
departure,Dallas/Fort Worth International Airport,3283,807,70,N00003
arrival,LaGuardia Airport,3520,807,70,N00003
departure,LaGuardia Airport,3556,877,70,N00003
arrival,Dallas/Fort Worth International Airport,3790,877,70,N00003
departure,Dallas/Fort Worth International Airport,3816,947,78,N00003
arrival,Logan International Airport,4079,947,78,N00003
departure,Logan International Airport,4105,1025,14,N00003
arrival,Washington Dulles International Airport,4232,1025,14,N00003
departure,Washington Dulles International Airport,4268,1062,27,N00003
arrival,Hartsfield-Jackson Atlanta International Airport,4410,1062,27,N00003
departure,Hartsfield-Jackson Atlanta International Airport,4436,1105,28,N00003
arrival,John F. Kennedy International Airport,4603,1105,28,N00003
departure,John F. Kennedy International Airport,4629,1157,23,N00003
arrival,Logan International Airport,4717,1157,23,N00003
departure,Logan International Airport,4743,1184,22,N00003
arrival,Newark Liberty International Airport,4840,1184,22,N00003
departure,Newark Liberty International Airport,4866,1217,28,N00003
arrival,Hartsfield-Jackson Atlanta International Airport,5031,1217,28,N00003
departure,Hartsfield-Jackson Atlanta International Airport,null,1268,11,N00003
arrival,Orlando International Airport,null,1268,11,N00003
departure,Hartsfield-Jackson Atlanta International Airport,35,4,119,N00004
arrival,Los Angeles International Airport,365,4,119,N00004
departure,Los Angeles International Airport,401,114,119,N00004
arrival,Newark Liberty International Airport,763,114,119,N00004
departure,Newark Liberty International Airport,799,198,21,N00004
arrival,Dallas/Fort Worth International Airport,1031,198,21,N00004
departure,Dallas/Fort Worth International Airport,1057,259,64,N00004
arrival,Miami International Airport,1264,259,64,N00004
departure,Miami International Airport,1300,328,119,N00004
arrival,Los Angeles International Airport,1641,328,119,N00004
departure,Los Angeles International Airport,1677,412,119,N00004
arrival,LaGuardia Airport,2041,412,119,N00004
departure,LaGuardia Airport,2077,496,13,N00004
arrival,George Bush Intercontinental Airport,2312,496,13,N00004
departure,George Bush Intercontinental Airport,2338,557,64,N00004
arrival,Tampa International Airport,2506,557,64,N00004
departure,Tampa International Airport,2532,610,39,N00004
arrival,Hartsfield-Jackson Atlanta International Airport,2660,610,39,N00004
departure,Hartsfield-Jackson Atlanta International Airport,2686,650,39,N00004
arrival,Fort Lauderdale-Hollywood International Airport,2834,650,39,N00004
departure,Fort Lauderdale-Hollywood International Airport,2870,700,60,N00004
arrival,George Bush Intercontinental Airport,3057,700,60,N00004
departure,George Bush Intercontinental Airport,3083,751,47,N00004
arrival,O'Hare International Airport,3269,751,47,N00004
departure,O'Hare International Airport,3295,810,90,N00004
arrival,Newark Liberty International Airport,3458,810,90,N00004
departure,Newark Liberty International Airport,3484,860,60,N00004
arrival,Detroit Metropolitan Airport,3619,860,60,N00004
departure,Detroit Metropolitan Airport,3645,897,40,N00004
arrival,LaGuardia Airport,3782,897,40,N00004
departure,LaGuardia Airport,3818,944,56,N00004
arrival,Hartsfield-Jackson Atlanta International Airport,3985,944,56,N00004
departure,Hartsfield-Jackson Atlanta International Airport,4011,999,30,N00004
arrival,Minneapolis-Saint Paul International Airport,4193,999,30,N00004
departure,Minneapolis-Saint Paul International Airport,4219,1054,68,N00004
arrival,John F. Kennedy International Airport,4414,1054,68,N00004
departure,John F. Kennedy International Airport,4440,1106,44,N00004
arrival,O'Hare International Airport,4604,1106,44,N00004
departure,O'Hare International Airport,4640,1158,14,N00004
arrival,Washington Dulles International Airport,4788,1158,14,N00004
departure,Washington Dulles International Airport,4814,1205,9,N00004
arrival,John F. Kennedy International Airport,4914,1205,9,N00004
departure,John F. Kennedy International Airport,4940,1235,28,N00004
arrival,Hartsfield-Jackson Atlanta International Airport,null,1235,28,N00004
departure,Dallas/Fort Worth International Airport,35,5,119,N00005
arrival,Los Angeles International Airport,252,5,119,N00005
departure,Los Angeles International Airport,278,88,119,N00005
arrival,O'Hare International Airport,562,88,119,N00005
departure,O'Hare International Airport,598,151,119,N00005
arrival,Phoenix Sky Harbor International Airport,838,151,119,N00005
departure,Phoenix Sky Harbor International Airport,864,217,119,N00005
arrival,O'Hare International Airport,1107,217,119,N00005
departure,O'Hare International Airport,1143,282,84,N00005
arrival,Fort Lauderdale-Hollywood International Airport,1358,282,84,N00005
departure,Fort Lauderdale-Hollywood International Airport,1384,347,80,N00005
arrival,O'Hare International Airport,1597,347,80,N00005
departure,O'Hare International Airport,1633,401,119,N00005
arrival,San Francisco International Airport,1923,401,119,N00005
departure,San Francisco International Airport,1949,476,22,N00005
arrival,O'Hare International Airport,2244,476,22,N00005
departure,O'Hare International Airport,2280,547,54,N00005
arrival,Charlotte Douglas International Airport,2430,547,54,N00005
departure,Charlotte Douglas International Airport,2456,593,99,N00005
arrival,Los Angeles International Airport,2773,593,99,N00005
departure,Los Angeles International Airport,2809,684,119,N00005
arrival,Fort Lauderdale-Hollywood International Airport,3158,684,119,N00005
departure,Fort Lauderdale-Hollywood International Airport,3184,787,14,N00005
arrival,Tampa International Airport,3273,787,14,N00005
departure,Tampa International Airport,3299,814,12,N00005
arrival,Charlotte Douglas International Airport,3436,814,12,N00005
departure,Charlotte Douglas International Airport,3462,851,22,N00005
arrival,Hartsfield-Jackson Atlanta International Airport,3563,851,22,N00005
departure,Hartsfield-Jackson Atlanta International Airport,3589,885,22,N00005
arrival,Charlotte Douglas International Airport,3690,885,22,N00005
departure,Charlotte Douglas International Airport,3726,919,34,N00005
arrival,O'Hare International Airport,3875,919,34,N00005
departure,O'Hare International Airport,3901,966,40,N00005
arrival,Denver International Airport,4083,966,40,N00005
departure,Denver International Airport,4109,1027,4,N00005
arrival,Salt Lake City International Airport,4235,1027,4,N00005
departure,Salt Lake City International Airport,4261,1063,4,N00005
arrival,Denver International Airport,4387,1063,4,N00005
departure,Denver International Airport,4413,1098,14,N00005
arrival,Minneapolis-Saint Paul International Airport,4571,1098,14,N00005
departure,Minneapolis-Saint Paul International Airport,4607,1149,18,N00005
arrival,George Bush Intercontinental Airport,4801,1149,18,N00005
departure,George Bush Intercontinental Airport,4827,1209,62,N00005
arrival,Philadelphia International Airport,null,1209,62,N00005
departure,Denver International Airport,35,6,25,N00006
arrival,Los Angeles International Airport,212,6,25,N00006
departure,Los Angeles International Airport,238,78,119,N00006
arrival,O'Hare International Airport,522,78,119,N00006
departure,O'Hare International Airport,548,144,13,N00006
arrival,Logan International Airport,727,144,13,N00006
departure,Logan International Airport,763,189,119,N00006
arrival,Los Angeles International Airport,1132,189,119,N00006
departure,Los Angeles International Airport,1168,290,53,N00006
arrival,Tampa International Airport,1496,290,53,N00006
departure,Tampa International Airport,1522,378,21,N00006
arrival,Fort Lauderdale-Hollywood International Airport,1611,378,21,N00006
departure,Fort Lauderdale-Hollywood International Airport,1647,404,114,N00006
arrival,Los Angeles International Airport,1988,404,114,N00006
departure,Los Angeles International Airport,2024,484,119,N00006
arrival,Detroit Metropolitan Airport,2332,484,119,N00006
departure,Detroit Metropolitan Airport,2368,562,108,N00006
arrival,Los Angeles International Airport,2670,562,108,N00006
departure,Los Angeles International Airport,2696,656,13,N00006
arrival,Phoenix Sky Harbor International Airport,2818,656,13,N00006
departure,Phoenix Sky Harbor International Airport,2854,696,80,N00006
arrival,Hartsfield-Jackson Atlanta International Airport,3120,696,80,N00006
departure,Hartsfield-Jackson Atlanta International Airport,3146,778,56,N00006
arrival,Newark Liberty International Airport,3312,778,56,N00006
departure,Newark Liberty International Airport,3348,826,85,N00006
arrival,Los Angeles International Airport,3700,826,85,N00006
departure,Los Angeles International Airport,3726,923,97,N00006
arrival,San Francisco International Airport,3838,923,97,N00006
departure,San Francisco International Airport,3874,959,90,N00006
arrival,Hartsfield-Jackson Atlanta International Airport,4202,959,90,N00006
departure,Hartsfield-Jackson Atlanta International Airport,4228,1055,20,N00006
arrival,Austin-Bergstrom International Airport,4400,1055,20,N00006
departure,Austin-Bergstrom International Airport,4436,1102,30,N00006
arrival,Los Angeles International Airport,4652,1102,30,N00006
departure,Los Angeles International Airport,4688,1166,68,N00006
arrival,Logan International Airport,null,1166,68,N00006
departure,O'Hare International Airport,35,7,119,N00007
arrival,Los Angeles International Airport,314,7,119,N00007
departure,Los Angeles International Airport,350,103,119,N00007
arrival,John F. Kennedy International Airport,714,103,119,N00007
departure,John F. Kennedy International Airport,750,182,119,N00007
arrival,Dallas/Fort Worth International Airport,984,182,119,N00007
departure,Dallas/Fort Worth International Airport,1010,247,68,N00007
arrival,San Diego International Airport,1221,247,68,N00007
departure,San Diego International Airport,1247,310,68,N00007
arrival,Dallas/Fort Worth International Airport,1460,310,68,N00007
departure,Dallas/Fort Worth International Airport,1496,370,119,N00007
arrival,O'Hare International Airport,1670,370,119,N00007
departure,O'Hare International Airport,1696,420,25,N00007
arrival,San Francisco International Airport,1986,420,25,N00007
departure,San Francisco International Airport,2022,483,105,N00007
arrival,George Bush Intercontinental Airport,2292,483,105,N00007
departure,George Bush Intercontinental Airport,2318,553,84,N00007
arrival,Detroit Metropolitan Airport,2518,553,84,N00007
departure,Detroit Metropolitan Airport,2544,615,84,N00007
arrival,O'Hare International Airport,2647,615,84,N00007
departure,O'Hare International Airport,2683,647,48,N00007
arrival,Austin-Bergstrom International Airport,2873,647,48,N00007
departure,Austin-Bergstrom International Airport,2899,711,48,N00007
arrival,O'Hare International Airport,3091,711,48,N00007
departure,O'Hare International Airport,3117,767,90,N00007
arrival,LaGuardia Airport,3281,767,90,N00007
departure,LaGuardia Airport,3317,815,85,N00007
arrival,Los Angeles International Airport,3671,815,85,N00007
departure,Los Angeles International Airport,3697,912,84,N00007
arrival,Dallas/Fort Worth International Airport,3917,912,84,N00007
departure,Dallas/Fort Worth International Airport,3953,980,32,N00007
arrival,Denver International Airport,4108,980,32,N00007
departure,Denver International Airport,4134,1031,28,N00007
arrival,George Bush Intercontinental Airport,4313,1031,28,N00007
departure,George Bush Intercontinental Airport,4339,1084,52,N00007
arrival,Charlotte Douglas International Airport,4521,1084,52,N00007
departure,Charlotte Douglas International Airport,4547,1132,11,N00007
arrival,Philadelphia International Airport,4678,1132,11,N00007
departure,Philadelphia International Airport,4704,1176,19,N00007
arrival,Detroit Metropolitan Airport,4835,1176,19,N00007
departure,Detroit Metropolitan Airport,4871,1216,20,N00007
arrival,John F. Kennedy International Airport,5008,1216,20,N00007
departure,John F. Kennedy International Airport,5034,1262,20,N00007
arrival,Washington Dulles International Airport,null,1262,20,N00007
departure,Hartsfield-Jackson Atlanta International Airport,35,8,70,N00008
arrival,Los Angeles International Airport,365,8,70,N00008
departure,Los Angeles International Airport,401,115,119,N00008
arrival,Newark Liberty International Airport,763,115,119,N00008
departure,Newark Liberty International Airport,799,199,119,N00008
arrival,George Bush Intercontinental Airport,1032,199,119,N00008
departure,George Bush Intercontinental Airport,1058,260,119,N00008
arrival,Newark Liberty International Airport,1294,260,119,N00008
departure,Newark Liberty International Airport,1330,333,119,N00008
arrival,San Francisco International Airport,1694,333,119,N00008
departure,San Francisco International Airport,1720,424,119,N00008
arrival,Los Angeles International Airport,1838,424,119,N00008
departure,Los Angeles International Airport,1874,454,10,N00008
arrival,Philadelphia International Airport,2230,454,10,N00008
departure,Philadelphia International Airport,2256,541,119,N00008
arrival,O'Hare International Airport,2414,541,119,N00008
departure,O'Hare International Airport,2450,587,81,N00008
arrival,Seattle-Tacoma International Airport,2727,587,81,N00008
departure,Seattle-Tacoma International Airport,2753,669,78,N00008
arrival,O'Hare International Airport,3034,669,78,N00008
departure,O'Hare International Airport,3070,748,102,N00008
arrival,Dallas/Fort Worth International Airport,3243,748,102,N00008
departure,Dallas/Fort Worth International Airport,3269,803,76,N00008
arrival,George Bush Intercontinental Airport,3370,803,76,N00008
departure,George Bush Intercontinental Airport,3396,840,66,N00008
arrival,John F. Kennedy International Airport,3634,840,66,N00008
departure,John F. Kennedy International Airport,3670,900,40,N00008
arrival,Los Angeles International Airport,4024,900,40,N00008
departure,Los Angeles International Airport,4050,1008,119,N00008
arrival,Denver International Airport,4228,1008,119,N00008
departure,Denver International Airport,4264,1061,28,N00008
arrival,San Francisco International Airport,4453,1061,28,N00008
departure,San Francisco International Airport,4479,1113,16,N00008
arrival,San Diego International Airport,4610,1113,16,N00008
departure,San Diego International Airport,4636,1162,5,N00008
arrival,Harry Reid International Airport,4739,1162,5,N00008
departure,Harry Reid International Airport,4765,1190,5,N00008
arrival,San Diego International Airport,4868,1190,5,N00008
departure,San Diego International Airport,4894,1226,3,N00008
arrival,Salt Lake City International Airport,null,1226,3,N00008
departure,Dallas/Fort Worth International Airport,35,9,119,N00009
arrival,Los Angeles International Airport,252,9,119,N00009
departure,Los Angeles International Airport,278,89,52,N00009
arrival,O'Hare International Airport,562,89,52,N00009
departure,O'Hare International Airport,598,152,13,N00009
arrival,Phoenix Sky Harbor International Airport,838,152,13,N00009
departure,Phoenix Sky Harbor International Airport,864,218,9,N00009
arrival,O'Hare International Airport,1107,218,9,N00009
departure,O'Hare International Airport,1143,283,84,N00009
arrival,Miami International Airport,1360,283,84,N00009
departure,Miami International Airport,1386,350,33,N00009
arrival,Los Angeles International Airport,1727,350,33,N00009
departure,Los Angeles International Airport,1763,433,38,N00009
arrival,LaGuardia Airport,2127,433,38,N00009
departure,LaGuardia Airport,2153,515,69,N00009
arrival,Logan International Airport,2241,515,69,N00009
departure,Logan International Airport,2277,545,44,N00009
arrival,Paris Charles de Gaulle Airport,2752,545,44,N00009
departure,Paris Charles de Gaulle Airport,2788,677,40,N00009
arrival,Baltimore/Washington International Airport,3283,677,40,N00009
departure,Baltimore/Washington International Airport,3319,816,18,N00009
arrival,Newark Liberty International Airport,3405,816,18,N00009
departure,Newark Liberty International Airport,3431,844,46,N00009
arrival,Logan International Airport,3528,844,46,N00009
departure,Logan International Airport,3554,878,44,N00009
arrival,John F. Kennedy International Airport,3642,878,44,N00009
departure,John F. Kennedy International Airport,3668,903,60,N00009
arrival,Detroit Metropolitan Airport,3805,903,60,N00009
departure,Detroit Metropolitan Airport,3831,950,45,N00009
arrival,Logan International Airport,3982,950,45,N00009
departure,Logan International Airport,4008,997,14,N00009
arrival,Ronald Reagan Washington National Airport,4133,997,14,N00009
departure,Ronald Reagan Washington National Airport,4169,1037,104,N00009
arrival,Los Angeles International Airport,4506,1037,104,N00009
departure,Los Angeles International Airport,4532,1127,97,N00009
arrival,George Bush Intercontinental Airport,4766,1127,97,N00009
departure,George Bush Intercontinental Airport,4802,1197,30,N00009
arrival,Hartsfield-Jackson Atlanta International Airport,4961,1197,30,N00009
departure,Hartsfield-Jackson Atlanta International Airport,4987,1247,18,N00009
arrival,Detroit Metropolitan Airport,null,1247,18,N00009
departure,Denver International Airport,35,10,60,N00010
arrival,Dallas/Fort Worth International Airport,191,10,60,N00010
departure,Dallas/Fort Worth International Airport,217,64,119,N00010
arrival,Philadelphia International Airport,445,64,119,N00010
departure,Philadelphia International Airport,481,135,33,N00010
arrival,Los Angeles International Airport,828,135,33,N00010
departure,Los Angeles International Airport,854,213,119,N00010
arrival,Seattle-Tacoma International Airport,1040,213,119,N00010
departure,Seattle-Tacoma International Airport,1076,263,40,N00010
arrival,Los Angeles International Airport,1263,263,40,N00010
departure,Los Angeles International Airport,1289,326,119,N00010
arrival,Miami International Airport,1638,326,119,N00010
departure,Miami International Airport,1664,411,21,N00010
arrival,Tampa International Airport,1761,411,21,N00010
departure,Tampa International Airport,1787,439,21,N00010
arrival,Miami International Airport,1884,439,21,N00010
departure,Miami International Airport,1920,467,18,N00010
arrival,Orlando International Airport,2009,467,18,N00010
departure,Orlando International Airport,2035,488,18,N00010
arrival,Fort Lauderdale-Hollywood International Airport,2122,488,18,N00010
departure,Fort Lauderdale-Hollywood International Airport,2148,513,18,N00010
arrival,Orlando International Airport,2235,513,18,N00010
departure,Orlando International Airport,2261,544,18,N00010
arrival,Miami International Airport,2350,544,18,N00010
departure,Miami International Airport,2376,570,39,N00010
arrival,Hartsfield-Jackson Atlanta International Airport,2525,570,39,N00010
departure,Hartsfield-Jackson Atlanta International Airport,2551,616,39,N00010
arrival,Tampa International Airport,2679,616,39,N00010
departure,Tampa International Airport,2705,660,64,N00010
arrival,Dallas/Fort Worth International Airport,2890,660,64,N00010
departure,Dallas/Fort Worth International Airport,2926,716,74,N00010
arrival,San Francisco International Airport,3168,716,74,N00010
departure,San Francisco International Airport,3204,788,99,N00010
arrival,LaGuardia Airport,3580,788,99,N00010
departure,LaGuardia Airport,3616,888,99,N00010
arrival,San Francisco International Airport,3981,888,99,N00010
departure,San Francisco International Airport,4007,996,12,N00010
arrival,Salt Lake City International Airport,4154,996,12,N00010
departure,Salt Lake City International Airport,4180,1041,4,N00010
arrival,Harry Reid International Airport,4302,1041,4,N00010
departure,Harry Reid International Airport,4338,1081,48,N00010
arrival,Dallas/Fort Worth International Airport,4538,1081,48,N00010
departure,Dallas/Fort Worth International Airport,4564,1137,32,N00010
arrival,Hartsfield-Jackson Atlanta International Airport,4730,1137,32,N00010
departure,Hartsfield-Jackson Atlanta International Airport,4756,1189,26,N00010
arrival,Philadelphia International Airport,4913,1189,26,N00010
departure,Philadelphia International Airport,4939,1234,48,N00010
arrival,Minneapolis-Saint Paul International Airport,null,1234,48,N00010
departure,O'Hare International Airport,35,11,119,N00011
arrival,Los Angeles International Airport,314,11,119,N00011
departure,Los Angeles International Airport,350,104,11,N00011
arrival,John F. Kennedy International Airport,714,104,11,N00011
departure,John F. Kennedy International Airport,750,183,21,N00011
arrival,Dallas/Fort Worth International Airport,984,183,21,N00011
departure,Dallas/Fort Worth International Airport,1010,248,64,N00011
arrival,Fort Lauderdale-Hollywood International Airport,1217,248,64,N00011
departure,Fort Lauderdale-Hollywood International Airport,1243,309,52,N00011
arrival,Hartsfield-Jackson Atlanta International Airport,1390,309,52,N00011
departure,Hartsfield-Jackson Atlanta International Airport,1426,355,56,N00011
arrival,San Diego International Airport,1721,355,56,N00011
departure,San Diego International Airport,1747,428,48,N00011
arrival,San Francisco International Airport,1877,428,48,N00011
departure,San Francisco International Airport,1913,463,119,N00011
arrival,O'Hare International Airport,2208,463,119,N00011
departure,O'Hare International Airport,2234,534,42,N00011
arrival,Nashville International Airport,2363,534,42,N00011
departure,Nashville International Airport,2389,575,24,N00011
arrival,Hartsfield-Jackson Atlanta International Airport,2489,575,24,N00011
departure,Hartsfield-Jackson Atlanta International Airport,2525,606,90,N00011
arrival,San Francisco International Airport,2846,606,90,N00011
departure,San Francisco International Airport,2882,703,119,N00011
arrival,Philadelphia International Airport,3251,703,119,N00011
departure,Philadelphia International Airport,3287,804,66,N00011
arrival,Dallas/Fort Worth International Airport,3512,804,66,N00011
departure,Dallas/Fort Worth International Airport,3538,874,46,N00011
arrival,Detroit Metropolitan Airport,3730,874,46,N00011
departure,Detroit Metropolitan Airport,3756,932,36,N00011
arrival,Philadelphia International Airport,3887,932,36,N00011
departure,Philadelphia International Airport,3913,970,22,N00011
arrival,Charlotte Douglas International Airport,4044,970,22,N00011
departure,Charlotte Douglas International Airport,4070,1012,12,N00011
arrival,Baltimore/Washington International Airport,4191,1012,12,N00011
departure,Baltimore/Washington International Airport,4227,1052,28,N00011
arrival,O'Hare International Airport,4379,1052,28,N00011
departure,O'Hare International Airport,4405,1097,41,N00011
arrival,Hartsfield-Jackson Atlanta International Airport,4558,1097,41,N00011
departure,Hartsfield-Jackson Atlanta International Airport,4584,1144,28,N00011
arrival,LaGuardia Airport,4751,1144,28,N00011
departure,LaGuardia Airport,4777,1192,20,N00011
arrival,Baltimore/Washington International Airport,4865,1192,20,N00011
departure,Baltimore/Washington International Airport,4891,1224,9,N00011
arrival,John F. Kennedy International Airport,4979,1224,9,N00011
departure,John F. Kennedy International Airport,5005,1253,10,N00011
