flight number,source airport,destination airport,number of passengers,scheduled departure time,scheduled arrival time,actual departure time,actual arrival time,aircraft tail number,aircraft type
250,O'Hare International Airport,Orlando International Airport,90,1245,1440,1245,1440,N00026,Boeing 767-800
301,Orlando International Airport,Los Angeles International Airport,165,1476,1803,1476,1803,N00026,Boeing 767-800
367,Los Angeles International Airport,O'Hare International Airport,189,1839,2123,1839,2123,N00026,Boeing 767-800
426,O'Hare International Airport,Dallas/Fort Worth International Airport,136,2149,2322,2149,2322,N00026,Boeing 767-800
469,Dallas/Fort Worth International Airport,O'Hare International Airport,136,2358,2532,2358,2532,N00026,Boeing 767-800
517,O'Hare International Airport,Detroit Metropolitan Airport,10,2558,2661,2558,2661,N00026,Boeing 767-800
549,Detroit Metropolitan Airport,Hartsfield-Jackson Atlanta International Airport,90,2687,2836,2687,2836,N00026,Boeing 767-800
601,Hartsfield-Jackson Atlanta International Airport,Seattle-Tacoma International Airport,85,2905,3231,2905,3231,N00026,Boeing 767-800
657,Seattle-Tacoma International Airport,San Francisco International Airport,95,3257,3413,3257,3413,N00026,Boeing 767-800
705,San Francisco International Airport,San Diego International Airport,80,3449,3580,3449,3580,N00026,Boeing 767-800
738,San Diego International Airport,Phoenix Sky Harbor International Airport,55,3606,3714,3606,3714,N00026,Boeing 767-800
776,Phoenix Sky Harbor International Airport,Los Angeles International Airport,140,3740,3862,3740,3862,N00026,Boeing 767-800
811,Los Angeles International Airport,Logan International Airport,86,3898,4278,3898,4278,N00026,Boeing 767-800
913,Logan International Airport,San Francisco International Airport,120,4314,4693,4314,4693,N00026,Boeing 767-800
979,San Francisco International Airport,San Diego International Airport,80,4729,4860,4729,4860,N00026,Boeing 767-800
1018,San Diego International Airport,Denver International Airport,35,4886,5064,4886,5064,N00026,Boeing 767-800
1057,Denver International Airport,Philadelphia International Airport,60,5090,5353,5090,5353,N00026,Boeing 767-800
1120,Philadelphia International Airport,O'Hare International Airport,86,5389,5547,5389,5547,N00026,Boeing 767-800
1174,O'Hare International Airport,Nashville International Airport,70,5573,5702,5573,5702,N00026,Boeing 767-800
1225,Nashville International Airport,Seattle-Tacoma International Airport,30,5799,6101,5799,6101,N00026,Boeing 767-800
1265,Seattle-Tacoma International Airport,Los Angeles International Airport,189,6137,6324,6137,6324,N00026,Boeing 767-800
1322,Los Angeles International Airport,Philadelphia International Airport,189,6360,6716,6360,6716,N00026,Boeing 767-800
1413,Philadelphia International Airport,Los Angeles International Airport,189,6752,7099,6752,7099,N00026,Boeing 767-800
1524,Los Angeles International Airport,Fort Lauderdale-Hollywood International Airport,75,7202,7551,7202,7551,N00026,Boeing 767-800
1576,Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,65,7577,7724,7577,7724,N00026,Boeing 767-800
1629,Hartsfield-Jackson Atlanta International Airport,O'Hare International Airport,189,7760,7912,7760,7912,N00026,Boeing 767-800
1665,O'Hare International Airport,LaGuardia Airport,189,7938,8102,7938,8102,N00026,Boeing 767-800
1708,LaGuardia Airport,Los Angeles International Airport,11,8138,8492,8138,8492,N00026,Boeing 767-800
1797,Los Angeles International Airport,Seattle-Tacoma International Airport,189,8528,8714,8528,8714,N00026,Boeing 767-800
1870,Seattle-Tacoma International Airport,Los Angeles International Airport,189,8966,9153,8966,9153,N00026,Boeing 767-800
1927,Los Angeles International Airport,Philadelphia International Airport,189,9189,9545,9189,9545,N00026,Boeing 767-800
2010,Philadelphia International Airport,Denver International Airport,65,9581,9840,9581,9840,N00026,Boeing 767-800
2083,Denver International Airport,LaGuardia Airport,65,9876,10146,9876,10146,N00026,Boeing 767-800
2174,LaGuardia Airport,Los Angeles International Airport,189,10416,10770,10416,10770,N00026,Boeing 767-800
2264,Los Angeles International Airport,Dallas/Fort Worth International Airport,189,10806,11026,10806,11026,N00026,Boeing 767-800
2323,Dallas/Fort Worth International Airport,George Bush Intercontinental Airport,189,11052,11153,11052,11153,N00026,Boeing 767-800
2350,George Bush Intercontinental Airport,O'Hare International Airport,116,11179,11365,11179,11365,N00026,Boeing 767-800
2410,O'Hare International Airport,Charlotte Douglas International Airport,90,11391,11541,11391,11541,N00026,Boeing 767-800
2452,Charlotte Douglas International Airport,Los Angeles International Airport,165,11577,11894,11577,11894,N00026,Boeing 767-800
2504,Los Angeles International Airport,O'Hare International Airport,189,11930,12214,11930,12214,N00026,Boeing 767-800
2568,O'Hare International Airport,LaGuardia Airport,189,12240,12404,12240,12404,N00026,Boeing 767-800
2610,LaGuardia Airport,Logan International Airport,115,12430,12518,12430,12518,N00026,Boeing 767-800
2636,Logan International Airport,Newark Liberty International Airport,110,12544,12641,12544,12641,N00026,Boeing 767-800
2669,Newark Liberty International Airport,Ronald Reagan Washington National Airport,50,12667,12757,12667,12757,N00026,Boeing 767-800
2697,Ronald Reagan Washington National Airport,John F. Kennedy International Airport,45,12793,12891,12793,12891,N00026,Boeing 767-800
2733,John F. Kennedy International Airport,Detroit Metropolitan Airport,100,12917,13054,12917,13054,N00026,Boeing 767-800
2782,Detroit Metropolitan Airport,O'Hare International Airport,21,13286,13389,13286,13389,N00026,Boeing 767-800
2832,O'Hare International Airport,Los Angeles International Airport,189,13415,13694,13415,13696,N00026,Boeing 767-800
2891,Los Angeles International Airport,Philadelphia International Airport,11,13732,14088,13732,14088,N00026,Boeing 767-800
2975,Philadelphia International Airport,Los Angeles International Airport,111,14124,14471,14124,14471,N00026,Boeing 767-800
3082,Los Angeles International Airport,O'Hare International Airport,189,14736,15020,14736,15020,N00026,Boeing 767-800
3164,O'Hare International Airport,Newark Liberty International Airport,189,15046,15209,15046,15209,N00026,Boeing 767-800
3200,Newark Liberty International Airport,Logan International Airport,115,15235,15332,15235,15332,N00026,Boeing 767-800
3227,Logan International Airport,John F. Kennedy International Airport,110,15358,15446,15358,15446,N00026,Boeing 767-800
3250,John F. Kennedy International Airport,Hartsfield-Jackson Atlanta International Airport,140,15482,15648,15482,15648,N00026,Boeing 767-800
3286,Hartsfield-Jackson Atlanta International Airport,Orlando International Airport,55,15674,15802,15674,15802,N00026,Boeing 767-800
3313,Orlando International Airport,Fort Lauderdale-Hollywood International Airport,30,15828,15915,15828,15915,N00026,Boeing 767-800
3334,Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,65,16166,16313,16166,16313,N00026,Boeing 767-800
3349,Hartsfield-Jackson Atlanta International Airport,O'Hare International Airport,189,16339,16491,16339,16491,N00026,Boeing 767-800
3355,O'Hare International Airport,George Bush Intercontinental Airport,189,16527,16712,16527,null,N00026,Boeing 767-800
43,O'Hare International Airport,George Bush Intercontinental Airport,189,336,521,336,521,N00027,Boeing 767-800
108,George Bush Intercontinental Airport,Dallas/Fort Worth International Airport,185,547,648,547,648,N00027,Boeing 767-800
135,Dallas/Fort Worth International Airport,Newark Liberty International Airport,15,674,909,674,909,N00027,Boeing 767-800
186,Newark Liberty International Airport,O'Hare International Airport,60,945,1107,945,1107,N00027,Boeing 767-800
230,O'Hare International Airport,Ronald Reagan Washington National Airport,70,1133,1284,1133,1284,N00027,Boeing 767-800
262,Ronald Reagan Washington National Airport,Newark Liberty International Airport,45,1310,1400,1310,1400,N00027,Boeing 767-800
289,Newark Liberty International Airport,San Francisco International Airport,165,1436,1800,1436,1800,N00027,Boeing 767-800
366,San Francisco International Airport,Los Angeles International Airport,189,1826,1938,1826,1938,N00027,Boeing 767-800
394,Los Angeles International Airport,Philadelphia International Airport,189,1974,2330,1974,2330,N00027,Boeing 767-800
473,Philadelphia International Airport,Los Angeles International Airport,111,2366,2713,2366,2713,N00027,Boeing 767-800
562,Los Angeles International Airport,Harry Reid International Airport,155,2739,2840,2739,2840,N00027,Boeing 767-800
593,Harry Reid International Airport,Logan International Airport,35,2878,3231,2878,3231,N00027,Boeing 767-800
658,Logan International Airport,Denver International Airport,50,3267,3547,3267,3547,N00027,Boeing 767-800
729,Denver International Airport,Austin-Bergstrom International Airport,25,3573,3742,3573,3742,N00027,Boeing 767-800
782,Austin-Bergstrom International Airport,Denver International Airport,25,3778,3946,3778,3946,N00027,Boeing 767-800
828,Denver International Airport,Philadelphia International Airport,60,3972,4235,3972,4235,N00027,Boeing 767-800
893,Philadelphia International Airport,Logan International Airport,105,4261,4366,4261,4366,N00027,Boeing 767-800
940,Logan International Airport,Denver International Airport,50,4402,4682,4402,4682,N00027,Boeing 767-800
978,Denver International Airport,Los Angeles International Airport,180,4708,4885,4708,4885,N00027,Boeing 767-800
1023,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,189,4921,5227,4921,5227,N00027,Boeing 767-800
1098,Hartsfield-Jackson Atlanta International Airport,Nashville International Airport,45,5253,5353,5253,5353,N00027,Boeing 767-800
1121,Nashville International Airport,Charlotte Douglas International Airport,20,5379,5490,5379,5490,N00027,Boeing 767-800
1152,Charlotte Douglas International Airport,Nashville International Airport,20,5516,5626,5516,5626,N00027,Boeing 767-800
1188,Nashville International Airport,Detroit Metropolitan Airport,30,5662,5794,5662,5794,N00027,Boeing 767-800
1234,Detroit Metropolitan Airport,San Francisco International Airport,105,5820,6132,5820,6132,N00027,Boeing 767-800
1280,San Francisco International Airport,Los Angeles International Airport,31,6158,6270,6158,6270,N00027,Boeing 767-800
1313,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,189,6306,6612,6306,6612,N00027,Boeing 767-800
1385,Hartsfield-Jackson Atlanta International Airport,Nashville International Airport,45,6638,6738,6638,6738,N00027,Boeing 767-800
1419,Nashville International Airport,Hartsfield-Jackson Atlanta International Airport,40,6764,6864,6764,6864,N00027,Boeing 767-800
1446,Hartsfield-Jackson Atlanta International Airport,George Bush Intercontinental Airport,31,6890,7049,6890,7049,N00027,Boeing 767-800
1493,George Bush Intercontinental Airport,Phoenix Sky Harbor International Airport,120,7085,7276,7085,7276,N00027,Boeing 767-800
1561,Phoenix Sky Harbor International Airport,Denver International Airport,50,7526,7676,7526,7676,N00027,Boeing 767-800
1617,Denver International Airport,Salt Lake City International Airport,10,7702,7828,7702,7828,N00027,Boeing 767-800
1643,Salt Lake City International Airport,Denver International Airport,10,7854,7980,7854,7980,N00027,Boeing 767-800
1681,Denver International Airport,Nashville International Airport,20,8016,8211,8016,8211,N00027,Boeing 767-800
1731,Nashville International Airport,O'Hare International Airport,65,8237,8366,8237,8366,N00027,Boeing 767-800
1770,O'Hare International Airport,Nashville International Airport,70,8392,8521,8392,8521,N00027,Boeing 767-800
1808,Nashville International Airport,Dallas/Fort Worth International Airport,55,8547,8699,8547,8699,N00027,Boeing 767-800
1871,Dallas/Fort Worth International Airport,Los Angeles International Airport,189,8976,9193,8976,9193,N00027,Boeing 767-800
1936,Los Angeles International Airport,George Bush Intercontinental Airport,189,9219,9453,9219,9453,N00027,Boeing 767-800
1986,George Bush Intercontinental Airport,Los Angeles International Airport,189,9489,9720,9489,9720,N00027,Boeing 767-800
2047,Los Angeles International Airport,San Francisco International Airport,189,9746,9858,9746,9858,N00027,Boeing 767-800
2089,San Francisco International Airport,Harry Reid International Airport,55,9884,10011,9884,10011,N00027,Boeing 767-800
2124,Harry Reid International Airport,Phoenix Sky Harbor International Airport,35,10037,10140,10037,10140,N00027,Boeing 767-800
2175,Phoenix Sky Harbor International Airport,Los Angeles International Airport,181,10406,10528,10406,10529,N00027,Boeing 767-800
2221,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,189,10565,10871,10565,10871,N00027,Boeing 767-800
2286,Hartsfield-Jackson Atlanta International Airport,O'Hare International Airport,189,10897,11049,10897,11049,N00027,Boeing 767-800
2327,O'Hare International Airport,Hartsfield-Jackson Atlanta International Airport,189,11085,11238,11085,11238,N00027,Boeing 767-800
2373,Hartsfield-Jackson Atlanta International Airport,George Bush Intercontinental Airport,150,11264,11423,11264,11423,N00027,Boeing 767-800
2418,George Bush Intercontinental Airport,Tampa International Airport,80,11449,11617,11449,11617,N00027,Boeing 767-800
2471,Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,65,11846,11974,11846,11974,N00027,Boeing 767-800
2521,Hartsfield-Jackson Atlanta International Airport,Charlotte Douglas International Airport,55,12000,12101,12000,12101,N00027,Boeing 767-800
2547,Charlotte Douglas International Airport,Washington Dulles International Airport,20,12127,12237,12127,12237,N00027,Boeing 767-800
2572,Washington Dulles International Airport,O'Hare International Airport,70,12273,12421,12273,12421,N00027,Boeing 767-800
2615,O'Hare International Airport,Philadelphia International Airport,189,12447,12605,12447,12605,N00027,Boeing 767-800
2656,Philadelphia International Airport,Logan International Airport,105,12631,12736,12631,12736,N00027,Boeing 767-800
2693,Logan International Airport,Philadelphia International Airport,105,12762,12867,12762,12867,N00027,Boeing 767-800
2726,Philadelphia International Airport,Hartsfield-Jackson Atlanta International Airport,130,12893,13049,12893,13049,N00027,Boeing 767-800
2783,Hartsfield-Jackson Atlanta International Airport,Denver International Airport,60,13296,13512,13296,13512,N00027,Boeing 767-800
2853,Denver International Airport,Harry Reid International Airport,20,13538,13690,13538,13690,N00027,Boeing 767-800
2888,Harry Reid International Airport,Phoenix Sky Harbor International Airport,35,13716,13819,13716,13819,N00027,Boeing 767-800
2914,Phoenix Sky Harbor International Airport,San Francisco International Airport,115,13845,13997,13845,13997,N00027,Boeing 767-800
2960,San Francisco International Airport,Seattle-Tacoma International Airport,100,14033,14189,14033,14189,N00027,Boeing 767-800
3007,Seattle-Tacoma International Airport,Harry Reid International Airport,30,14215,14392,14215,14392,N00027,Boeing 767-800
3046,Harry Reid International Airport,Newark Liberty International Airport,50,14428,14764,14428,14764,N00027,Boeing 767-800
3113,Newark Liberty International Airport,Denver International Airport,70,14800,15064,14800,15064,N00027,Boeing 767-800
3168,Denver International Airport,San Diego International Airport,30,15090,15266,15090,15266,N00027,Boeing 767-800
3215,San Diego International Airport,Phoenix Sky Harbor International Airport,55,15292,15400,15292,15400,N00027,Boeing 767-800
3241,Phoenix Sky Harbor International Airport,Harry Reid International Airport,35,15426,15529,15426,15529,N00027,Boeing 767-800
3265,Harry Reid International Airport,Los Angeles International Airport,140,15565,15666,15565,15666,N00027,Boeing 767-800
3290,Los Angeles International Airport,Seattle-Tacoma International Airport,189,15692,15878,15692,15878,N00027,Boeing 767-800
3324,Seattle-Tacoma International Airport,O'Hare International Airport,130,15904,16185,15904,16185,N00027,Boeing 767-800
3340,O'Hare International Airport,Los Angeles International Airport,189,16221,16500,16221,16500,N00027,Boeing 767-800
3356,Los Angeles International Airport,LaGuardia Airport,189,16536,16900,16536,null,N00027,Boeing 767-800
44,Hartsfield-Jackson Atlanta International Airport,Charlotte Douglas International Airport,55,336,437,336,437,N00028,Boeing 767-800
89,Charlotte Douglas International Airport,Hartsfield-Jackson Atlanta International Airport,55,463,564,463,564,N00028,Boeing 767-800
122,Hartsfield-Jackson Atlanta International Airport,Philadelphia International Airport,130,590,747,590,747,N00028,Boeing 767-800
154,Philadelphia International Airport,Los Angeles International Airport,189,783,1130,783,1130,N00028,Boeing 767-800
232,Los Angeles International Airport,Detroit Metropolitan Airport,189,1166,1474,1166,1474,N00028,Boeing 767-800
317,Detroit Metropolitan Airport,Los Angeles International Airport,189,1510,1812,1510,1812,N00028,Boeing 767-800
370,Los Angeles International Airport,John F. Kennedy International Airport,189,1848,2212,1848,2212,N00028,Boeing 767-800
446,John F. Kennedy International Airport,Los Angeles International Airport,11,2248,2602,2248,2602,N00028,Boeing 767-800
533,Los Angeles International Airport,Phoenix Sky Harbor International Airport,189,2628,2750,2628,2750,N00028,Boeing 767-800
577,Phoenix Sky Harbor International Airport,San Francisco International Airport,115,2786,2938,2786,2938,N00028,Boeing 767-800
631,San Francisco International Airport,O'Hare International Airport,100,2964,3259,2964,3259,N00028,Boeing 767-800
675,O'Hare International Airport,Dallas/Fort Worth International Airport,189,3295,3468,3295,3468,N00028,Boeing 767-800
718,Dallas/Fort Worth International Airport,O'Hare International Airport,189,3494,3668,3494,3668,N00028,Boeing 767-800
758,O'Hare International Airport,John F. Kennedy International Airport,106,3694,3859,3694,3859,N00028,Boeing 767-800
807,John F. Kennedy International Airport,Hartsfield-Jackson Atlanta International Airport,140,3895,4061,3895,4061,N00028,Boeing 767-800
851,Hartsfield-Jackson Atlanta International Airport,Tampa International Airport,65,4087,4215,4087,4215,N00028,Boeing 767-800
887,Tampa International Airport,Hartsfield-Jackson Atlanta International Airport,65,4241,4369,4241,4369,N00028,Boeing 767-800
943,Hartsfield-Jackson Atlanta International Airport,Los Angeles International Airport,189,4405,4705,4405,4705,N00028,Boeing 767-800
982,Los Angeles International Airport,O'Hare International Airport,189,4741,5025,4741,5025,N00028,Boeing 767-800
1049,O'Hare International Airport,Newark Liberty International Airport,189,5051,5214,5051,5214,N00028,Boeing 767-800
1092,Newark Liberty International Airport,O'Hare International Airport,60,5250,5412,5250,5412,N00028,Boeing 767-800
1136,O'Hare International Airport,Detroit Metropolitan Airport,145,5438,5541,5438,5541,N00028,Boeing 767-800
1172,Detroit Metropolitan Airport,O'Hare International Airport,140,5567,5670,5567,5670,N00028,Boeing 767-800
1198,O'Hare International Airport,Washington Dulles International Airport,70,5696,5844,5696,5844,N00028,Boeing 767-800
1257,Washington Dulles International Airport,O'Hare International Airport,70,6086,6234,6086,6234,N00028,Boeing 767-800
1304,O'Hare International Airport,Los Angeles International Airport,189,6270,6549,6270,6549,N00028,Boeing 767-800
1366,Los Angeles International Airport,Denver International Airport,189,6575,6753,6575,6753,N00028,Boeing 767-800
1423,Denver International Airport,Philadelphia International Airport,60,6789,7052,6789,7052,N00028,Boeing 767-800
1494,Philadelphia International Airport,Logan International Airport,105,7078,7183,7078,7183,N00028,Boeing 767-800
1526,Logan International Airport,San Francisco International Airport,120,7219,7598,7219,7600,N00028,Boeing 767-800
1602,San Francisco International Airport,San Diego International Airport,80,7636,7767,7636,7767,N00028,Boeing 767-800
1636,San Diego International Airport,Harry Reid International Airport,25,7793,7896,7793,7896,N00028,Boeing 767-800
1657,Harry Reid International Airport,Denver International Airport,20,7922,8075,7922,8075,N00028,Boeing 767-800
1696,Denver International Airport,Philadelphia International Airport,60,8101,8364,8101,8364,N00028,Boeing 767-800
1768,Philadelphia International Airport,Los Angeles International Airport,189,8400,8747,8400,8747,N00028,Boeing 767-800
1872,Los Angeles International Airport,O'Hare International Airport,189,8976,9260,8976,9260,N00028,Boeing 767-800
1945,O'Hare International Airport,Los Angeles International Airport,189,9296,9575,9296,9575,N00028,Boeing 767-800
2019,Los Angeles International Airport,Denver International Airport,189,9601,9779,9601,9779,N00028,Boeing 767-800
2069,Denver International Airport,Philadelphia International Airport,60,9815,10078,9815,10078,N00028,Boeing 767-800
2139,Philadelphia International Airport,San Francisco International Airport,15,10114,10473,10114,10473,N00028,Boeing 767-800
2211,San Francisco International Airport,San Diego International Airport,80,10499,10630,10499,10630,N00028,Boeing 767-800
2242,San Diego International Airport,Denver International Airport,35,10666,10844,10666,10844,N00028,Boeing 767-800
2279,Denver International Airport,Detroit Metropolitan Airport,45,10870,11077,10870,11077,N00028,Boeing 767-800
2335,Detroit Metropolitan Airport,O'Hare International Airport,140,11103,11206,11103,11206,N00028,Boeing 767-800
2368,O'Hare International Airport,Nashville International Airport,70,11232,11361,11232,11361,N00028,Boeing 767-800
2408,Nashville International Airport,Charlotte Douglas International Airport,20,11387,11498,11387,11498,N00028,Boeing 767-800
2437,Charlotte Douglas International Airport,San Francisco International Airport,65,11535,11871,11535,11902,N00028,Boeing 767-800
2507,San Francisco International Airport,San Diego International Airport,80,11928,12059,11928,12059,N00028,Boeing 767-800
2538,San Diego International Airport,Denver International Airport,35,12095,12273,12095,12273,N00028,Boeing 767-800
2575,Denver International Airport,Detroit Metropolitan Airport,45,12299,12506,12299,12506,N00028,Boeing 767-800
2634,Detroit Metropolitan Airport,Denver International Airport,45,12542,12747,12542,12747,N00028,Boeing 767-800
2695,Denver International Airport,John F. Kennedy International Airport,65,12773,13043,12773,13043,N00028,Boeing 767-800
2784,John F. Kennedy International Airport,Denver International Airport,70,13296,13562,13296,13562,N00028,Boeing 767-800
2862,Denver International Airport,San Francisco International Airport,70,13588,13777,13588,13777,N00028,Boeing 767-800
2907,San Francisco International Airport,Phoenix Sky Harbor International Airport,1,13813,13966,13813,13966,N00028,Boeing 767-800
2950,Phoenix Sky Harbor International Airport,Dallas/Fort Worth International Airport,125,13992,14171,13992,14171,N00028,Boeing 767-800
3001,Dallas/Fort Worth International Airport,Hartsfield-Jackson Atlanta International Airport,25,14197,14363,14197,14363,N00028,Boeing 767-800
3048,Hartsfield-Jackson Atlanta International Airport,San Francisco International Airport,150,14430,14751,14430,14751,N00028,Boeing 767-800
3104,San Francisco International Airport,Los Angeles International Airport,189,14777,14889,14777,14889,N00028,Boeing 767-800
3139,Los Angeles International Airport,Hartsfield-Jackson Atlanta International Airport,189,14925,15231,14925,15231,N00028,Boeing 767-800
3209,Hartsfield-Jackson Atlanta International Airport,Nashville International Airport,45,15257,15357,15257,15357,N00028,Boeing 767-800
3231,Nashville International Airport,O'Hare International Airport,65,15383,15512,15383,15512,N00028,Boeing 767-800
3262,O'Hare International Airport,Logan International Airport,165,15548,15727,15548,15727,N00028,Boeing 767-800
3301,Logan International Airport,Ronald Reagan Washington National Airport,35,15753,15878,15753,15878,N00028,Boeing 767-800
3325,Ronald Reagan Washington National Airport,Los Angeles International Airport,130,15914,16251,15914,null,N00028,Boeing 767-800
45,Dallas/Fort Worth International Airport,Austin-Bergstrom International Airport,65,336,427,336,427,N00029,Boeing 767-800
86,Austin-Bergstrom International Airport,Dallas/Fort Worth International Airport,60,453,544,453,544,N00029,Boeing 767-800
115,Dallas/Fort Worth International Airport,Phoenix Sky Harbor International Airport,130,570,748,570,748,N00029,Boeing 767-800
155,Phoenix Sky Harbor International Airport,Los Angeles International Airport,181,774,896,774,896,N00029,Boeing 767-800
183,Los Angeles International Airport,Logan International Airport,189,932,1312,932,1312,N00029,Boeing 767-800
270,Logan International Airport,Hartsfield-Jackson Atlanta International Airport,105,1348,1534,1348,1534,N00029,Boeing 767-800
339,Hartsfield-Jackson Atlanta International Airport,O'Hare International Airport,189,1766,1918,1766,1918,N00029,Boeing 767-800
388,O'Hare International Airport,Los Angeles International Airport,189,1954,2233,1954,2239,N00029,Boeing 767-800
452,Los Angeles International Airport,Denver International Airport,189,2265,2443,2265,2443,N00029,Boeing 767-800
624,Denver International Airport,Fort Lauderdale-Hollywood International Airport,30,2952,3231,2952,3231,N00029,Boeing 767-800
659,Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,65,3257,3404,3257,3404,N00029,Boeing 767-800
702,Hartsfield-Jackson Atlanta International Airport,Charlotte Douglas International Airport,55,3430,3531,3430,3531,N00029,Boeing 767-800
725,Charlotte Douglas International Airport,Nashville International Airport,20,3557,3667,3557,3667,N00029,Boeing 767-800
757,Nashville International Airport,O'Hare International Airport,65,3703,3832,3703,3832,N00029,Boeing 767-800
799,O'Hare International Airport,Minneapolis-Saint Paul International Airport,125,3858,3971,3858,3971,N00029,Boeing 767-800
837,Minneapolis-Saint Paul International Airport,Los Angeles International Airport,189,3997,4252,3997,4252,N00029,Boeing 767-800
916,Los Angeles International Airport,Miami International Airport,75,4322,4671,4322,4671,N00029,Boeing 767-800
969,Miami International Airport,Hartsfield-Jackson Atlanta International Airport,65,4697,4846,4697,4846,N00029,Boeing 767-800
1013,Hartsfield-Jackson Atlanta International Airport,Charlotte Douglas International Airport,55,4882,4983,4882,4983,N00029,Boeing 767-800
1039,Charlotte Douglas International Airport,Washington Dulles International Airport,20,5009,5119,5009,5119,N00029,Boeing 767-800
1069,Washington Dulles International Airport,John F. Kennedy International Airport,45,5145,5245,5145,5245,N00029,Boeing 767-800
1106,John F. Kennedy International Airport,Hartsfield-Jackson Atlanta International Airport,140,5271,5437,5271,5437,N00029,Boeing 767-800
1141,Hartsfield-Jackson Atlanta International Airport,Philadelphia International Airport,130,5463,5620,5463,5620,N00029,Boeing 767-800
1187,Philadelphia International Airport,Hartsfield-Jackson Atlanta International Airport,130,5646,5802,5646,5802,N00029,Boeing 767-800
1238,Hartsfield-Jackson Atlanta International Airport,Los Angeles International Airport,189,5838,6138,5838,6138,N00029,Boeing 767-800
1285,Los Angeles International Airport,LaGuardia Airport,189,6174,6538,6174,6538,N00029,Boeing 767-800
1365,LaGuardia Airport,Los Angeles International Airport,189,6574,6928,6574,6928,N00029,Boeing 767-800
1461,Los Angeles International Airport,Minneapolis-Saint Paul International Airport,136,6964,7222,6964,7222,N00029,Boeing 767-800
1551,Minneapolis-Saint Paul International Airport,San Francisco International Airport,90,7291,7551,7291,7551,N00029,Boeing 767-800
1577,San Francisco International Airport,O'Hare International Airport,189,7587,7882,7587,7882,N00029,Boeing 767-800
1651,O'Hare International Airport,George Bush Intercontinental Airport,105,7908,8093,7908,8093,N00029,Boeing 767-800
1702,George Bush Intercontinental Airport,Los Angeles International Airport,36,8129,8360,8129,8360,N00029,Boeing 767-800
1765,Los Angeles International Airport,San Francisco International Airport,189,8386,8498,8386,8498,N00029,Boeing 767-800
1800,San Francisco International Airport,Harry Reid International Airport,55,8524,8651,8524,8651,N00029,Boeing 767-800
1841,Harry Reid International Airport,Tampa International Airport,25,8687,8996,8687,8996,N00029,Boeing 767-800
1893,Tampa International Airport,Fort Lauderdale-Hollywood International Airport,35,9022,9111,9022,9111,N00029,Boeing 767-800
1916,Fort Lauderdale-Hollywood International Airport,Hartsfield-Jackson Atlanta International Airport,65,9137,9284,9137,9284,N00029,Boeing 767-800
1949,Hartsfield-Jackson Atlanta International Airport,Nashville International Airport,45,9310,9410,9310,9410,N00029,Boeing 767-800
1976,Nashville International Airport,Hartsfield-Jackson Atlanta International Airport,40,9446,9546,9446,9546,N00029,Boeing 767-800
2011,Hartsfield-Jackson Atlanta International Airport,George Bush Intercontinental Airport,150,9572,9731,9572,9731,N00029,Boeing 767-800
2050,George Bush Intercontinental Airport,O'Hare International Airport,116,9757,9943,9757,9943,N00029,Boeing 767-800
2110,O'Hare International Airport,Charlotte Douglas International Airport,90,9969,10119,9969,10119,N00029,Boeing 767-800
2156,Charlotte Douglas International Airport,Los Angeles International Airport,165,10155,10472,10155,10472,N00029,Boeing 767-800
2210,Los Angeles International Airport,LaGuardia Airport,189,10508,10872,10508,10872,N00029,Boeing 767-800
2288,LaGuardia Airport,O'Hare International Airport,189,10908,11072,10908,11072,N00029,Boeing 767-800
2332,O'Hare International Airport,Philadelphia International Airport,189,11098,11256,11098,11256,N00029,Boeing 767-800
2381,Philadelphia International Airport,O'Hare International Airport,70,11282,11440,11282,11440,N00029,Boeing 767-800
2423,O'Hare International Airport,Baltimore/Washington International Airport,70,11466,11618,11466,11618,N00029,Boeing 767-800
2472,Baltimore/Washington International Airport,O'Hare International Airport,70,11856,12008,11856,12008,N00029,Boeing 767-800
2531,O'Hare International Airport,Los Angeles International Airport,189,12034,12313,12034,12313,N00029,Boeing 767-800
2586,Los Angeles International Airport,Logan International Airport,189,12349,12729,12349,12729,N00029,Boeing 767-800
2690,Logan International Airport,Hartsfield-Jackson Atlanta International Airport,105,12765,12951,12765,12951,N00029,Boeing 767-800
2751,Hartsfield-Jackson Atlanta International Airport,Seattle-Tacoma International Airport,85,12977,13303,12977,13303,N00029,Boeing 767-800
2793,Seattle-Tacoma International Airport,Denver International Airport,40,13339,13535,13339,13535,N00029,Boeing 767-800
2860,Denver International Airport,Minneapolis-Saint Paul International Airport,35,13561,13719,13561,13719,N00029,Boeing 767-800
2896,Minneapolis-Saint Paul International Airport,Denver International Airport,35,13745,13903,13745,13903,N00029,Boeing 767-800
2933,Denver International Airport,Nashville International Airport,20,13939,14134,13939,14134,N00029,Boeing 767-800
